"permafrost_index","spectral_NBR_earlySummer","spectral_NDMI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NIR_lateSummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_endSnowfree","spectral_red_peakSummer","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_green_annualRange","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999899983406067,143.905806632408,-1223.27489306952,2001.30453480261,2282.05961406677,1445.8777909271,2090.85522323065,3689.0577098146,3286.99663167592,3882.01428927303,1453.15072071053,1907.20575682975,1943.57091330595,16.2344398739073,-1.02247178554535,29.875301361084,-0.00441957311704755,0.00359270535409451,0.263908177614212,0,850.077026765808,17.9170035811232,5.27573532390284,48.1796692303987,1402.35977709864,16.3164984982079,3.95529926934248,-107.873829007587,95.2104249887405,-1532.49457785779,1215.65774442308,2.50000493688438,-93.5121341863904,79.7200800644209,2001.30453480261,1814.76884567754,999.571653273968,25.6765223696391,9.16438692784724,-76.8901271749206,55.2935826161392,1252.71528537604,-4.8863607309757,-5.35919419808865,-77.4478436214227,81.0090356816619,699.906125348593,0.233771866807861,-53.8389327191225,3689.0577098146,614.253930670153,9.48623490965798,-0.801511378043131,30.9277752414369,396.122773415111,5.38316770075503,-1.12501313340452,16.3284612566701,506.380029664416,-0.737397124387381,-2.76073794488432,439.805745268146,-2.29098941015993,21.9239911840229,1841.19034165598,404.481851003734,1.06210099787886,-2.5773158510541,-26.355866967572,19.7657483374242,68.695889730374,"nonveg_540",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982371807098389,3300.2512415807,54.61098687095,4642.97759057691,6837.67138513026,3295.48031790305,2101.35232668141,1976.15788221526,1971.68350291345,2033.53704170614,430.923866256912,443.331785458698,712.328941969376,16.0512298959598,-0.532227414184146,423.051733398438,0.0109066284986006,-0.0216957622932063,-0.460734554131826,0,1586.78227996933,45.8721873885908,6.79408575198741,-27.7964799524091,2188.74303643607,72.9581012145356,-12.551491192317,8.20432029462894,-33.4220887351228,-565.748891882749,1657.25452408774,-16.2622627768982,7.43317260958127,-20.9950344894051,5413.16898420118,4907.32214247557,2795.8527884502,82.9657133164975,9.89939964371869,-21.5379280196803,-41.6737853079433,2764.39613981281,-33.9578950895966,-56.3115899072552,18.8894110376608,33.5177153762489,494.279241122605,-0.819024778005923,-3.32096577067777,1775.68864682083,404.900970335809,10.5416184213232,-13.0613216237358,4.51081459904844,373.138626868556,5.01423647047913,-12.0367298989857,5.18777300322884,265.096221287407,0.453983452438484,-8.55149100927118,185.14119552887,-5.97229662996355,2.41653044767025,525.707681485796,307.830358722946,0.776727830445607,-9.93001157170793,3.85297783246279,7.49547867781097,64.870999998817,"Canada.DaringLake.MediumBirch",1164.84422222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-3326.24930445674,-3747.74126479795,503.130297915257,634.995767267505,276.454589162853,1887.16079764964,3101.90953321206,3463.7131998893,3187.45314405312,985.917334017871,1439.7380485368,1896.23486270532,342.416802342823,-1.66025447845459,513.373229980469,0.024918157607317,-0.0577400363981724,1.87684381008148,0,932.715908110394,-15.5636380900649,20.5222104460357,-76.2243668656022,1372.19605224152,-50.8220760089453,20.9346497265419,116.551217720502,-98.672596657214,-3118.41136336186,1225.76273959259,16.8176668268007,99.070828997318,-80.4175893060982,503.130297915257,468.522130613277,1283.85542172738,-16.828418543191,29.032445670386,94.1893885913136,-100.468735384803,1315.66527197575,-44.9206783796427,25.622190480723,119.648787703101,-100.849997919862,618.041126717834,10.1973621203701,55.6423878387154,3187.45314405312,622.20840559961,-15.0023849380441,12.355298205837,-60.3006111128735,424.201695985702,-10.5702715241026,8.26262743480697,-42.7819081963509,646.0380346735,-23.927334617537,5.09377216863752,567.498658855512,3.02694079528221,-25.6600177441966,1546.77400273662,529.19202252558,-19.5997045379844,2.59625744132385,32.3317719168636,-28.6565923301652,75.6525418287001,"nonveg_976",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.973925630251567,-2139.89089806543,-3212.91813494132,2060.0729376903,2346.06185657542,675.921700559866,1554.60845402081,2593.90470873764,2799.69866053596,2700.48531840155,786.367663275155,938.537870570195,1390.05011198229,10.2490224417588,-2.12624299526215,76.4786783854167,0.0108482892521554,-0.0359037671652105,2.57853620913293,0,1024.23743318725,-1.9074048994336,22.3569175632679,-54.2977971617706,1287.1570433749,-31.3024210363757,26.6660882825776,21.8118576801402,-67.4711528974951,-2809.25414468398,1061.10976918812,21.4287785334626,18.7923180452238,-58.6977626209043,1537.27944725933,1773.18771212035,1838.2387805984,8.26776772987406,36.3240372330729,16.0801046441458,-75.1226341346639,1753.73597237526,-41.3233298693702,7.83340113338842,21.5687208600187,-57.0595425405978,513.339007434823,9.13215121558944,11.5143864880517,2913.00771316852,529.949422475977,-8.4042835277585,9.40995612187234,-33.1218389047486,353.07230337343,-7.52032889979945,5.4207393509864,-22.0670189608394,725.8452563719,-18.9280820134347,1.04455795862561,589.382416182839,0.57350131734229,-12.3430350334008,1160.72062238772,577.755927223502,-13.9450553947439,0.717150823871925,6.94961210633734,-13.7337874788697,62.4030449986713,"Canada.Ivujivik.RTP12",212,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3597.47354097092,667.431241265364,5018.91800460184,5802.54361674851,3982.08437774843,2840.3213891629,2036.66488285073,2197.04534010784,2301.57952878211,525.642812837754,786.24793009079,1000.16996573364,-163.813415849699,0.0870079444980041,14.6507045427958,0.00176096725691524,-0.00146917275722242,-0.0671046909151805,0,1521.29890607743,16.3513236728916,17.075855234724,11.5100645018125,978.472331818567,8.20966780436378,11.6042965221628,-32.6157443939522,30.2163726005086,1776.22499445025,993.162242446668,8.27360310538595,-30.2528402409073,32.037491691828,5776.09890623077,5696.07795553676,2022.92645826225,26.034209287556,18.5084139200484,-41.6459820805814,23.0978215592957,1844.33523081206,-5.73939918750574,-18.0565167465647,-25.1820832344109,42.7971452527326,602.165017845835,7.07596930397398,-20.0539039076087,2341.78618914257,481.136006346216,3.8467496820306,0.530605338531478,9.75430610033659,272.04454328328,1.58094384271643,-0.276908136185739,7.13112282340751,338.413450132201,-0.118261330162184,-2.42954755698319,289.558552303292,-1.44753482376796,8.47862571394166,1001.39861408124,400.66422502777,-0.702733058302025,-3.21764349701791,-7.36765455137851,10.6068288324652,61.2593199985913,"USA.YukonKuskokwimDelta.15B4",86.9919444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99982819386891,3517.2732253677,551.355002390446,4721.57758523188,6679.40682522119,3373.20453737567,2743.33588815384,1795.50448734919,2233.84008936359,2305.7302747675,343.448237343505,688.434826281868,771.362500995355,484.923539624367,1.30106263501304,11.6544596808297,0.00152167828387714,0.00632327678613366,-0.0573946301426207,0,2776.76412548796,65.4364967470473,29.3035239941195,-62.6177284741952,4882.41032506645,117.594731919896,49.0721033129817,-111.521565309675,-86.6304440020187,194.965127250931,4351.16461244555,38.0393824257845,-120.686869842455,-81.6487733523307,5654.82644943792,5096.42974758722,4361.44060854364,111.516367267461,37.5821985929088,-95.4905078454684,-87.5785514954847,1359.04424146236,2.99661205738592,-11.7443377281847,-56.2870014084493,-14.5797393265687,1330.31212429235,13.4875206606068,-32.5311283700372,1885.15867319575,1110.4977926355,35.5566486485055,2.64516606096148,-20.4025901700934,572.327025346372,15.6784558142725,-0.911566020178528,-9.9975233920844,320.033093037942,9.50320480953988,0.386113712908347,289.533801718893,0.802021116963567,-5.98695375835835,665.527604900948,226.046169646137,6.12278011675192,-1.7444384024507,-11.6866214119765,-0.673354520329629,70.8298518562365,"Russia.Kytalyk.T2",124.101428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,-160.453590188194,-1277.87456253685,325.755417988448,598.316191112851,-165.686363275344,2290.52625213993,3787.96860061687,3902.7119876729,3966.16333600235,1422.86268985785,2064.5318046132,2600.46450400531,-819.434939327689,-3.19266676902771,309.001525878906,-0.020010843873024,0.0118665955960751,2.91160678863525,0,1395.33810859621,53.6668503306234,-30.1615428818411,-21.7602603866745,1990.69358278247,61.7373935502189,-71.6691073987003,4.28142778487484,-9.98656725517326,-2405.19049263381,1543.63730474567,-57.1717520276174,6.804850947011,-2.22391794212849,535.934596256604,514.334473679596,1443.03888959077,55.501495753491,-25.1494938963915,-7.79769935703081,-23.3532420297952,951.982687919473,13.9485543930508,-35.2586180710916,3.97331251680123,1.84125703083133,904.210061672816,-29.1025105776397,-3.7708438380389,3902.7119876729,573.828184175331,22.0703147759742,-13.3203954239184,-12.7492652284475,413.835051221454,15.9167327392867,-9.56675040284391,-8.56046905954306,832.021767728496,-13.582517386027,-17.7361598404368,640.627754269496,-15.4427213442225,5.86847293096904,2259.51369980016,535.932699392111,-5.86834502382058,-14.1983603249176,1.35135905132842,3.77770032762833,74.9765295348952,"nonveg_677",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995380103588104,-2095.05090665298,-3002.67547595531,857.139488688432,1328.83688080544,1412.65241386129,2678.04791762888,4072.12551254555,4383.60321866872,4839.38502705558,1645.57973963825,2305.75443163811,2419.76599390362,685.259600568451,-0.0731005296111107,32.1524467468262,0.0122803905978799,0.0108256125822663,-0.0681708306074143,0,842.585055587384,-27.180163083464,22.5291549292164,-4.06304908707295,1195.75744316114,-38.5728207471336,25.4894073205301,-10.3018560610665,7.94311518960409,-2460.1405646154,1032.88840815894,22.4266622518373,-14.1764270380189,2.06544142960499,945.262774725837,1007.34165044174,919.835719733561,-29.6721199914052,26.1256308336785,-21.3096725599779,-4.89573811318914,1184.36688802437,-38.205383484657,22.5556020020242,-15.1403125696692,3.21407882177641,599.410543798731,13.4199172641375,-17.269926337213,4498.95188608837,780.485337657713,-11.4083536811256,10.6385356552254,-17.304317006843,675.8774342833,-3.30252886078937,4.47482223752262,-16.9295022090564,299.851245020233,-9.6726208071043,3.14473344994011,307.962613858946,2.85326808558519,-2.23523849952037,2235.90772288174,329.697185381571,-7.21748861196523,3.42908077204422,-7.6571610125494,-4.32537360500972,63.635744785103,"nonveg_902",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999926404519515,4030.83797466591,1060.45124147185,5430.54886609315,5911.07121116434,3970.65248165504,2913.44963714409,2104.67378942564,2296.81721857,2241.66359739683,475.981643414715,795.308429078411,969.053523101979,127.419829896679,-1.53318935632706,12.7231234637174,0.0160008878023787,-0.0195570889521729,-0.091809963384135,0,1908.14584793792,37.3317238545596,-7.5741640286201,-92.9833271441451,4484.21685676761,73.8646730312588,-56.9558704777615,490.778296562775,-316.368693377099,1341.90930812297,4365.10782949012,-68.831716504544,541.803936042492,-331.91478889062,5157.12895437897,5194.50373092272,3238.5353403318,61.8541049420919,-23.700699716768,247.434120987014,-183.395335227484,2179.18373591547,11.7491835193258,-61.4161806048499,272.397966989433,-159.308735973048,924.215560065318,-11.3713686042441,82.5865038897443,1657.05879245221,1720.34560646735,33.6967891642827,-42.4846278905752,-142.48730650386,970.099647618673,18.4398336332238,-25.7856076880087,-79.6810315509683,436.545213917376,3.89485179532718,-11.5624097171167,391.413365107267,-10.0994337414532,-31.1525976435569,834.503414593818,423.2906385644,3.35656358861032,-11.4808870588967,52.91132982055,-31.823874656128,71.5944273627632,"Russia.Tiksi.Bog",71.1190909090909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999997913837433,-1467.03749524242,-2389.73482460711,-172.256349612197,959.431710691036,1648.81025385637,1572.3679261,1075.8439492916,2731.47183192023,2367.87832952774,730.990966732305,1064.03037033205,1564.14271998743,563.250002684674,-3.49027800559998,1739.97973632813,-0.418720901012421,-0.11010467261076,-0.251943916082382,0,1089.54522589867,-10.7539867303121,-28.8319143073977,-24.4603180114495,2307.6617882411,-16.4822058800673,-42.3771108067449,28.4615364210961,48.4605231869406,-2272.87408071488,1301.85163031476,-42.1236373165755,28.1231924028505,15.2718619409747,1100.59634152786,1012.47778019857,1821.06660346857,-8.20022062177201,-37.7583489225839,4.70548769456085,-42.4284230380019,2207.52314361791,-21.5755879055022,-48.1954779429844,29.6254474432324,43.9586573440314,1129.7876526718,-28.3485136035369,10.3935094845438,2731.47183192023,2202.43169845641,-28.8270265268104,-31.8661280212079,-55.1875960876211,1822.27321137595,-25.3537666256064,-22.4886452136697,-46.2671620934912,522.936947654089,-13.5375525017836,-19.9159053617596,602.173771897411,-17.6683476682545,-12.5122282955618,1205.837969014,811.315247595977,-14.8396204265537,-18.5012028838048,8.08701661459647,-18.4604465459497,62.0273988239651,"nonveg_594",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
