"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_SWIR1_lateSummer","spectral_SWIR1_startSnowfree","spectral_red_endSnowfree","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.974346518516541,1828.11318413644,-19.6561393380631,644.728119107319,1025.0763585057,-547.298784302891,5380.24961439417,5476.24924596531,2039.49805618321,2142.21866208455,682.318189548947,637.514441899301,700.212988213533,-289.818479247243,-2.22874512672424,0.0285133961588145,0.0286909770220518,1.4647351026535,0,3331.53942170952,1545.51618806731,47.5073176134068,-8.2935850849634,-0.358784426220657,1973.28985138249,0.188806748442659,9.32993617586319,-74.4875169554043,806.304418499607,1310.91812536614,38.7823534790064,-2.3089532242961,9.60798266812698,-62.396146308257,5828.90000755961,5184.71131979557,64.9881927722478,-4.13766975152561,-3.32520792892755,-87.4030094172103,1494.84824794903,4.68301248910578,-46.7140077484071,21.5641227136933,-12.6962201681234,2535.41177153648,949.841330176525,24.1181426703351,4.50891842739422,2240.45731087099,788.953623990498,11.8321805273315,-17.3587924378791,539.632464084349,5.48490093242047,-14.3167533832234,-9.01164913394638,5.8276831434632,-9.90363951273919,4.78825475606124,-7.36061914750574,5.86090592580477,-8.25560637878089,4.16903431647055,-8.08220796745626,782.081167446699,400.105483260664,5.56122421656274,-5.0948940728038,-148.696355558,69.4257722210324,"USA.NorthSlope.Sagwon-C19",247.418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.998387336730957,1655.8537140236,-1019.87274845,1068.84187605309,2292.2878582377,-1539.24220287659,4920.15285820661,5842.47446710588,2347.86984820113,2502.99534791882,865.228581409701,746.320915114267,745.323799994219,-189.226073522531,-1.44109570980072,-0.0229689665138721,0.00555705139413476,-0.263751119375229,0,2688.74346306762,3710.22673010725,58.8679272079331,57.0766581079186,-22.3576444007595,7062.46952217978,108.258320225509,-7.86057705130911,-150.562300054189,-776.23577710892,6502.79284837885,101.020593117302,102.191683394537,-1.8043979232898,-150.288251776252,4401.3725349921,4694.3725642419,96.1830003308772,88.4682036413567,-26.7592645192712,-126.031079722055,811.669519845303,-1.98246972750343,8.7467318357408,24.1715500500726,-27.4256379263053,2474.70185427408,1581.86059650156,24.5300809526575,-6.20805993375133,2189.42305061439,1557.51898067963,23.8546598121452,-35.218111158162,653.918763147149,10.0550978400083,6.21915885780304,-15.6297339284706,4.95788895925914,5.03573646575904,2.64326371681305,-10.847276396352,6.0986932902438,5.09201202443133,1.35289240495104,-10.7405077559433,818.903083326567,220.971764490932,2.60860381887064,-2.66977011235569,161.514,69.347612999029,"Russia.Kolyma.WT1",164.851666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999899983406067,394.00769876157,-1982.4431403166,-2501.1341464274,-1568.09589905852,-2424.04247218277,1397.28069172513,1185.32021465447,3233.31725764984,3291.58248012416,1656.43539370832,1533.04918760513,1802.75435775728,-228.927711736796,-1.02247178554535,-0.00441957311704755,0.00359270535409451,0.263908177614212,0,846.542476089179,869.13251511971,18.8556157219837,17.3582390746708,-50.7738143966575,1071.5256802305,24.9918116258452,-82.4250523254229,48.5962697513157,-2059.3934151156,933.038247368876,15.1937107111322,20.4707298357116,-71.7721728745289,39.8993081623691,1397.28069172513,1357.9376408082,26.7865657831097,23.4536797282546,-59.6037531191366,23.6303819133235,760.119622967122,-3.66774724035165,10.3276922486417,-58.4707402282402,46.2489505673767,2252.29008301132,547.087859056734,9.59497782293425,-42.0836814659026,3407.98199088822,470.871702999573,10.0994675711631,13.4357487106443,295.849301559926,5.74510855510793,3.53415495093958,6.00435521284026,-0.270901251647539,3.24433900514263,-25.2296137678715,13.868364452279,0.790623407797113,2.97769061073421,-23.2279427088596,10.249286545335,1692.95160099487,269.705170152146,1.42230283159355,9.49124662332257,-81.8818216956112,68.695889730374,"nonveg_540",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.898405912187365,1712.95111200938,-820.439175925621,236.233016778902,480.553609736141,-890.938186179538,4633.26817599791,5047.06442763797,2452.41809697561,2704.68844011904,811.123053710824,843.110497614023,821.695500340241,105.632060509148,-2.92608767615424,-0.0862337972554896,0.0615750228365263,12.648711098565,0,2443.69096324115,2271.4175361152,39.3761308786605,21.4342287790726,-21.6208424318878,3692.15697781671,40.0683989572513,-37.311889207213,-37.8460924728084,-718.395980167613,2663.65981609079,39.1261684894955,31.9997784731436,-28.4690397509593,-32.6467599125077,4412.46898603925,4033.83217396867,71.9209788132001,30.0388961778243,-27.4947019872303,-29.7459526665047,1464.51976290454,-19.547421906533,-11.2196233112794,-10.1586924688453,15.961725936385,2295.32361178296,1030.69771923291,17.3222369016354,-14.7203995573693,2530.92301818785,422.51241369603,11.419254424217,-0.0380654053338247,277.907746818624,6.43533039979919,-1.32479144338427,2.14405746140627,3.51051070285087,-0.417779216509736,-4.78336332234431,-0.501557265064353,2.84359900916025,-0.501516566301581,-4.94610603823654,-0.789291173829493,902.966861744638,187.890574364873,2.56693555314112,-0.515252117870901,-140.816252,64.1362749987768,"USA.InteriorAlaska.BROWNSCREEK",353.619111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849971115589142,-505.936022904133,4594.17862836263,3907.72287517314,1300.93843952737,6303.9800283544,-104.945020430447,620.695550756777,225.120894900299,527.980514244953,725.287036490978,484.450055944877,931.27830217267,72.0205790742878,-3.63827872276306,0.134602278470993,0.591945171356201,2.79825115203857,0,-122.549178266946,960.415032636869,7.9872259299414,7.76623725663646,-8.92112395206977,4685.44357346617,-13.3963909288528,104.662432742806,35.5250287832259,3907.72287517314,5003.04158882703,-86.7135648489758,-17.5164682515873,93.099444130206,23.6708880410171,-104.945020430447,-30.686661170531,13.3068427756737,39.6158655861339,-41.9971777481144,-80.7869807233432,4516.6223256682,-37.4870844006842,75.2356062125408,32.3326152666515,-110.28253480891,1093.8062583518,891.31250535715,3.43590377625432,-20.8226143662938,527.980514244953,1051.52725879335,2.92616380874537,-7.76278947932067,845.762583744571,3.16848801202237,5.67589438599167,-5.50977332713693,-3.98555506197434,-8.83529277885866,-0.493756983259353,18.0228935535231,-2.38559796541819,-8.88798674249237,-10.253755807187,12.5613139859176,975.69885355428,937.104584661873,-2.20063350105465,8.30472346710695,-139.40826034867,60.9288824750202,"nonveg_1290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,598.369950557154,-1510.54808178281,-1251.47723071563,-1701.87859865776,-1037.3709733887,1132.16441418312,1723.29614048333,2815.17006659863,2386.72383296922,1460.89197677968,1623.13213013032,1844.94568919259,95.6436471124695,-2.57188487052918,0.152310863137245,-0.139037147164345,3.22485899925232,0,893.707673015613,878.144133999608,12.3057384357691,-3.44186092259142,60.8048122369032,698.961453898124,-15.2919659857948,48.4591030770401,-22.0472233916158,-1314.90367070307,664.507625269062,-11.5638623880989,-15.4789971181875,40.9455789038296,-21.5892375889312,1205.40573820396,1206.63090879404,18.72806343025,2.9296529608337,47.0809456617606,-36.1415651033896,1394.60019667616,-30.9334963951564,-26.0878513276961,53.5084087044775,-8.41697740649907,2353.17158393494,585.510776435583,15.9563777650133,23.1218856941015,2406.36470246774,461.412533652054,-1.37359583427711,-0.511542227604726,289.807613407611,0.812848421451955,5.28136370823854,1.63066118319584,0.925235571146156,-4.98778772940313,-9.27799076410266,-11.3608391364176,9.40259434209357,-0.402443588076267,-18.8360994507366,-14.8048447969158,1659.36437559757,384.053712412913,10.280237721548,-13.5200127792204,-98.2094955744402,73.1305774500052,"nonveg_880",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0201598238199949,1122.86757498262,-1656.7287964948,-1340.71101555783,-338.311335734559,-1156.39094638528,2841.8346349676,3217.01043901145,2162.39412692701,1835.49493676999,758.167046524527,743.026289903168,1105.43616802919,26.3347678095054,-3.51337766647339,0.0379773192107677,0.299044400453568,-9.44462394714355,0,1605.4161424906,1625.73473171329,11.3515149517345,59.3326038184085,-285.796541051326,1547.79414382618,59.0401016258793,-294.681986987964,-92.2665489685804,-1340.71101555783,1318.41746076025,-13.1664750939369,48.7351538178811,-250.599919955818,-79.0044452342437,2881.28713717627,3185.32742321788,5.23121420329088,61.8762418119375,-261.994439407677,-83.9308254587962,1204.14002432186,-43.0971925543604,38.2352471626547,-219.417387097737,-53.6614329804198,1795.17105777746,1137.65266931424,10.9016754395701,-213.013455931741,2258.03742790054,1048.16859489752,18.37141265785,133.241169977528,709.326749109369,14.2162528828049,16.6240405567328,90.4037409684644,-2.67346320742304,14.021099593636,-91.8535722438399,-14.4199857194008,-0.107387932600189,11.6008331551619,-87.0686858339772,1.81896308572587,864.692205510945,362.409878126018,-1.3365848433597,3.78518915533962,17.3276125712139,69.3550267764704,"nonveg_1177",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631115674972534,5942.60952035338,-1534.43319883616,-1308.72223238509,362.6395086767,6525.06612197161,461.906648888405,3889.60742941109,311.210381701615,655.633110937647,186.928290725282,104.395523551435,577.968687828712,1004.1836705795,-3.43283915519714,-0.114275142550468,0.575887322425842,-7.01276779174805,0,294.643413249025,7455.50169040072,-196.197412905282,46.3470662383683,0.30954348454569,6664.94941428357,-63.3281166580344,-37.6172507634502,-1.69187786451325,362.6395086767,8059.49932080777,-75.2077969664706,-84.7315468863852,-53.914894872961,-7.28099891777655,2841.34508187172,2090.7831113229,42.4798882902982,61.0112418713672,33.8149144367537,16.8960668766164,4439.29799996328,-57.5844475255133,-25.2486656839632,-29.1896607189904,-11.66166290421,833.732190677843,1419.7912041148,-20.0984033856594,-16.7739543060092,311.210381701615,657.193446434361,-12.7219201636113,-3.14641841245266,470.889692343447,-10.0637109700667,10.3858672464001,-1.7457861731715,-12.8047110088621,-19.9657445671561,-9.66658208388927,2.57609235847659,-14.8145626631065,-19.3728197808235,-14.0808526474168,2.23791216402603,816.485529973079,1780.48004818149,-14.6477893606811,2.66234732818861,-148.744117290795,61.8333532160395,"nonveg_1353",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,-94.7791444851345,-2742.49066220302,-2714.15026502157,-2860.5478727447,2513.9308261734,603.390265619257,339.242547518955,2247.84957748528,1483.2510960893,1436.70469745922,1313.15260280643,1177.60846535766,-566.339821336321,-3.28070092201233,-0.0850434228777885,0.155248031020165,-3.69850325584412,0,-76.9257741817481,742.013145161424,19.0890922465155,-27.481968339312,65.8875292638515,5147.41389135788,-103.246785342647,68.1051715664866,14.522481475882,-2714.15026502157,5374.47869891809,-114.950231378564,-88.3619512250164,36.5994019307827,-7.08509929536183,212.797955972576,231.984048169538,28.2466465071542,-17.3288240857632,50.932633053826,-31.6111478865949,2290.1939657372,-35.3946416974991,-50.7382696889711,48.286138843656,-19.4388786608646,1476.48539190436,1439.07931601815,-18.8127841482461,67.2457672218776,2246.0232732415,839.930647345331,29.3373914289305,18.8330414873387,577.631676172763,16.6042697599429,1.95902863498837,-11.1603789101734,-23.5377960855478,-21.5682042908919,19.4073951673726,12.9700764349576,-28.6289035469878,-21.9992354342899,27.8706775828894,25.2613711598663,1644.88277965413,1340.40090407588,-28.4257925469136,30.8880236631983,-102.645644405863,75.9973608392018,"nonveg_897",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.753384411334992,205.911889238116,-3253.52286210964,-4318.39795232711,-3073.29568483889,-1817.04930597329,2493.05211067075,1207.85570562054,2211.73035556154,2583.19313621392,931.515061915823,597.243745903165,924.803224159231,362.948361897315,-1.20591700077057,-0.0511166006326675,-0.0923973172903061,2.61975407600403,0,1024.39233141736,1140.52292457135,18.3038801124981,0.790446712539077,-57.0261462285677,2751.06778752355,3.92562143939727,-76.8670888469047,63.2887093500137,-3208.30600426535,2501.34864635382,-26.2501263828691,2.5473645174803,-62.2551133744106,50.7083376294031,2324.82521622378,1843.82736175471,38.420374198225,4.5958374985452,-76.4387896236555,53.1890243144401,2805.26347163103,-24.380215600111,-6.64827607499984,-58.0376706425077,56.1880828400458,1529.31477699159,854.766826180949,-1.43212030325537,-36.2902718434805,2790.49502057305,798.836216636279,8.06364973554539,27.560222143405,624.93619979381,6.27458058339179,-2.11274317516334,20.4027050919504,-16.4634283650818,-0.814159650956258,-13.6601623918952,13.939978400532,-12.4318501547145,-1.09557800241691,-15.5951913852499,14.7429876114867,1006.14771403747,983.358583710836,-11.01939850979,15.9176817148885,-76.5015752006673,57.1616063554799,"nonveg_619",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
