"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_lateSummer","spectral_NIR_startSnowfree","spectral_SWIR1_lateSummer","spectral_blue_lateSummer","spectral_green_lateSummer","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_green_changeESPS","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999999940395355,699.844679407357,445.494982731738,1211.56778855154,-2402.37825595986,-2078.79293090718,-2433.0028640425,633.063192170663,986.04972016723,680.83215411553,1600.11328661444,-959.174645790861,3305.78485533528,4594.85135386828,1705.34517026669,2061.83171282906,2289.22267359057,2387.89116597825,2244.0309512461,199.240869372352,-2.99060273170471,366.592712402344,-0.0360301733016968,0.00872219447046518,2.23169207572937,0,699.844679407357,805.880544077985,-35.0382845251298,1.65865576075767,-35.3797995723366,1085.34613207005,-47.1889622639153,0.65926203905075,91.8347874859821,-43.3862203247507,1178.69719530177,-49.9161994443098,-1.27602533677687,91.1902531858969,-40.5888341665654,986.04972016723,967.050094443774,-42.0456562801641,1.99037341436945,-42.4554715574806,1019.1485654411,-44.3108071930912,0.421520000313289,-40.2225048640901,736.087822768499,-29.9764277509554,-1.94291602068853,645.32484600354,-27.7623581966445,-0.282941978363169,-26.3491801169356,453.128128043722,-17.7597379816584,-1.86058976939906,-15.1100030960178,357.862593526825,-13.6686605988888,-1.81180832301599,20.5592613418933,-2.68284352407529,-13.725895212857,-1.88298843101942,20.5514592474504,-82.4375765961447,77.490218131762,"nonveg_876",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157767906785011,3520.67542517767,4798.78079276823,1995.19151981586,1211.43176677725,2215.86703453992,3131.438715047,6958.68324947296,6694.43752147405,8455.77956875586,4767.08022272489,-7060.30426931893,1709.17555981506,1480.57543514596,305.492855337252,463.703750028972,464.928455429522,358.217342529683,359.058442487477,372.281140406927,-1.87964634895324,403.121148681641,-0.0227396681904793,-0.0034560564905405,1.35855047702789,1,3562.14655985421,2688.95594243729,50.1357757493192,32.867003589669,-69.3376916448678,4878.49370209983,86.8136145248819,58.7252001467949,8.12632162296864,-72.2153536246877,4422.09818134406,75.4084497634047,54.4623915210857,10.5884434359643,-65.8850048843084,6882.21758467658,3735.08317402947,69.0358662544033,45.7443042578178,-114.096001823203,1340.64370472232,-28.4677477092282,-13.0204781220308,-11.1794271360443,1137.73602601522,21.0370207984839,13.5891256614429,550.857112670774,-6.43003354852799,-7.33588840261953,-7.45244592778185,394.199586212149,-5.25106632223901,-6.64712210540858,-2.51347947258374,276.756209432624,0.672845560919264,1.51318257035198,7.43769246697789,1.70151919015684,-0.810702912568582,-1.81246507772674,8.20883054673414,22.0340284,68.5207799989925,"Finland.Kilpisjarvi.15",1510.206,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991178512573,676.050234339806,324.479460259783,313.224945962598,-4375.81231051526,-3499.73393123849,-4521.88803834018,1104.08489425165,1557.14961753485,1295.07186711821,868.611371047283,-1972.01513869359,1103.82674443603,2373.0003148877,601.862068155653,669.042442945548,769.510135149086,713.670289825805,700.01699452299,-884.265690713452,-0.419689178466797,419.197113037109,0.00822595879435539,-0.0189105439931154,1.21331322193146,0,323.888258632687,395.60582675782,-1.56097801812438,2.09690727037129,22.010123481695,1316.36285626951,-33.5286864248161,-6.58229356330548,14.9624978386427,68.2453367931168,1022.15410710168,-28.146487525533,-6.95598703928183,10.1914019476007,54.3301923679797,1249.54993526376,688.538246487568,11.2130249144939,9.0946177555504,19.2249801419431,918.291230055148,-31.2736204254493,-12.4545333867006,48.3202743878368,353.511001470696,-7.35841300079518,-1.6652067870525,254.956544699686,-3.28957045346828,-1.4607777323831,15.9347840437304,140.360656488603,-1.44560828531818,-1.83346317904242,8.7725410305377,330.44903779343,-11.1603735392005,-4.57529492715326,2.0093070814611,-3.54702030879298,-8.15057010577437,-3.30919717267125,0.910219686854293,-84.1710938720243,67.6709047623043,"nonveg_684",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,224.916543172139,83.2849443498843,528.993667231477,-921.824423291619,-1106.97448675036,-1415.8571619035,856.852795040538,729.281598017728,560.851269172576,1074.98137709285,-929.572003008904,1226.98224214908,995.163617214403,618.400044523064,692.092703589194,808.614467000364,724.588300546847,606.014434236337,16.1035251323159,-4.01010513305664,1267.451171875,0.494364142417908,-0.00787577126175165,29.6720809936523,0,339.555241107665,445.708722881593,-5.57171841540623,-7.5373616693465,-9.83420439158927,1013.51599763289,-14.9829878937868,-14.8263061542394,41.6117974928953,-10.8064570023246,1003.41125678345,-14.981721122693,-14.5303746650554,35.0088919405732,-8.55569447182596,856.852795040538,514.130107920275,-6.41554653095041,-8.70592723141063,-10.8480313987337,702.792808908429,-9.56622820927185,-11.104148523329,-11.3034802785836,522.59993895736,-6.73054453131538,-8.64004190860697,351.969685990288,-3.52684618694219,-6.82520340100745,-8.50351747705849,241.533291460225,-2.31801082831201,-4.78590950875344,-6.20205582986722,423.739039060026,-5.95759161268302,-6.50532130084716,13.2344509801203,-6.34426269636054,-5.04377117866258,-5.95882449305959,9.88115552587581,128.541395943649,68.7295599116293,"nonveg_596",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99519670009613,806.644409364669,406.539349271955,626.639916064176,-2230.07628533919,-1911.37340119097,-2796.7229830881,1068.20801792905,1319.71277501339,693.566309610727,955.09060243881,-2069.17846386064,2418.54314934318,3686.19812266958,1049.02261821798,1504.86229771907,1946.24667881351,1847.72786088617,1699.57414282046,883.748330721871,0.0171347204595804,174.517974853516,0.0207344125956297,0.0210269596427679,1.70387876033783,0,660.403683221607,400.105060092714,1.08915377927197,-7.93326043592662,3.42950389127363,989.298700718346,-7.53173467583833,-17.4087699872049,38.1913279365419,16.7697109922551,885.34958189713,-5.99849092323249,-17.7077093046534,34.0653841106509,15.1207037725229,1068.20801792905,626.146465402668,3.64894888678196,-11.7075533849476,5.80888129674358,1502.69810118906,-21.8717203671921,-25.7710865564407,25.8657943233008,292.895436803913,-0.129880485923906,-9.0271606793835,362.549423098826,1.99265195037931,-11.3296694718383,-0.738271053657374,274.686297333049,3.05394550357564,-8.41813570442866,-4.37191894277407,463.396521778625,-5.9081645396101,-8.75760690783474,10.6833549735552,-7.73197821413545,-4.12356397150235,-7.70851674978262,8.2307621147614,-121.363775182206,69.6427545195129,"nonveg_849",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999403953552,805.455920586312,664.18202767744,203.975473733912,-2501.37097206543,-2486.10479469519,-2728.47446706682,1176.59693301667,1379.73022815014,1162.05056974606,383.347328311838,-1090.90973097034,2474.36399898729,4150.56646134515,1361.36300621478,1631.77399488541,1968.1042194568,1947.59067513624,1782.66481200601,-975.145996569493,-3.19145345687866,78.5974502563477,0.143409952521324,0.00608401279896498,8.26713180541992,0,687.961969805334,866.898191025302,14.6662574567097,-0.699410062585119,-265.417744172903,714.045458376864,-12.1327830356407,-7.79560112783694,714.045458376864,-453.867019052246,629.503092604679,-10.9070310424105,-6.67951455886428,629.503092604679,-387.133420233051,1176.59693301667,1383.67946026138,24.0378668092373,-0.427834213841486,-387.296560423081,646.117016951152,-1.03626861512553,-17.9976515485885,-331.628782161063,264.776977445355,-3.80451917514961,-4.04929783511966,264.292091232125,3.93660270233529,-1.43764765297264,-147.901569618096,202.532032930912,3.3256479771015,-1.3847738611242,-117.714923211076,922.654427834714,-15.9980017247805,-11.6094226740282,141.391027495263,-8.28294570891812,-10.4493739266448,-5.45410021914089,164.92586313023,-88.6006957437293,75.6445675094393,"nonveg_645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100188583135605,3591.74558348748,4671.6884210761,2519.00852346347,1340.49391358782,1513.58816675668,2158.03438343838,5544.9489537426,5506.495355071,6531.01217017153,3709.70594024598,-6290.23604404279,3094.87994050847,2395.23545498225,617.937713957474,828.237391132012,1036.24298193509,912.859197572265,794.372199743142,-632.490638753539,-0.986966133117676,14.4476661682129,-0.00621568411588669,-0.00516752572730184,0.46497905254364,0,3725.33600772967,2411.16616134105,40.2879423375002,14.5112886020692,3.53174812360382,1580.51213162054,22.2958766224439,13.6248536416592,-51.2645142857766,13.1212000215009,1359.89423340274,13.5451284197936,13.7641720270654,-45.3298077800915,16.0832242732181,5663.71879979899,3128.8647817481,53.8862747634244,17.2242884581234,11.3775570370158,2326.08172692285,-14.1701348832071,-21.2072458433798,32.132974626029,844.622125270319,12.7077943573426,3.83355421122276,816.681019489819,10.8211913582295,-6.43388946058734,13.3427490510605,538.202789338752,5.12343665718967,-5.01670463071537,11.6002018081513,515.331770979564,-2.90598239548852,-4.28240434313582,-6.63475848266977,-3.93276346699684,-2.80342286542821,-6.72742502940205,-6.29049304637498,-163.241453333333,61.2705046652589,"USA.YukonKuskokwimDelta.2",436.393333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121.167733908187,241.960718348134,-24.9774790204481,-631.643329303681,-2032.50794609583,-1759.44438465816,1277.74285064674,234.646839117622,497.102223758754,-127.539065767126,-2454.52706982283,1418.79051183335,1252.20795013134,532.409094668824,750.88774758659,1534.48733235816,887.066308535798,1232.79724773241,-220.785420431586,-5.59687900543213,321.157684326172,-0.37727501988411,-0.129956901073456,24.4778156280518,0,121.167733908187,914.623136212217,27.2545300424955,-14.9964997337006,433.914158163455,2605.26947447809,7.85518967776737,-51.0225322288035,0,1077.54132994591,2368.49182442383,4.50171079068682,-46.9917106397699,0,967.627207631681,234.646839117622,1923.42570895772,61.0992137571246,-32.5266927869994,880.329697428606,2647.53713578357,21.2401800696929,-52.7913012380663,1083.71344660334,872.00381661159,14.9646333615502,-16.1122768492983,1155.94521354354,30.634699897768,-19.7024542181413,503.658725459243,718.152063601326,20.4713637268672,-11.9189093576645,306.101788626061,930.172762871827,-9.08916590201116,-14.26979711076,0,-13.2173257162354,2.87733440390051,-12.5704201927395,0,-93.836840603133,80.7713379741114,"nonveg_761",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99973452091217,950.070064896147,816.050531023054,444.505622101575,-1962.28236349194,-1848.69146774301,-2472.53413017538,1224.03437424858,1555.3316196843,1115.73452822798,566.880182955861,-1729.50726096174,3054.99902589583,4599.3100407127,1550.64218932684,1949.05414851072,2483.74208582307,2256.6321558154,2180.56350241475,395.556431665327,-1.18613660335541,155.405700683594,-0.0365933030843735,-0.0423616133630276,3.20973563194275,0,816.050531023054,505.564442794572,12.888216964206,0.381244068703999,2.55023253952682,1183.29163913317,-23.9898577244625,-18.2705579588648,25.6041343727916,19.5927447153631,1109.55391702122,-21.4036482263491,-18.2232773815517,21.4693922268351,17.5207741751883,1224.03437424858,988.451436728438,23.4697925461687,-3.8678516435929,12.6159765795435,1106.82937442601,-15.3971293090262,-24.1324912061884,38.7393380728345,276.428110156193,-1.08939005061682,-8.78304245496149,522.418335282332,16.1784346365593,-5.10528456046917,7.31915695312074,362.80476757832,12.9573131277971,-3.97475065841689,4.02504358934152,822.632991790304,-19.4119984987188,-9.96775120807776,8.17606383633689,-10.7383691960036,-11.8825393000271,-10.827806550297,4.75429083754048,-109.422745078519,68.812811299168,"nonveg_861",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999683976173401,560.704819681578,898.659428095556,911.99411212427,-1042.98673833266,-1684.10607602456,-1287.73964560158,2210.68911329952,1892.3155002894,2743.10828842143,1223.39637381957,-4025.16962361753,1442.7481810414,1572.08834783356,715.572373630275,538.119799189087,816.473668988671,616.882957335639,657.19799291158,1627.32585439855,-0.856092631816864,138.414886474609,0.00422522192820907,0.0225876960903406,1.34160614013672,0,898.659428095556,351.289292442692,-0.0305881014131335,-0.464421977480457,-11.5671170835962,1583.69282119399,-37.2252446287579,-6.41500491335454,-19.9065689753523,-13.1318522504378,2135.87102125895,-57.4904493679635,-9.06492249144163,-13.9499802452525,-15.358334802478,2210.68911329952,1519.71191460186,37.972797672306,19.7192287082188,-38.0351528300461,4270.52877543176,-105.647912625214,-56.4327054509706,40.946902967162,363.663081258114,-5.34834763523988,-2.62315875303644,199.068031829503,4.32357212177096,3.20945024679473,-5.87688409406694,214.029187654573,-2.73406642845853,-1.70117524089872,-2.67981619864219,315.373505340207,-12.1297502053926,3.73393851884732,6.36703044126059,-5.46542114438348,-10.174292545455,-5.89909911396633,-3.10115658276472,-109.458078397423,68.8896777053225,"nonveg_671",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
