"permafrost_index","spectral_EVI2b_endSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_SWIR1_annualMean","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_red_annualMedian","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.823514878749847,-564.745171751831,2466.07806343838,-327.832926346705,-1060.91059228754,1436.30349773074,893.981796083509,-356.059614547158,-2.44466853141785,0.348722070455551,-15.1871652603149,0,3222.6585930641,5.68215130902194,-97.0957250322393,4487.91974494792,83.0622931433223,8.15599342528764,-137.789199981824,2836.01014419513,-6.71977313538201,7.63289521894869,42.9023700651084,2001.38249448201,1314.90016982564,3.47735841665611,1337.07594508133,11.2521174148937,449.434181440411,-11.0695292273517,932.22015772999,-1.23349553698326,12.5903708006562,-22.25679035548,62.4460260932054,"nonveg_623",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2832.41476929561,1031.3491505345,4939.90311516524,4986.97977016449,5884.39865584797,789.505735185039,35.1902803891688,0.0517326347115967,-0.00142287811872342,-0.0672068046405911,0,606.520425551266,7.11325704930076,-20.2173475183755,931.870919518997,25.6378578494837,-10.7032690143451,-22.1583338084676,3000.61650862539,-29.9528185218045,-37.3931665259108,-4.80682900785911,379.596277463671,2170.37907998148,1.63277936572761,309.644709262657,-5.92591139146,583.522586789226,-5.50009317355789,771.712400145686,-8.39107787786202,6.88953622648335,-0.0634227712500433,61.2593199985913,"USA.YukonKuskokwimDelta.15B4",79.8347222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999979972839355,-510.674894756873,-2273.38596233333,420.564191181913,-445.687442673417,833.69808549672,1649.58654195023,-852.79832583345,-3.99211120605469,-0.21375173330307,7.3523440361023,0,1001.46146321507,22.0620427209879,-35.1396888535941,842.315530231814,8.3185458520551,-27.8516301506108,-43.2335735857994,360.047051171282,-12.8576087660767,0.73253305624973,-12.4573362146289,665.042444675137,2157.34430734925,8.54487009252069,404.782420487054,7.62868278152109,1240.54612139629,-32.8478455909382,1675.14699292895,-4.31199411613112,1.02241803914874,-6.59108570942106,67.839058187641,"nonveg_670",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.178251956190382,3564.13934642485,1106.98047026746,5338.87919540196,5916.49679632759,6461.40788247548,586.410868568901,-12.0506742630104,-1.45418705259051,0.072969688368695,2.72319625105177,0,657.710940078123,8.55891505483157,-14.724018137736,836.556556803284,33.5162831451442,-17.2680270941294,-33.081137347475,2596.97685448696,-48.4669575966719,-21.1499848265817,8.55428807164203,178.512841054738,2364.99869196795,-5.38440631643688,324.789196655803,-3.4339759833261,636.816130490208,-11.8464312415953,793.900731508636,-4.79272897178864,13.3621314499056,2.00328425884275,68.2990747132682,"Sweden.Abisko.NT-DryHeath",287.354285714286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999831100304922,2775.82258219936,932.333796902074,5241.51527562621,5223.98177370216,6223.00724517928,702.782537878111,427.121694320846,-0.670009975632031,0.011133186223257,0.29433719565471,0,1969.50430477301,44.939579441659,-76.904052454367,4085.20705276892,144.695084876038,-202.742865401001,-132.223246322328,1360.70898058207,13.8771563018973,-30.8982490973454,-97.1934986130048,1010.89868898622,2489.73854861443,33.1387532568704,699.044293143976,-11.3042539725743,301.632079289353,5.78738913700499,929.930437131193,-5.70757007028759,15.3538087093224,-18.5675152401824,70.8425310824275,"Russia.Kytalyk.T1",49.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89070326089859,-3.45778234312715,-2147.1374868865,-201.379862956386,494.3701600256,1107.44163909427,1504.59125265856,-325.927975172794,-4.20977354049683,-0.423534631729126,12.7808895111084,0,853.853661230341,-11.0017276861963,-15.1940680903705,8113.2424122302,-80.4087713964662,-71.6817493161287,-18.1767447683505,2269.25484811001,-34.0074789220682,-3.78327305146227,-16.4899402707247,2626.4295584248,1459.0096871049,12.9518308478436,794.911562756364,5.1693128160879,3429.64192362975,-55.2713271929988,1504.59125265856,-12.7941855088012,-28.6373223001969,-20.1429586956146,63.0656095779329,"nonveg_1473",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991431415081024,1839.72590278454,-1063.42812772451,3664.02879455992,3618.27202025077,4411.85271900061,811.613482703027,159.044147156683,-0.935411977767946,-0.00528868157416582,-0.359935456514358,0,1860.42858674898,58.8870311893377,0.109179661133605,1470.54514660719,20.5556184688777,33.906141284119,5.77976359449121,578.14717929125,-25.5144841940627,5.07134233969877,32.5318779571209,671.424684503394,2433.33224288132,32.931958447547,617.328128650044,8.67765634488993,208.171136214251,-7.97692199907655,867.413419049912,-1.58525001962177,3.54769232298958,15.4290036556296,73.3093166658684,"Russia.Yamal.OstrovBelyy-2",15.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999990463256836,440.714810382143,-3293.89412002928,771.855570036027,919.223616692053,196.75083815777,774.805604114919,35.2754330965879,-1.95323622226715,0.0475364401936531,3.19637584686279,0,1014.95905798733,-18.0142344166724,29.0390366217442,3019.43346779732,91.3220587718181,96.6363873469302,26.58916922506,1904.91810453872,-27.4921868228241,-45.7738941209727,71.4087170361016,684.39524804816,2515.81818374489,9.42712997520661,301.092394515325,-8.89301372385082,672.86150237145,-10.7706293798695,1088.41323097326,-12.061831802244,19.1255124175606,16.3185631244373,68.0955312460278,"nonveg_958",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990578889846802,1012.54178153467,-905.616550363143,2134.72203991931,2319.44746506163,2416.38856382154,1024.85349504336,-60.0548338063126,-2.2747472524643,-0.0072245369956363,0.909905927255749,0,682.093742561172,-2.65153208749844,-24.9012811294157,785.875266685775,12.5637870570722,-14.688808351562,-33.8198534304275,2120.24856329047,-61.3156946333659,-4.79231318250795,0.557283326196648,396.262488941807,1870.38165700454,0.610249184608492,252.415114195001,7.64894285439396,241.041774533123,-7.53255545416008,1026.07664915169,3.76213000907168,1.84058397723422,-5.42369969406634,70.3150902778213,"USA.NorthSlope.HoweIsland-C12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.996327904860178,2742.02668469824,487.326856510663,5816.00849127705,4950.27986401743,7179.17624474173,556.599429460246,24.5402831976966,-2.88382974730598,0.0591209244810873,3.77421769566006,0,2054.78198613245,16.9650740729057,-64.5685939611441,2152.98732728028,-10.7690771028689,-72.2584414489275,-83.8358026042001,1723.56525527316,-54.9273179428021,-2.4434102254547,18.4989319683033,784.187096674657,2394.96525192417,-16.5106238562901,403.608454581919,0.0855373519832116,301.685523591188,-10.0561841197063,768.817963099109,-0.357273976498625,4.54765759930232,4.82597510100183,69.4442009990332,"Canada.Yukon.PAGE",199.793555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
