"permafrost_index","spectral_NDVI_peakSummer","spectral_NIR_earlySummer","spectral_SWIR1_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualRange","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NIR_annualRange","spectral_NIR_changeLSES","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_changePSLS","spectral_red_changeLSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999950230121613,1726.38129995691,1102.18919589748,1830.0959058005,920.42569364109,475.496449286957,-1.93528640270233,0.0425042845308781,0,422.631758609405,374.764055422903,4.93489958184967,515.036788362281,0.0380195996538387,-15.2653220835843,-2540.52491906255,-8.84768067622435,0.464233752169259,1454.00445370331,685.908230560216,3.99286594636895,286.570223444296,-5.30832312332344,287.791482161058,-14.2795541838667,8.57568779298884,369.412223418471,1.11077339683747,4.80207045127765,-0.242719325325023,1.34848924811993,3.92773937520782,-7.73030810085221,-1.40813511517945,-7.42293222565509,"nonveg_986",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100241549313068,5541.3899639147,2871.57882374723,2548.67058175393,1010.94235178537,-69.6638408227656,-1.19979965686798,-0.00483904918655753,0,3003.95660099021,2162.56519645121,29.9420986449492,2164.2363530758,21.7771146894148,7.39363565077599,566.976620281997,18.68132587209,16.3468517020994,4712.76906671715,2840.61648489659,-40.4828559990887,1238.79546058329,2.61733813392881,954.377582448593,4.84035936367611,12.7094105992792,378.075244086042,1.86958563449113,-0.989830578027617,-7.66721325330522,3.16854221036863,-1.47915692510662,4.83115916391278,-8.32411574132492,6.98477843254984,"USA.YukonKuskokwimDelta.UB6",427.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999830593665441,5958.77865674803,2202.18020586862,1943.45406921218,651.831551585161,-106.477165730122,-0.935926093409459,0.00092882829873512,0,1939.62859960045,2222.67070852382,43.4719694501887,2254.4927183931,36.564589669995,-16.9480009187102,1041.41733275932,-0.631174306584516,28.4408191359798,4970.52192256689,3979.10219021503,22.1867632674125,1261.88379506183,-11.1765319033731,1381.37258087654,-7.58037599785268,24.3505790315595,713.676874559896,7.47559469142164,2.14041051002489,14.4557320683856,6.98853983918961,1.99830735499691,1.79408356137745,14.553570212932,1.92599606548648,"Russia.Kytalyk.T1",391.1225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951022803783417,1575.9586710159,1217.19939782499,1029.13086419869,870.968496802098,248.07968153651,-4.06527137756348,0.520856082439423,0,-137.308390948947,1442.38369984967,1.67861841022803,5604.30199281723,-54.836478625392,-53.399770457358,-2710.06195314053,-103.938431910204,-57.6715750557762,315.857469472534,2290.6361807186,24.5363930060924,953.446455259579,-33.640284479726,1321.32347318063,-48.9844279561847,12.5338843032034,896.282157081189,-11.5553651298433,-11.313379152928,-11.9463247010802,-7.63876880465117,-12.609693878503,-19.5327167274303,-17.9701058576637,-20.6793986058042,"nonveg_1469",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999996364116669,1511.35882959906,2463.31127029066,2657.55584427071,1792.53762326153,-204.14871669443,-2.77258658409119,0.0358423516154289,0,918.85350309536,742.153716839462,4.60654366006127,1156.62120087529,-10.175805412094,-53.979182245715,-1710.69935826822,-5.77320005403187,-9.3480606369605,1453.7221081327,930.209201612824,-3.84244809775738,1118.61808328639,-14.9162888905312,720.56600511931,-38.3074927959429,5.90119035255899,558.526312780543,-4.42826592480106,-4.99600080900376,-0.43500847450526,-2.01065733098863,-3.6326310543086,-15.9242419685467,-1.59244067527863,-16.6061369018874,"nonveg_975",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.994853973388672,38.0678773392898,1986.83311184758,2387.25501223221,1473.54279993204,-346.068154738222,-4.34775304794312,-0.0957289859652519,0,410.449256163356,750.559153297698,-4.65149636299212,1803.90245869843,-18.973938187528,0.734416034418688,-1092.33091624012,-18.5896393619415,-15.7755612847383,754.08915158659,916.569653434951,79.5579193608111,1557.19055052255,-13.8453370446892,775.971559185222,3.81476695232785,-3.61427237961223,456.198967221733,-8.0148805102315,-6.87744121026481,37.8610800646121,-6.59040208880297,-5.90340311552328,9.08486960603823,28.5298229010231,6.41640357301197,"nonveg_956",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997956037521362,839.184696379474,1371.8582065486,1553.99733388169,374.318755744087,-275.066663912365,-4.51411104202271,-0.270900636911392,0,-113.666494602857,777.397927509677,-8.94442455369271,4342.65340414573,-50.2073027194386,187.228715747256,1859.32736187558,-119.991324700796,-56.4115238820683,9.0289985598925,2654.2474563284,-50.3663120964641,2204.00611250641,-25.700073349551,1362.19670514106,64.8665097686221,26.8243089459802,1367.61726057004,-26.105099094721,-33.3313001322054,7.34647138403898,-14.7524949282363,-33.1610620699842,47.1979121317736,3.64397036162723,52.7837297078954,"nonveg_593",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,7711.02883075864,2240.64115646942,1664.2526955876,566.79799039572,-113.926115367372,-1.98693084716797,0.0483417374392351,1,2954.11759793308,2892.38744485001,35.2756658695167,5825.97791349332,175.666326536374,-56.0136343385953,1767.03814838387,-13.2913644608561,176.45245897314,5879.0773393831,4422.94980801456,-65.1109768160321,2327.54170317518,-76.387414838832,1984.30202240806,-31.6511927669285,-22.2564364440839,660.649518290592,-39.3881329820724,93.6286208958855,-149.06813213682,-30.4531501266375,52.1112464568041,-10.777311514792,-57.6826612369995,-5.67487174400711,"Sweden.Abisko.VJ-SalixShrub",1171.74333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995325565338135,1712.07758619776,1072.79460173482,2548.28528550554,842.124444941451,-157.215745067557,-1.43560945987701,0.00849623885005713,0,559.943207433631,632.367567202534,8.6760928278129,989.29892651738,17.8148672797763,25.6796374118281,-3813.76329443665,-11.3638020033365,13.9647011365717,1478.03529521235,1311.26594464787,-15.6028193990273,633.548564400048,-13.0347096284455,249.912242954225,9.83355125159634,6.25322094120429,169.306758442682,-4.82896291476119,0.0593235601259526,-2.1206468525995,-2.42644152647643,0.0649947083588781,8.48326945533425,-3.07550426742786,6.9637117028672,"nonveg_979",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.568415880203247,5525.98928673777,2306.0430674712,2036.83689453086,440.617816279069,239.369078204902,1.50949962933858,-0.000625353015493601,0,2394.58955803649,1360.38533746187,16.7106621163157,1827.82531049675,19.9700511688919,-11.9405236048905,-960.79144313912,-24.545104090465,10.0573388026141,4528.68436654832,1913.57199495338,-3.13058000215336,1990.27184998211,-32.7322420836463,446.286099178958,-8.98422214915638,-7.24868293598964,559.670713056372,-8.48872852896212,0,1.3049186499227,-13.5913557345406,-0.476683371681908,6.67092677933607,14.1838124973286,9.01998022047591,"Russia.Yamal.Nadym-2-IH",385.576666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
