"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_startSnowfree","spectral_blue_startSnowfree","spectral_green_peakSummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_green_changeESPS","spectral_red_annualRange","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.890290200710297,2321.59433174106,1672.22479678634,-778.92651258451,-487.203936726773,-654.245317087483,4632.37658892522,4768.16217569533,5079.0388139543,3292.17453751381,2119.6610778452,1912.16529986429,747.990405397723,619.651462281142,600.652303073245,620.980866601518,222.580243568716,-1.86385915014479,142.358206854926,0.00480385228163665,0.0218972459228503,1.43303751945495,1.25840438736809,0,1261.9117135469,25.9058043470918,7.30239864098458,4.74440189670751,1828.90044070521,32.5777148473975,15.5512441185292,38.5778257833395,-484.515228697746,1498.77042666174,25.3520628771039,14.0892641403102,5036.18445377152,2173.21716918839,39.3436275975313,17.8462979074263,-50.2326338362652,31.9662525663759,1388.51098698072,-6.57404262608825,-14.594062095741,-34.3601769147771,70.1049531130082,481.760813199969,11.9338242358718,0.744091900969507,10.3442950901927,2269.96884559684,482.12951377335,7.16814753187971,-3.34056465796132,18.9339592382994,314.345493034153,3.48806948496927,-2.14893573035661,14.9827728082303,265.62213766644,1.46036533809749,-2.13658386907805,-9.84121185955386,-1.3015051778118,230.518024013601,-2.01086287883015,-9.06501380106205,13.1903599734225,-74.63111702,59.5468890084513,"Canada.PayneLake.TD4",219.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999955713748932,-592.81831474035,-2161.6541754005,710.391789399698,-482.954845514866,-156.067414659173,-3416.21830355525,-2731.56401479666,-2409.20939114005,-7770.88204347296,337.213838392215,323.530472864612,1302.95526793298,231.326195309136,341.395868720834,147.631148069452,794.336768683751,1.96775984764099,60.0308799743652,-0.000355027033947408,0.00439485348761082,0.277917146682739,-0.379221498966217,0,2127.82341974423,77.9043395898061,12.5434137357869,-31.0548643935603,3015.20648246262,-17.7041773665983,-76.6101865126573,-38.1353026759454,307.410230231851,2355.66030960122,-55.3482702231738,-53.2102681691643,-3416.21830355525,5361.6726523329,207.364939996081,47.9528053531044,-17.9085902031449,-66.5907801648905,3239.03650599856,-83.6335581033246,-70.6062755156544,65.6134407952777,15.0491621601582,288.340568730758,0.651588834647801,-10.9359489806393,-15.4249147409975,103.266161645032,205.849134112019,0.503237425884497,-7.64403952515992,-11.4360630062233,138.724142193848,0.318791152585781,-5.23867020473749,-7.54667067227746,1159.82359794907,-33.1004603107562,-22.129234829676,12.091545216381,-28.9429905329436,1326.38746188699,-24.1693701653512,10.7647067028546,0.747588597867387,-124.188993727957,72.7387173112119,"nonveg_1797",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,224.749345396524,66.8768717695843,-3032.32047489265,-3412.97511775746,-2918.27131963387,911.564000093857,1238.98339772762,1250.27078626708,241.458492410962,1597.04943348256,1522.11688222355,1048.50655505142,1190.0394372469,1284.85515319066,1335.89449663631,130.329077500399,-1.71154868602753,177.839508056641,0.0982642695307732,-0.21731148660183,13.9480972290039,4.93172407150269,0,499.824812496228,14.2065686606902,0.74953638640609,-48.850334124184,1249.00212780343,-31.106731692348,4.46699681258906,-82.8511614879246,-2907.95478070011,1191.76288823061,-30.0410461246594,2.86391530381275,911.564000093857,1008.81229385612,24.8187225067739,12.5446957841935,-1.61248407706619,-80.4603511270764,700.034242845879,-4.11804355842408,-2.95311847926876,4.64900020280129,-77.3794098925402,265.236675778269,2.77527967625962,-3.67291308911479,-32.8463633043458,2833.06883446269,582.764529757274,2.6491254845316,2.48949443844189,-55.8454123202068,594.74824253925,0.143431525856984,5.70756770750967,-51.3706300326337,288.69489936435,-3.84594447715401,0.929278663639681,-1.13802342145522,0.723457244007545,338.191705447408,0.934051337692255,-7.29133477794929,-28.4936324692551,-112.028763471529,75.5098542079364,"nonveg_984",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,2017.54132355704,1497.60837162133,-762.939756373864,-472.051597620169,-712.661357906362,3749.03601507686,3896.03546521506,4275.22950591455,3015.53218105866,2076.6747922839,1934.50012245568,727.676984328005,757.737234525212,876.6353070287,885.358585163019,-54.9039717133758,-1.61697348952294,44.7548589706421,0.0461165579035878,0.0162525186315178,2.81205731630325,-0.90636824630201,0,834.416080910792,6.46560983316402,0.814435636666431,-26.1470670568554,1886.99898090708,-18.13693299297,-13.6076726808634,-23.0588240546349,-928.170586680208,1681.68498907623,-21.4232577173227,-16.2346852405771,3440.76178230821,1312.83482771781,10.7693068542192,0.329334254184268,80.4721620663028,-44.752981771838,2536.17502819277,-64.1617511469479,-39.8517200266408,106.636208648105,41.6677091150773,579.106974563008,-4.92318727533704,-4.044120226062,-7.87543856393652,2452.83064548803,1170.93596068267,-28.3241688266734,-19.6462363537005,4.6171941381407,791.459649506604,-18.5605563933913,-13.8402518426086,3.00372357713557,348.416920921086,-8.4695453923581,-5.80591326017968,22.2507374862266,-5.22406719562847,432.990681939333,-7.21332267954993,27.503639285093,2.93765053140302,-119.558472225,73.2243055541979,"Canada.BanksIsland.GreenCabin-C10",38.89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259114384651184,2286.60049903649,1743.55540626582,1191.3571088811,1660.29933835779,2668.49005176185,5287.82870477694,6035.41779090558,5524.89351094167,4057.43847530847,1949.59942405362,1660.04009218792,494.521347052731,411.837277426164,581.870663781085,407.105995337365,-108.024166808319,2.57180852890015,518.244201660156,0.00668902731267735,0.0118597639724612,0.84261200428009,-0.79996944665909,0,1114.16523444068,31.7650281281649,1.99755473367399,-9.7676195577728,1933.80471237612,45.3548969188209,3.01991998560746,5.93965879808281,1101.38354828709,1639.38650808382,34.236737206565,3.57002887989581,5529.90479928951,1712.04574590824,50.4019619425821,1.47821217584944,-4.27620145793246,-13.2696773475721,2276.51446576636,-23.2355980013828,-45.7496888400222,20.1279712947621,40.3688162727273,448.216634286904,13.5823222511183,-1.72153974014227,-1.73149901305357,1611.02698642088,789.30508306974,7.02411114995985,-23.9183358505982,15.6000492775834,539.09596336824,1.81432707620689,-16.3362413141891,11.5631615187084,204.275041254179,0.499193193133995,-6.19015276527816,2.01889769119433,-5.60680187974318,291.503951777123,-7.64076710699251,3.35993632061143,7.02976942895326,23.845032,68.8313071990063,"Finland.Javrresduottar.A-Betula",762.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,820.380863622321,201.366092221542,-1669.83056069657,-1107.56859901386,-1159.48051546089,521.809158160754,737.878227841965,236.976823760991,255.014110067046,2892.6591888367,3003.95109499893,1564.49189450811,2022.73922315367,2727.70421704551,2674.8601116517,-110.828472039499,-2.58597040176392,874.531982421875,-0.0240835752338171,0.0108149163424969,1.52118134498596,1.01000094413757,0,766.466433078789,7.17910890545291,-11.5626261795953,24.9237545776413,631.175683825027,-3.46712956694304,4.1782802619659,11.4129365554699,-1353.80259422657,562.261961682703,-7.75839292232104,8.34430140123904,521.809158160754,762.517447841732,8.60629187399059,-8.9010104499926,45.5364912800885,23.7832767055235,776.551555341198,2.03599582688195,-12.3165530996823,44.7218082151615,25.8737877249474,395.398842701148,-3.5900614891043,-2.17903751080902,12.1348191510989,4082.96500453762,515.672273045071,1.66778620085217,-8.51651900014687,17.6659173427551,334.041026008995,-0.0778583312787539,-6.45351326627615,12.1502176295253,159.562452602871,-4.5154461684096,0.44591399905029,8.86804046084882,-2.40186170589897,219.33385451909,1.74005709460717,4.80400958125553,2.30518379693442,-83.253429076859,79.3739381252726,"nonveg_1261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.999996304512024,594.815562490303,-744.776334472554,-1665.99719342114,-1825.55484577995,-1797.64760188405,948.136279539491,874.567469300774,1707.31460458536,-862.167890967801,3590.48217591603,2588.92160549523,1804.04038967439,2576.80489030602,2705.29735483481,2993.95760647874,281.62739501003,-1.49961316585541,144.832870483398,0.0267367959022522,0.0275070779025555,2.24559330940247,0.689849317073822,0,2091.36610057401,47.8807744096158,19.5826481895458,-7.88903774291467,3844.43211355221,83.5466208204298,40.4673183264157,-4.00209417032092,-1942.44891209866,2883.74881519626,64.1096668993895,28.9144884295222,874.567469300774,2569.48249555316,58.3969087260417,24.4896233885764,-138.791189214097,-9.0359937699416,1754.87201441835,39.8204165962213,16.788358062435,-120.073461455464,-2.44577173121034,1205.12178035967,32.3084054974452,6.56649064318931,-14.9407463810374,4706.0367606257,774.877817699678,24.9960586354735,-3.33679963876365,-18.6788204789432,665.287330950575,21.4608816435669,-2.90835761452014,-18.2951540982847,240.90417814609,4.00926509706962,-0.312573126907864,-36.7782137095824,-0.29832704139291,366.031503843262,-0.258753481851976,-48.1100419406559,-9.90712775170225,-89.1982896589254,71.7283863060289,"nonveg_643",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99973452091217,594.144757910183,365.995853837084,-1777.11730417769,-2646.89018797801,-2840.56172605186,1394.5876440723,698.087169769609,1114.65942095543,404.707812140976,3093.75797146024,2989.14065104852,2191.79855825545,1858.88517381977,2071.26775786726,2180.25942855079,-489.920631942993,-1.18613660335541,155.405700683594,-0.0365933030843735,-0.0423616133630276,3.20973563194275,-0.411716520786285,0,521.946914479927,18.640961231426,-2.58616824294666,0.13504534947883,1369.53641265084,-9.63258240297057,-25.6764069887821,13.5650984599845,-2255.46338418209,1301.51536833121,-8.50253380203725,-24.8780014573043,820.120547955332,989.87983193132,35.3528511404043,-9.99743653988814,-26.0357656991137,7.62708613660772,1247.40902946824,-1.04175474975237,-31.5373597744433,-20.9496139244224,32.7124898186093,503.714032348302,3.73633287184727,-11.2722734980189,5.25938876815829,4371.25236039365,646.504582518166,23.0894493756488,-8.67016234230105,4.41769054113513,483.97777521764,17.2849205434871,-6.20704101042915,2.20817471625637,845.887523219404,-15.699954272405,-11.8825183569186,-4.59864309989646,-12.5226148446794,699.31802453511,-12.561444310438,-6.81197941772044,7.5103322564174,-109.422745078519,68.812811299168,"nonveg_861",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.866365134716034,-21.0068706370935,-228.131966309247,3807.40835671046,3210.6149459122,3078.81975132392,-1928.38626687174,-1404.48841343274,-1143.16655379253,-1587.5231355445,0,138.562499805679,202.349453119498,357.441493967166,272.968196637845,266.74666529592,-661.569391478316,2.54817724227905,22.8744888305664,0.00102787767536938,-0.000211193109862506,0.0602303221821785,-0.0193125624209642,0,592.124588108712,-165.079912354601,558.307118126343,-1.33755287139897,3031.75903636963,-129.270985917429,1050.52875475503,-9.85630006507361,3791.23203585962,1685.67383717501,-143.707590071079,957.085231788471,-1587.5231355445,1614.52015498545,-170.43156566362,785.219713079206,-6.37370389366363,-33.0048364718351,3960.08602930991,-28.7462470103674,939.572560416153,-96.5874641295101,48.9193063762039,323.212571265906,-69.2812499028393,323.212571265906,-0.371426135047449,110.789885476505,184.460428932509,-17.5845779629832,184.460428932509,-0.297294253786256,129.740140710748,-16.0163019075106,129.740140710748,-0.194571917605896,273.500728346825,-80.1548469149104,273.500728346825,-0.217243991833149,251.929285606612,273.390119421187,265.846610394392,0.151744666876209,0.0322433581675646,70.0474727784099,69.0865888754601,"nonveg_1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999904572963715,835.461783201129,890.78283691122,-1453.01225637844,-1499.36226905087,-1661.05243416157,1355.52736071517,1174.37521461352,1824.9092453711,1308.6087128803,2649.3081956315,2603.46495856564,1451.2990816668,1837.70152417336,1962.1979515667,2128.61895630936,-784.994602708699,-1.12958920001984,78.8220138549805,-0.0133769940584898,-0.000433448061812669,0.77367901802063,0.157728880643845,0,537.443230734569,0.482054927246081,15.0615526510947,6.68085625471132,566.424599916475,-6.76669988169918,15.2245463105515,15.4744003642834,-1417.99500448287,537.247502934494,-4.01076499128082,13.1682930060546,1308.6087128803,650.534030757578,1.87674591339501,18.7752753862371,-46.4667164826842,6.68688159242804,570.965976442202,-10.4224510028841,11.4018370190072,-40.7832840315858,18.9420247955863,421.129501506705,1.83372948263439,10.7338205488169,2.16887506678768,3564.74488124045,481.175489395092,6.85752951272061,10.0324162888392,-2.58777870512501,361.288030587061,6.82783694611073,5.83862951896564,-4.56307146924668,154.867602496676,-1.15707511463283,3.79451698192232,-11.0619716069054,2.97386444911313,166.421004742663,3.18000512935809,-11.8872146244759,2.99602486235512,-112.977564690683,70.7121245948409,"nonveg_926",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
