"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_lateSummer","spectral_NDMI_startSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_NBR_annualRange","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDVI_changeSSES","spectral_NDWI_annualRange","spectral_NDWI_changeLSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.978102266788483,659.400715617683,-4005.15763084432,-4270.03534500979,-3773.10628215284,1276.78779458161,2190.50812712783,2292.76030139107,2801.88008626649,658.397475425839,920.874299685466,-535.505024913847,-0.572013854980469,-0.002017438178882,0.123510606586933,0,717.32493442862,-2.58179851788114,10.8619766893806,1262.18905573486,968.704661721975,18.2463664767244,1.02707718760525,943.301366880086,60.3999646615864,33.7234158693021,509.119784875418,15.2490230165105,-2.17009278689822,17.3690530840299,-2.18501775342868,3.72455530543484,-18.7483445899733,16.6293427470667,61.1769904854674,"nonveg_745",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,434.060989806131,-1524.80043807575,-1666.41801030746,-1210.14737478482,1251.5362490039,1193.24951595676,2550.94456740481,2399.55618832826,1502.71355352363,1841.84276542488,940.699047422609,-2.57188487052918,-0.139037147164345,3.22485899925232,0,647.847768345905,10.8348564395829,4.13581952045147,645.966678379418,665.639546390629,-7.51081113554559,16.969589622453,1211.40223225741,-3.73561962229132,-22.2636050186647,356.355485904772,3.17524236669014,0.47942894130631,-10.1670225414685,9.83138033294934,3.81869244211282,-30.8299283546593,-12.3180266188371,73.1305774500052,"nonveg_880",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.753384411334992,688.069621593249,-4487.14653703226,-4335.21667096736,-1267.61165015201,1188.44144032314,1089.44920603731,2204.23050214364,2263.78729729991,592.775967081834,545.739373604652,508.546085105119,-1.20591700077057,-0.0923973172903061,2.61975407600403,0,722.389048995053,-11.9678417136123,-1.66214034289816,3703.17882039047,3232.64998446268,-0.247454671366609,-1.3990030109556,3716.91749447121,36.5629897377021,20.9065182023946,623.969520092794,14.38747677512,-24.7413760557453,9.44871536653084,-20.1829783542247,-2.0965943270904,2.35182967385909,10.945912267632,57.1616063554799,"nonveg_619",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999138236045837,-236.32486639677,-4225.50419102327,-4150.52749909077,-4535.21038949641,1515.56813238973,3002.97162884723,2220.75757062131,2712.37501900131,542.278773102435,944.42973131082,35.9071538571325,-1.41002929210663,0.00965000782161951,0.753548502922058,0,1581.8977609481,12.6199617581256,34.2776183214693,2274.90725008987,1860.30834373313,45.6059454488232,28.3803553494264,1107.85371448195,40.2096511714014,21.2705957031493,549.011593775462,8.69604745537193,-2.17852357369111,14.68379502054,0.645245585786921,9.9269570843333,-23.6559387181403,12.976576676997,64.3226276694773,"nonveg_600",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974101960659027,1750.63677789637,-829.338040201733,-453.186840057121,-1396.05112870635,4834.43173749645,5768.72527952707,2470.05064414549,2647.77512660524,757.200520557665,822.908028617351,-180.229055401709,-2.46567630767822,0.0311586111783981,2.14858269691467,0,1615.82127901929,24.8775943538557,27.2456727112825,2720.77920991223,1821.55447413979,38.1860536188215,38.3928911449735,1518.8136648333,21.2420683566945,-23.2569685522871,279.7871613683,2.73371714936691,-1.41845748386839,-0.336291737340622,-1.8787430864664,-1.72606260001202,-1.90894157841649,1.33329071330331,69.4330299990328,"USA.NorthSlope.11",28.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.98212057352066,1286.99453016008,-223.523926640563,231.546919834795,-71.907019002637,5122.50709440752,5502.66890929047,2191.16031559438,2304.90122661782,727.002333568946,702.448542176963,11.7332222974726,-1.05680522653792,-0.0059190538401405,0.380210522148344,0,2370.2297374802,39.6663965051914,27.0380661189144,3344.3346892081,2667.74159163144,18.0110512256804,73.0084130521555,1476.64686268416,5.66811252636799,-22.6072451566941,1492.20376797277,-8.73427376792354,-1.56877821335334,-1.98012825086426,0.227705431246772,-2.08501734030781,8.52935515824126,-0.931378096526756,64.8661099988167,"Canada.DaringLake.Tower1-SedgeTussock",132.395555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1573.73430163562,-361.373004806263,1619.27146707874,-1446.70885483623,6675.0254038423,6828.10003808262,1895.96605129113,1616.97546674608,529.349915767532,431.907693366524,34.5941506025478,-1.80356783866882,-0.0128004107624293,0.0785197630524636,0,2609.63598984629,37.4601423232329,9.34133830032569,6273.19671448438,5148.47860235242,-2.05170711635565,60.6132677589243,2508.79585344869,-36.4305293449993,-46.7556033096041,1875.3499126053,-45.1991359282281,1.34858008262246,-14.403310066113,-0.234544132093013,-8.17966454749423,32.2935057082691,-12.3996943792807,68.8331789990063,"Finland.Javrresduottar.EC-Spring",6.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107672557234764,1488.92818390234,-1248.28624934807,-10.8059665440717,-1366.40214190418,5290.71417732819,5235.57655450585,2143.19293118674,2198.9410315086,703.407631982008,661.32802744311,-568.082181032528,-1.34015357494354,-0.0118322518343727,0.266076725209132,0,1186.95236836525,2.59722114758426,22.6570845623146,1993.36624615341,1446.72963658892,27.7139130803467,17.6060931510623,1688.72828556137,4.32994757195824,-8.60116003821097,638.974925283621,-0.187804061683332,-4.76024362253182,0.631036081823201,-6.54675506665103,-0.0908777803926104,-2.53886028699807,0.364209586216689,61.3223266652627,"USA.YukonKuskokwimDelta.15B7",64.8833333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999977231025696,35.7353665040717,-1433.65639472491,-1605.94290190001,3465.29037177929,903.306433290459,969.443601685011,3099.66478647291,2933.30243404903,1850.11993031173,1733.45805362753,-6.27844238773826,0.0311485845595598,0.000405675935326144,-0.000563409586902708,0,999.5475505567,-15.4745472170365,41.2315744658358,6424.98483042409,5796.60188803087,-47.2450063961407,59.9654039180432,2709.27711273112,-17.5423814814522,-35.4521881695784,2152.28299249395,-28.1772134453207,-1.7143729551636,-12.7997485226744,7.55300750623471,24.8362485999689,6.48121537134423,-19.0914508428394,73.575604539086,"nonveg_1834",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.981523334980011,1198.87292851719,-1737.91183975366,-1227.59669495582,-930.864300719458,4032.27155800169,4025.31803741054,3032.7713634781,3006.59241402918,1019.94936440272,991.619954700732,12.8786908729643,-1.22534798913532,-0.0478103781739871,-0.959578884972467,0,1550.95932488602,17.1230507974749,25.9591526715812,1116.08778390468,1131.91714293919,31.4421428594219,42.3138351639581,1342.40766648491,7.4947776273529,-10.254561781032,947.058463970028,-6.83638190527401,-5.34815992246154,2.35919918965596,-3.62357386544626,4.13616720742711,-7.76667254270718,1.96401916721496,62.3868049986703,"Canada.Ivujivik.TP13",304.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
