"permafrost_index","spectral_NDMI_earlySummer","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_SWIR1_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_slope","trees_presence","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_changeESPS","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_SWIR1_changeSSES","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_red_changeSSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.974346518516541,-95.9023172439576,793.983280490987,4873.91571233365,6015.92925493507,2068.67792418331,653.98998796002,-18.0773307222506,-2.22376203536987,2.35955514907837,0,2816.34421356851,1928.15542900867,41.3041455280686,3.93298095637889,-64.4797365672458,2685.07448877572,41.7970748202035,-68.8234611722757,1892.21354970089,29.2080881528151,8.37763702780437,5391.13450411268,2922.34119708381,66.0402370812161,-81.2431041679851,-33.0345421591649,938.588632148274,-6.2301851931821,9.45031686060816,-18.7479729813165,301.982025713797,-9.84365776491787,2.98617915959936,1.7511571432882,"USA.NorthSlope.Sagwon-C19",450.556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,-3223.8574734454,-2013.87546872429,407.244024077795,1022.82961407617,865.847392278407,841.951279689361,-232.96549529474,-3.79779672622681,23.4878768920898,0,308.635753738659,1077.04979292745,-39.8162689451255,20.175001055824,-42.672861783093,1468.54528870664,-52.5188866828446,-25.9013207709418,1209.98200472112,-42.3374759141831,29.8297317939145,1022.82961407617,1508.48767635436,-40.483933568095,-60.3395070541743,30.3431744421721,948.112244326844,9.01418469583822,-32.0678441754456,-42.5660599194028,1048.63730062023,-30.4736782628848,-13.753706261163,-13.7338019113724,"nonveg_931",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998003363609314,979.108490241808,484.781494057161,880.463512182029,1636.53810554456,33.450655682911,205.959661034806,287.849069911739,-0.187780722975731,1.23961627483368,0,-83.1406537875634,1013.4363326885,39.8180000176881,10.853816616737,-2.63810089177784,1413.93471594656,32.5106486594355,-23.4105042943023,1114.70352483406,-13.7020768185378,2.2452325367753,288.411752133907,3067.58845850496,115.575693257122,-54.4342863233959,-11.9693403982975,414.252177918265,1.40581205292114,10.2669197526854,1.52048434922323,190.376462229398,1.93392776322001,-13.2678877308253,-4.25078738251633,"nonveg_1646",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963958859443665,-573.972497042565,963.096103705017,4860.98208463012,6758.46621137626,2264.03350051955,639.746237776272,-634.476082870559,-1.91568954785665,6.1073596212599,0,2397.35908713782,1699.96711604189,12.2124347047096,12.9296582534497,-84.9983558020947,1877.09264073343,5.34829111390945,-90.0536540281295,1458.94971875999,0.0243740169239747,21.617402822035,4729.98504955474,2984.16446639739,40.1964569122871,-103.200367265696,-39.6535984436486,676.53083974786,1.36047799470896,-4.14282246589133,-22.616103463373,384.804031544114,-6.32115933579752,-6.94174290754733,-6.5728811623525,"Canada.DeceptionBay.BEGL1",978.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1650.52192662364,-1308.70962176446,541.179921191609,577.512359744898,4257.43170240034,2774.91684504396,-6.16993777749078,-2.58597040176392,1.52118134498596,0,505.582875367173,353.260209018867,-5.40252369878733,-2.66722478685753,26.8605393742684,615.952520431022,-19.8694361429362,13.9378662689073,679.157916679595,-21.9083198928902,18.348510238073,588.168950396679,332.642414150798,-5.58916499859928,25.9684895405208,-3.22985694279042,417.65902842397,4.80825643759489,-6.81869075152466,18.9723042048821,251.819832748703,12.9385818419483,-9.36372010244002,-11.2462190377526,"nonveg_1261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.596815407276154,-3770.59245818141,-5125.20356783509,2011.01861872206,3297.17758868519,2431.925658127,1091.82837478343,-393.210112976797,-3.28800988197327,20.4929790496826,0,-385.901092429317,796.436908455317,4.58254134415877,4.57390010230275,-17.5294250905944,2238.94647643007,-4.14248886747455,-36.0410243580764,1976.09516450442,-4.87390292246205,-7.38548366456308,2011.01861872206,1639.05480473134,3.78058731895035,-51.5825318152931,-16.3054920834976,1093.49249784837,-6.0060912179285,11.2486443418005,-34.26768178876,992.529015227348,-27.2626363921982,4.44581945097172,4.34411363222793,"nonveg_730",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,-530.964008361662,-503.610114635086,941.708789969476,332.276544951224,2409.37165914888,1620.32618696888,-591.914060999861,-1.26573991775513,1.25127553939819,0,423.824257032321,377.236937866438,14.6428292841473,-16.2776834989063,1.18226782894025,1301.25116745471,-14.9879557262883,39.1166517417598,1249.98009994027,-12.4512297244274,-37.3420150641426,941.708789969476,663.890493473839,27.8428291600727,1.5118297628041,-51.6516388988556,370.954648144105,-15.3383637465118,19.6714422370409,-6.638355961149,331.602587038828,-7.39753500331153,-3.8459405408818,3.18256409520503,"nonveg_806",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,-3891.8626612153,-3397.51069720497,1116.07232875835,1161.88102495167,1906.62479399602,1214.08426942059,528.05635377396,-2.58271455764771,15.4877471923828,0,37.7187059959289,276.690981366732,6.07054464545333,-7.90110649418301,-34.5863726708415,1374.10095425341,-54.0856413153807,-48.1753710662352,1469.84550937143,-55.8913174564673,-2.79086819075967,1161.88102495167,418.095172592798,-16.7238069037119,-50.801411427371,-10.5427125679351,765.06829029983,-0.322002659270818,-1.87169096890029,-46.5260020023226,299.71007406789,-29.0041005842044,-24.4627437590334,-23.6951958669705,"nonveg_719",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998364893595377,-636.199268946903,-81.5625909505107,4051.98326739532,4733.38122375913,2238.99072465644,825.751192516308,-30.2408121229941,-1.65494359599219,0.349414587683148,0,2239.20448726831,1431.79278908516,31.5044217582595,-4.16186836074574,-61.4817465396446,2807.82337512019,-7.87897127244254,-132.270770892355,1962.70243239794,-18.8165199764748,-22.8630483436105,4028.20093626381,2551.07610260128,51.338054065682,-105.107712583987,-62.7264697377342,457.284114576777,-9.93855631162348,10.678871041187,-40.9514596207199,461.725745105248,-26.5613972035147,-10.9785796323794,-10.1248159225286,"USA.NorthSlope.Barrow",29.8624444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.999985814094543,-1821.45110032029,-1665.28096141182,-76.2216430629123,-523.612472296718,687.64774593843,1796.42108771416,337.688611841165,-4.05561065673828,20.6628475189209,0,-6.78253070918568,868.071167281855,31.0874934259441,-25.8787473358273,-9.04369623548203,1618.79734241972,-0.242236019311144,35.9609604811015,1425.75100945054,-4.85973819533507,-34.2685748271608,-76.2216430629123,1314.3249174518,43.568129319292,-16.0997464483245,-28.9458396187233,3201.87917297615,-10.2867842908261,31.7746532476708,-384.969436885358,3721.47818326878,-286.267552559137,-20.2136022164696,-13.3551518923088,"nonveg_1161",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
