"permafrost_index","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NIR_earlySummer","spectral_NIR_peakSummer","spectral_SWIR1_earlySummer","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changePSLS","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.693538367748261,-262.221471275992,-290.893178339082,299.395991750345,-653.458791828249,-972.633783076277,-1277.64675484604,1670.7431178601,114.392355750883,-510.05892824583,-487.154171342905,1824.10052675776,963.936927927152,2131.21322233337,1172.12104592147,1274.1115014682,1134.8543507695,-24.7184869143438,-3.6203031539917,1569.79626464844,-0.492608666419983,31.0020389556885,-4.92293310165405,0,590.289170089427,-0.806614413704267,-9.54933593874182,2.60651882391728,2.25440880378288,3374.55544384798,-42.3620922960707,-16.8406347889815,7.0990017740611,27.1163209830952,3042.44300140411,-40.7754720997957,-12.6007209072939,8.55028442708745,25.4177476474803,-453.997246563167,722.144719756811,-1.71391992561575,-10.5534478437507,-2.08225062753869,4.67180680688864,1373.84739027566,-11.2645658978422,-12.8380198964676,3.56518718886617,11.1408765642934,1300.33500166654,-6.61860768804009,20.745673981198,959.0921764119,4.02579575828548,-9.27185959515712,24.1126170090586,833.314585291713,4.54073824088314,-13.0195379826262,-8.29099275291105,22.7106220874346,1294.97691273006,-2.7777562544883,-11.1072954013365,-5.25519852382077,16.3696405465233,-11.0380747436092,18.5027625767178,-141.238963516797,60.8520072807916,"nonveg_592",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3197.57102828287,3546.20413405064,2057.16579811903,89.6269073966957,92.2473917541285,515.605546808774,-127.003264795019,4589.50209615648,5224.94739569018,5520.75706954469,2746.07892116788,2969.14714699701,2751.14543101479,2534.81367893603,2566.23816079333,866.906501738128,105.559834542971,5.24918789333767,10.8785842259725,-4.45159126280065e-05,0.491324451234605,-0.84452842341529,0,1159.79468367145,24.6764826313075,-3.59131217028073,-23.7699164903462,-0.88938040227874,921.674404062553,19.6100937034586,-1.10128195121003,-21.9938754015487,5.64638021884603,747.306207846117,13.4822564347061,-3.88618854951696,-20.7692280544186,8.19242662308208,4401.77213625553,1485.76532241287,31.612028136444,-3.20301630087069,-25.4610981169105,3.06586334180624,1625.58240343615,-1.47232538476229,-30.039651443244,-4.23999411394858,31.4484690644684,644.418706817734,11.4619444197968,0.104697141571786,666.175619216114,8.18508705831499,-5.29950453603306,6.05283183318837,500.095177344144,2.89072132297194,-8.82338140584452,-2.83603221717062,7.72392751541719,381.276409188602,-2.78877046196682,-5.12391653778322,-3.2115966419804,4.22019486195241,-8.44086008434867,8.9209872838764,-163.209211,61.2378109985898,"USA.YukonKuskokwimDelta.UB3",120.584444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967135369777679,113.968818595128,-109.849263967167,-355.516318335984,801.082182433531,-282.48561908006,401.724532430249,1376.37931493677,-86.2306152314795,350.452351985474,65.8278962846626,1033.32745739387,919.162914504796,888.771142400778,1040.80718173568,897.428200098887,962.407231644595,-541.317880997759,0.477711975574493,15.6889715194702,0.0176965203136206,1.0543657541275,-0.604837000370026,0,606.732761967654,10.5116340369121,-1.67788616085241,44.7636165124589,-101.122126994609,2057.7132918971,-22.2322688406765,-27.4492762514559,46.8630270490598,-145.582648051872,1658.86493401683,-20.54632616083,-21.8572426441803,46.9004773355895,-114.035025251718,-86.2306152314795,1108.0345033153,23.976840574941,5.24339694883249,56.9248911401622,-120.00109743179,1740.95976281525,-18.848939114608,-23.5348192438623,34.5989915409472,-117.279111206492,451.110745751798,3.06248670380593,-75.1851242919663,325.382308514589,4.42914519877697,28.6757963273578,-54.2303847524314,233.926545685792,2.84696451061707,1.77619501279104,20.5403768035148,-31.7703889059665,453.091890695607,19.3649542843249,-3.10647118103533,18.0757578914493,-35.0236769677939,-2.50697913343985,-37.2401653273312,55.6325756344329,73.5906429008394,"nonveg_1927",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,217.789990658102,675.46966112023,168.980198370012,-1287.33696107856,-1579.71132590257,-2411.32624948469,2784.94674343241,-282.238807724365,669.297149769039,1273.27777199221,1437.95872245389,1751.21894948651,1746.80903851526,2433.89581358961,2633.57877499616,1428.881177766,-201.329552656164,-3.28070092201233,109.057830810547,-0.0850434228777885,10.1982593536377,-3.69850325584412,0,1480.01373660718,-21.4710771149516,39.4347210273689,-114.419917615532,218.238984832588,4840.53582235165,-135.90689043081,-28.762273587385,-132.593821072797,247.417649934567,5196.2729929171,-156.626296327345,-19.604242958328,-148.668682132818,207.90373089553,669.297149769039,1762.37571852472,-17.1770198279999,57.6117251746878,-150.995155555792,202.709940257828,2089.82046983781,-80.3777103783773,23.4753758915638,-151.683003157868,212.609356362852,1226.4412839889,-47.1708186149578,187.934741138817,1387.80406258304,3.7328335948568,-49.9207403516365,150.915903510603,841.303794768243,2.19540439200305,25.7309601414864,-40.7968989524992,63.1687381415073,1109.31325202302,-23.5858820523482,-7.07934938454943,-12.3310506678738,71.9122693540565,-5.7210602547517,82.6372480060793,-102.645644405863,75.9973608392018,"nonveg_897",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-155.257551244978,466.263036418755,341.862353923703,-1268.63632821795,-915.890045219846,-1948.39641009151,-1271.3113279206,924.294304305153,-53.5761437334365,702.21667261825,3172.86745702191,3146.82778593218,4330.03644526904,3665.08157141392,4095.02451200091,2811.55767945786,-636.861774854056,-2.58597040176392,874.531982421875,-0.0240835752338171,1.52118134498596,1.01000094413757,0,1146.0724494008,14.1543337648178,-9.82448950669685,-56.5018716057939,104.188404490981,1262.22737498945,5.62626714702817,6.44423822438881,-98.1939648482463,114.747943180859,1032.50636487166,0.0862903129887972,10.2990959624864,-91.757377515739,93.8642149883329,702.21667261825,1245.36572890511,16.4762167702525,-6.93992599021573,-68.7084378501533,113.215066264101,1175.27318067199,9.1612222359782,-10.5410379623132,-58.7125951462705,106.843016424727,818.364920572746,1.88894325691946,74.3968109611587,782.440648079761,6.37266726586559,-39.0857218715453,71.130968007251,488.562008827888,2.76139240132895,-5.74600835834852,-22.9992549623436,44.4147280752626,383.731688262601,-30.1508313492453,-1.86929064203989,-21.4288067950948,30.7831922356182,2.31626628342107,28.5821851054797,-83.253429076859,79.3739381252726,"nonveg_1261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.999999761581421,490.658259164154,152.484483404551,633.30016002618,-4278.89526460803,-3848.96889252762,-3563.33807073398,-3347.78217517303,146.503110780784,1028.27502821794,612.189802059766,698.308692851965,988.125216185409,1990.20380147125,2438.16109990069,2284.10431930545,854.837404460921,-601.266059490401,-2.6501190662384,1751.04455566406,-0.305826425552368,28.9488277435303,-3.97139692306519,0,860.669126057564,-143.444854342927,54.2647784908478,9.39371599332232,-6.88437501144471,1014.04765679527,-169.007942799212,64.7534710170396,9.18717350906108,-8.34614988651099,931.113089434994,-155.185514905832,59.525168345705,8.30225042928097,-7.71975194036877,733.749554894933,1058.30359145851,-176.383931909752,66.5266701827117,11.5579229488382,-7.96014792764884,1266.48802518698,-211.081337531163,79.5790460079735,14.098027789988,-8.87636513315169,641.271839987397,-106.878639997899,-6.88938433618951,627.453783873856,-104.575630645643,4.27935501653443,-10.1369613208309,417.384534239042,-64.3076644732458,25.9610033477907,1.87609517131471,-7.58932424328193,346.775968689872,3.68588512327463,20.7025027077988,2.87120917689835,-3.7887125966561,19.9827592467637,-4.00942745528717,139.897350787383,62.1373776750359,"nonveg_972",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.779269814491272,2381.60495085247,2468.46605784008,1687.08471200001,-690.437965343573,-1110.25337699506,-348.820439673333,-774.809156204344,3886.04248966604,4475.67757372997,4613.64441503957,2222.39618547143,2347.05841364322,2747.80103931741,2759.63779594096,2767.22943623511,1087.58411865288,-258.024150615457,1.48061521848043,129.416180928549,-0.0359159745275974,4.47286743587918,-3.06845455699497,0,1259.29355069357,4.91805036349484,21.980068807932,-5.85581921309282,-39.2912661803811,1605.55704369629,-18.9874516448414,34.1607881637509,-11.6451412301333,-57.6440313652158,1321.91681808399,-17.67651094429,28.125889746468,-9.94422845343859,-52.8631177591242,4061.19803247094,2366.32391433176,15.0005635132999,35.6659147387227,-12.3664208348707,-67.9351087147542,2730.9383993284,-46.9295237271843,4.78168679508496,0.365415323027599,-42.308551493918,408.766099265827,-4.75978160646283,-16.6671744389638,227.393014461659,-4.60882424205514,1.13546315889248,-11.9680533927189,146.830731847629,-2.92809107413945,1.63474469430767,1.40864604273088,-6.09135883587166,639.511047259202,1.07172989331855,1.68999517530917,0.170479404596359,-8.62328190403464,1.07293870683621,-5.8370401417303,-76.1743573,57.7516062982712,"Canada.BonifaceRiver.LSA2",470.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999899983406067,1151.01239030549,1037.77705029095,617.896803871244,-2847.72403805754,-1634.70364323801,-1686.17632065282,-2091.04447782959,770.445260313009,1833.32807510735,1693.64475680285,1906.77723453705,2390.62165092237,3187.68057902313,3591.3028824637,3556.95023807439,1716.26898084477,209.73066050749,-1.02247178554535,29.875301361084,-0.00441957311704755,0.340886503458023,0.263908177614212,0,834.499045604488,-12.5576441320933,30.0526543995809,8.71041077034978,-2.75752236716238,1489.91183685227,-36.7420658857176,47.0937062620519,21.1412832251204,6.52509266434311,1213.02039481953,-31.5283150094977,39.3515719410504,16.7007685245777,3.95943672421597,1693.64475680285,1062.88281479434,-10.3641173144774,38.4666456870766,10.7448706388078,-4.94694866627289,1080.67217156876,-44.4520292416064,26.8090321941675,18.7584752402237,14.8765554450636,558.665737588992,-15.6685975591316,-1.93252910620532,403.622303440568,-10.4240651089134,2.6425111068697,-2.35151895598409,204.645934656195,-6.36824648755197,8.42928396982937,0.180239952329989,-3.31357174351758,381.203522758625,4.33440349286416,8.5131999537406,2.71066696679295,-0.287610751003862,6.93107563073248,0.218089598536958,-81.8818216956112,68.695889730374,"nonveg_540",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.693538367748261,-262.221471275992,-290.893178339082,299.395991750345,-653.458791828249,-972.633783076277,-1277.64675484604,1670.7431178601,114.392355750883,-510.05892824583,-487.154171342905,1824.10052675776,963.936927927152,2131.21322233337,1172.12104592147,1274.1115014682,1134.8543507695,-24.7184869143438,-3.6203031539917,1569.79626464844,-0.492608666419983,31.0020389556885,-4.92293310165405,0,590.289170089427,-0.806614413704267,-9.54933593874182,2.60651882391728,2.25440880378288,3374.55544384798,-42.3620922960707,-16.8406347889815,7.0990017740611,27.1163209830952,3042.44300140411,-40.7754720997957,-12.6007209072939,8.55028442708745,25.4177476474803,-453.997246563167,722.144719756811,-1.71391992561575,-10.5534478437507,-2.08225062753869,4.67180680688864,1373.84739027566,-11.2645658978422,-12.8380198964676,3.56518718886617,11.1408765642934,1300.33500166654,-6.61860768804009,20.745673981198,959.0921764119,4.02579575828548,-9.27185959515712,24.1126170090586,833.314585291713,4.54073824088314,-13.0195379826262,-8.29099275291105,22.7106220874346,1294.97691273006,-2.7777562544883,-11.1072954013365,-5.25519852382077,16.3696405465233,-11.0380747436092,18.5027625767178,-141.238963516797,60.8520072807916,"nonveg_592",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982234060764313,3413.52852892707,3895.99192874454,2319.69728178803,-314.195533993851,76.2621198824365,406.968363601031,-511.624091855696,4757.22542296332,5412.56033350412,6184.77757555852,2542.2024262055,2970.38984111644,2449.20695777232,2475.61629070928,2589.58853641926,721.108330842641,-283.898188297706,-1.84053035577138,431.094757080078,0.00458047538995742,1.9348593155543,0.543991113702456,0,2132.58620387086,-2.6840149961803,64.623824359723,-31.4863858380985,-17.711931388896,3345.06185186289,-21.8771962558406,101.365510662512,-40.041230044679,-12.2524924009636,2944.46556990129,-25.4766657203924,89.2262293909482,-34.8941613479555,-9.37625303720493,5445.38595112598,3717.54398455243,-8.85474887047484,112.65284801674,-52.0287568429525,-11.5469559289168,2448.06276319798,-76.5019613499369,67.1943803799236,-30.2045715360384,26.4399524967035,1004.94201458285,-6.72720168064554,-5.37711744312694,688.878033202708,-12.4860440345919,-9.85356001131532,4.89117154824515,410.541560516061,-10.1149640422941,12.4406533489715,-5.97361692671955,5.14183490162592,649.1992137652,-7.78520142676023,20.5200931427884,-10.0724167459284,4.50993029810286,19.2639468860379,9.25309421018196,-111.576705666667,64.8691663321502,"Canada.DaringLake.Tower1-DwarfShrub",347.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
