"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","texture_NDVI_peakSummer","trees_cover","trees_presence","spectral_EVI2b_annualRange","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDWI_changeSSES","spectral_blue_changeSSES","spectral_red_annualMedian","spectral_red_changeESPS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.790416896343231,1710.41341069897,5685.85066955727,-15.6040291883902,0,0,927.160638583988,-209.238514629099,862.724114359356,-42.3760706364191,-11.5042659714528,815.679410829598,-6.13135861823783,"Canada.BonifaceRiver.LSA6",595.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989387691020966,129.175779100618,2793.21563491831,90.5382269835084,0,0,1579.90554211055,-1034.25947842368,1893.63358104922,-0.854050388791848,6.87892570472321,1158.48612010345,7.50924976673003,"nonveg_680",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,1775.827473999,4595.1902844202,-1548.30327559857,5.33333333333333,0,2260.03045472936,-3559.85682433399,14151.2672092296,-230.503102515787,-13.9929273520853,230.650104462958,-15.3813386813739,"Sweden.Abisko.VJ-Wetland",361.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.897712314128876,1416.10289277451,4293.18692544628,-257.443166444686,0,0,735.478676987807,-1851.13002300874,869.635684784044,-21.746998169298,-0.652568618329755,1038.47972085574,-8.87596693663373,"Canada.KluaneLake.Gladstone-MixedTundra",91.292,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.841060340404511,-921.495075203729,-1456.6525528805,855.556807093095,0,0,1645.90514675428,10000,2803.34308598903,-7.01757737331101,-23.6879767627835,1106.11879365573,-0.45625016910159,"nonveg_1236",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99794465303421,2248.92025893895,6655.34384383555,-36.2748906045492,12,1,2019.577268854,411.236269599351,2097.48609898717,-37.4065007136483,-2.17912301079609,736.739548104747,2.02090081445943,"Russia.Kolyma.T1",2166.70666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999683856964111,383.117582475371,2104.33786251692,140.805261435965,0,0,1067.8140933214,-1237.77227233339,1012.88667654088,1.59137154562927,4.50267753052833,2002.95999514837,0.773929160512965,"nonveg_507",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999984502792358,300.249754663156,477.067298351432,-74.0151859895622,0,0,673.918317051148,-3181.77643165755,1390.46300706774,3.19703529543846,2.13084115254844,907.859940493384,-10.4876643109696,"nonveg_757",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999954879283905,586.46296231335,1488.40722348985,-569.99184583624,0,0,1261.7398161763,-1649.89997567584,1795.48238351868,-14.4662354347122,-9.73630581233026,2729.83438165868,0.444825207838773,"nonveg_688",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999985337257385,-227.326756946421,754.879230874136,-413.856492557162,0,0,550.270042441103,-2543.7460197337,3833.71970276588,-31.0240112793482,-27.8561546934902,1123.89420336084,-5.84883732164818,"nonveg_842",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.316349476575851,1554.3202689021,3137.50128984965,-376.114758787887,0,0,602.712805895316,-2286.37219928811,921.393508991506,-80.9368552967692,-15.7458574702665,833.594078888161,4.22163332169084,"nonveg_1069",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
