"permafrost_index","spectral_EVI2b_earlySummer","spectral_SWIR1_lateSummer","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDMI_annualRange","spectral_NDVI_changeESPS","spectral_NIR_changePSLS","spectral_SWIR2_annualRange","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_changeLSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.635048647721609,3553.27089590747,1856.33823496135,0,3552.38577552473,86.7552962820874,4678.87679912051,51.0763668859422,-15.9237091640863,1195.25886474871,-4.54008336403397,626.137537375183,-1.26425667630818,"Canada.KluaneLake.Outpost-ShrubTundra",1721.43333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,498.919405880176,3438.40211650246,0,339.451237011292,8.39758754047892,322.584394246384,2.85752015576178,-32.6221730488882,304.541599040099,30.2100756393685,2142.8854059647,32.1839144971393,"nonveg_583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991232991218567,1608.92838823362,2252.08970120832,0,2355.60064762111,41.2843984099913,2042.94640557331,54.6133026409101,-24.4432344577594,348.886006655904,6.52260381313179,987.848264858668,9.66262069327388,"USA.NorthSlope.WestDock-C14",263.634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3527.46399431297,1863.38963412518,1,1954.17307039572,41.6959541276953,4338.46271548492,26.4445626690878,-25.981794982336,481.970731090678,3.82550347403729,614.413336759268,7.4771089541967,"Sweden.Abisko.VJ-MesicHeath",518.493333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259114384651184,3145.54190231475,1399.02242290205,0,1388.14783315825,32.1651668314982,2291.76996252375,4.80717761260788,9.75651586233171,263.322007682876,6.04897465122012,675.97067000582,8.37219453837092,"Finland.Javrresduottar.A-Hummock",1722.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999994099140167,258.597131297647,0,0,676.213169731029,6.25347700394122,3107.18949268327,-7.14649839952585,-9.30552048181174,203.95449733091,-2.25490875045627,237.845925571431,-2.3114499850669,"nonveg_1695",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999821186066,447.250793827632,3245.46562601876,0,667.11033003389,22.9638026700133,319.08476415156,2.93104564298068,-10.0444899377273,570.821835306057,5.7257253029134,1987.18500666342,4.48709651832075,"nonveg_997",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100680585950613,3753.72826397139,2164.76929052939,0,2003.84703829151,21.7293684981422,1622.34475129492,34.2031619341976,-4.96594631287041,225.267978354887,-7.09123830667383,751.067440108112,-6.04755606533711,"USA.YukonKuskokwimDelta.72B3",378.905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999854564666748,-406.536337532099,2817.47054887274,0,1003.73710230652,-43.6407435785443,2377.19792368441,15.7787874993019,40.5390412162422,471.21366695011,5.2581450645631,900.190118994533,5.28276948551254,"nonveg_693",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.776138365268707,3162.92390559009,2382.58342149488,0,2071.35706982824,36.3111230249265,3471.57914970865,17.2221783699645,3.29678796549541,566.713192041955,-0.371099328141506,529.593649735871,3.07539022289579,"Canada.BonifaceRiver.AB1",1960.57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
