"permafrost_index","spectral_NDMI_endSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NIR_earlySummer","spectral_green_lateSummer","spectral_red_endSnowfree","texture_NDVI_peakSummer","topo_dem","topo_slope","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_NBR_annualRange","spectral_NBR_changePSLS","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_red_changeSSES","spectral_red_changeESPS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.105609303712845,716.661323396058,4782.84686221946,-6428.47952655594,1945.26966245417,589.796127567428,503.507743444256,-136.581974862496,531.851342773437,3.88534622192383,1325.44695802801,28.0752668953539,11.7342103082745,1992.30790555124,12.5658150049718,253.072773507128,1422.48896124133,5864.64430550939,5743.84957390964,2665.98139550846,2213.12446045232,-57.5477437109702,3.53566271974018,3.09367247305075,610.077489440476,-29.689139189581,541.458698947731,-8.10464517550022,-1.43581330791325,-23.8632386623642,7.92920779713459,-12.3636375475423,-7.6316354877978,-2.50003959415242,68.3179367989833,"Sweden.Abisko.NF-BirchShrub",808.022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999997913837433,-993.742902725158,856.840912397752,-1283.21567809401,1329.2502391439,1005.156156456,992.109376997372,-160.783590665572,1739.97973632813,25.6608963012695,414.223865860295,-2.42484184719203,18.9532587658078,3045.63027310451,-3.96761357750443,-2720.09623553856,2033.70333358039,856.840912397752,848.255662890979,840.63739909969,2958.58744526558,-8.24486856547994,-11.2547837883365,11.2113626432796,1338.87397823842,-31.6160405462433,1269.04935671756,-20.9481153518558,2.78703573204302,-31.1664380635983,-4.40803891813391,7.58444331798492,-10.7746789951292,4.81979015435468,62.0273988239651,"nonveg_594",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999996185302734,-1913.04289803923,600.249773355769,-1922.52278276674,1758.16693422823,960.324712395919,1189.08802935671,-655.494497492161,211.953094482422,27.3541851043701,1361.76578481109,-15.9734966307077,54.4706313924434,1844.98367537905,-145.944522575731,-1854.3511422034,1961.19093215277,43.856863850691,558.206732377778,2238.61317574306,2428.36885109902,-57.7740498377382,-29.1040102002283,21.0782947849832,1306.57673438635,-14.7998717190908,976.072400485516,-6.12194150256078,16.9051799644012,-13.6999213795171,-64.4016807795199,11.8438278439631,-32.3575192362147,11.609485100394,73.2872485832092,"nonveg_560",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419941455125809,1617.96468238719,67.8656380832692,113.676979649727,2756.24215498458,1533.01505412984,1737.18534376959,500.484631688106,1392.16320800781,30.6112365722656,10601.7073318106,-378.102063320896,-44.1982980303155,5736.17795113876,48.9847032356825,1617.96468238719,5736.7035281049,691.703118036441,480.704184161694,1028.14176687764,2218.79747721982,-19.2432073367439,-37.670285704885,-55.7727868093793,397.047456409548,-9.36003966578792,428.513691632098,14.4053602155915,-0.384170173621258,-10.9927362350039,22.5789383780323,18.4443169222925,-51.5847897581751,-56.2938603293909,60.3008628104615,"nonveg_1241",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974101960659027,-1497.89875987234,2960.38512657556,-5070.41857418451,2125.70180746983,808.720839925156,870.650431756686,285.978191024955,276.270703125,1.40216917991638,1525.61016586008,22.6576261024344,26.4887651967659,2395.69802128286,-12.8543025401709,-956.679471339195,1583.64960743305,4326.26649848641,4314.53906534591,2333.61398202556,1854.81455377861,-40.3290192095461,8.86041527697546,11.0687763953044,306.687059329821,-13.3661052883887,310.047635954797,-4.30421066012274,-4.9471467992118,-4.21373728315342,1.87179968765118,-6.27220398270395,-2.66453551643501,-2.81915529553921,69.4326444434772,"USA.NorthSlope.Sagwon-C16",427.372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,475.532155227606,4205.24564894881,-6059.87097714796,1728.68301640607,531.20427719413,489.570567601074,76.3863884589165,497.058387756348,2.83382284641266,2491.18711836834,48.6138258959741,17.0934259508642,5123.9877229021,84.7630430494066,336.256467709862,4257.20144925702,5966.44564553443,5711.23055335513,4000.22254318073,1491.56792481749,2.92795153824561,24.2986795621273,4.48920984776744,859.830231263366,-50.5782488978451,547.734289199742,10.8609224361702,-11.0472847778776,-32.2196640705731,15.5364909521208,-18.1104356478511,5.87213719126808,-6.87824458848332,68.8337504990064,"Norway.Javrresduottar.EC-Hummock",446.565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999950230121613,-2308.2249078003,1447.00971658403,-2911.45793628971,1010.93204045132,721.548241843752,1004.91510881541,463.687577480929,991.58251953125,12.6318216323853,675.863229926352,-13.396295353498,9.42240920019397,907.853309421047,8.32758169443258,-2697.7659906078,755.470684421036,1513.87798627286,1597.55058364528,963.861385134741,1055.72307547666,-35.7234297339416,-9.8592455323454,7.19510590662994,608.182511678553,18.8265421458454,325.317699878574,-2.98254812362405,8.73463248293582,9.02838443005385,3.01176700360051,14.3063471809735,-5.63586883989283,2.84324607271698,68.9753276827919,"nonveg_986",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,-954.827206014912,1147.68547293043,-1535.30439925548,1842.91908626901,858.957240157933,1350.48050875299,-182.186456130465,41.4716567993164,0.287813544273376,694.965332949744,-2.0556941409086,1.62383312318753,1441.29169577036,-167.009738739251,-954.827206014912,1311.42939457443,1056.39230352989,929.809527291318,834.024837525143,895.291459452488,-2.64947416906602,5.32452054352187,-9.75050678324094,1179.94821934484,110.354883952638,935.235212034353,16.0788637399901,-21.2645257777129,79.1630035242262,-33.3197148393188,37.209203921729,5.34484573345102,-8.4659578615308,78.0389354704863,"nonveg_953",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.768024921417236,-715.718268472855,3523.22536621915,-3098.12847691663,1801.72784338496,510.444214621698,523.64375354315,-463.861759430819,1360.73352050781,20.6634216308594,1225.47473745793,-23.7070321211108,-32.3671323810503,718.237168620709,-6.94624460489606,-715.718268472855,1013.7571209592,3037.46343166075,2891.65332476036,1309.85955982584,1240.2094106018,-31.2689582630426,-27.4084473943574,-28.264013619947,1036.53042783112,-5.69940464530274,631.893509797328,-6.46600153449942,-13.8886265232189,-3.39869849544102,-4.89133232181504,3.8975526423843,-22.1150771357121,-15.4590283619882,63.1486984907538,"nonveg_1132",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.789879143238068,1320.73818097736,4497.12456672748,-6339.6476744191,2295.03320835586,550.196855694679,511.488531203316,-113.992618141587,142.249069213867,6.64165777630276,2027.85018724059,41.4320539286986,9.26420075231615,2311.01701557162,-6.77439522035379,828.410282102404,2189.6204887923,6591.62476005742,6093.38947889805,3356.92233671958,2949.5912051948,-26.7319493685319,13.049064736874,-1.41501546568103,1065.81625406388,27.402465312658,670.591378729262,11.6014284078753,-16.2933819892239,18.7791974934393,2.10883969752266,5.72031938423996,-2.75856853271266,-9.68178669240284,57.749795968271,"Canada.BonifaceRiver.AB2",1024.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
