"permafrost_index","spectral_EVI2b_endSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_startSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_lateSummer","spectral_NIR_startSnowfree","spectral_SWIR1_peakSummer","spectral_blue_startSnowfree","spectral_red_peakSummer","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeLSES","spectral_SWIR1_annualMedian","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changePSLS","spectral_green_annualRange","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.905551075935364,889.289451395821,-3607.04020335457,-4147.68416008677,-4627.67257193747,-248.999694721365,1303.98585893397,2067.63150846445,-449.786211879065,-1249.11432093523,1865.10192498316,2995.42793970704,2201.55915515936,723.65635395012,2055.78845958163,275.589557615795,-3.36046838760376,0.0552541948854923,-0.239881783723831,14.2642393112183,4.39836549758911,0,1128.85513414463,19.1923131957395,14.5737881966242,-23.3361496109035,4486.51814679617,-104.177117443494,-28.5081414299858,-3.60893011551541,23.1405975197945,-3434.24710441818,4378.6728772161,-101.758803291915,-27.4352555481225,-3.99243999757875,1113.70281135247,2517.41772034351,45.8647297872916,-34.7111658877489,12.679416873067,1994.88347734979,-34.0808910483578,-16.8346070019201,-13.5380652131226,35.6646574417629,840.989549067614,15.0743707818848,2727.34203017343,2708.96748114285,672.709065666758,9.10783272927356,10.945605458845,6.76041715971504,395.368376128412,3.66399075419437,8.07225533058818,-5.73481220434608,0.398866755634799,1577.83578976641,3.31653863855717,1483.49096290539,2.88355681487265,5.26334820045472,909.140067622552,1107.88446903925,1332.13210563152,-29.1073636004219,-10.929091376988,1.45162042382337,59.7059352449525,"nonveg_903",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.912120759487152,2970.62085026875,1152.32071559198,840.730148971649,1750.01548074622,550.149959914344,6343.6577181621,6897.04831056156,4247.58413574225,-6488.18565358958,2654.3452815972,2186.29270208142,587.761489141622,576.969808704798,912.706700237938,-16.7175738311134,-2.92588505215115,0.0602114300760958,0.0726186035407914,5.67534136242336,2.03228448761834,0,1723.19664457125,29.7136851617662,15.2327335493368,-18.1250734503564,1476.75959025913,33.4088453638754,5.31342221620164,-11.3813162271148,-26.4760637713227,1079.30956289796,1001.18093379187,22.4417662731627,3.80496962594071,-7.83169653247756,5650.27774238447,2304.78670936263,42.4129541344231,-21.8022201347272,-30.3919323918953,1891.86441469983,-20.68014789124,-28.359456277762,4.4546405896562,13.6293502475012,645.977269724201,-11.4292210282904,1905.85445438568,2073.36075100847,1047.58675040232,6.23743658375387,-26.7384304007074,8.5450616023562,940.746709865296,5.84422713098508,-24.1217105093666,0.659660605251514,11.3790374142672,523.857885020569,0.390209971417489,513.677363242167,-0.185497750186802,4.08986982830698,609.391661664747,632.163385240029,559.958376486487,0.731697894607739,-14.3579070893971,3.16907325172816,64.1954829987801,"Canada.Yukon.SWEDE",188.348888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.316349476575851,845.996138545405,-1470.18679881143,-2544.23410666973,-1585.3882711804,-2026.29515126007,3815.29025595859,3041.3120827483,2501.60498029487,-3367.03646290503,1881.74912030029,2682.42740031857,597.387790078601,805.455237936504,845.375128097155,202.832965830557,-4.18960237503052,0.126259550452232,0.196392178535461,14.1233100891113,13.063530921936,0,1209.00244463415,65.0674970115327,-60.2163647953309,37.4650376738633,1212.57726254762,74.9942107744124,-84.0427465929937,58.5208321886123,-63.8198559235591,-2000.50944319392,1074.0473078583,50.5553047680586,-75.5213407697135,43.947478714866,3015.50769320859,1745.36072971077,104.345149136227,42.998787400572,-91.8610910374087,1128.0050307804,26.8669958581709,-94.0004192317,51.7143910854774,-30.2004251328777,885.391798666227,-37.688228424219,3032.91993089016,2901.66798702424,868.500667926647,23.5213637941832,-52.0262797949837,-31.2988337346544,625.311511431637,8.73146826374932,-37.3743777423132,9.91438131174256,-18.6988337965918,353.096441457611,14.7699689016203,278.958283846842,14.5404792705291,-14.6820149393075,845.375128097155,923.271452604429,271.15209054123,19.6811206283032,-21.3676847559989,15.0640050300684,68.6800193624707,"nonveg_1069",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982395112514496,2359.47277574421,344.308668158147,-264.3321821898,-131.912122924843,34.5559026165048,5607.7258078392,6409.13705625877,4004.12392345748,-6583.66803034677,2089.32325654122,2226.00644325162,774.195673125461,456.027217705678,831.535817676432,61.1261359363927,-0.366856376330058,0.00310253833110134,-0.0264930029710134,1.54147354761759,-0.336402982473373,0,1021.20849683879,24.6306587773547,8.05181483564982,-0.561208264645434,795.318180130294,7.06290307414688,-2.35934454911529,18.0626819616508,-33.1382575054289,111.530714659683,567.194202504906,1.32223403751248,-13.6850189486121,23.6330917710377,5387.74260426192,1972.15163697242,50.4903009672798,-1.58890313080504,-42.7980390982208,3359.46599254277,-57.3856394524094,-49.3909740474401,33.9891706375926,14.4195284693635,320.716086614184,-13.363170275591,2243.20572673206,2206.48434928529,554.49669564136,-2.87588015130833,-14.5420128422126,-2.3918575234074,415.68029401564,-3.32774881403248,-9.76625252439478,10.571561332318,0.0974322772748716,643.854106321242,8.60965396364854,459.207915339004,6.49499447271159,0.660561816994862,713.551986775205,660.232113247513,562.087341183021,-5.62405797099614,-12.1169232525669,9.96477982249061,64.8719443321503,"Canada.DaringLake.Tower3-DwarfShrub-2",339.026666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,2381.38101046335,-1461.13637672305,396.71444913969,1060.18964730752,-2666.01128695778,6310.457201524,5830.87398928431,3223.2340338761,-5477.447535616,1236.31880497503,1655.09724758029,346.271850082605,388.526663815606,525.399477455003,-75.4865568485596,-1.69523403048515,0.0549666751176119,-0.0132969976402819,3.24545425176621,0.140472379513085,0,2587.43608185981,46.9300318191745,10.425910844683,46.3512503607305,6846.09655381779,111.275543769698,22.038199804009,159.876159978447,-160.934552865865,-337.51299544271,5753.57311785366,88.6586082712211,13.1306652726796,155.19910619851,5330.31173181978,4208.21881313248,79.5911401547568,61.2463789066129,-117.919898730574,1351.67487841787,7.10007812549486,-35.4157453526433,84.4796799011166,-46.9171385974946,1511.66503788121,-42.7629711001466,2047.68886126691,2190.38652038422,1728.39738477315,35.4400238328227,-13.7994654871452,-72.662101894495,897.247159083541,17.5158781419543,-10.3574582159639,42.4084487292383,-42.9137101842153,512.159138354666,21.7256297038915,500.032621663754,19.3822916095286,-17.5565376927738,599.862364930925,602.69291706231,507.325034413048,8.68005023374382,-4.79896820055267,24.2455860969678,68.8325204990063,"Finland.Javrresduottar.EC-Betula",592.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,3067.70365271162,1986.40272733636,1978.89123043568,2879.96192559822,1036.05270642013,6953.3864589577,7683.98938267275,4876.78744626156,-6933.05739102539,2007.19775707252,1659.75683878016,534.986985824173,521.977467404108,771.399537169827,185.650213178099,3.04801885286967,5.99630475335291e-05,0.00766672069827716,0.458621144294739,-0.0485969632863998,1,1640.8085167038,23.4453220444136,28.5626104164681,-13.809418537438,2264.23333043076,20.9707325891443,43.0825318676293,14.7187250251966,-53.0921786419707,1745.78598733403,1816.52788223779,11.5990419673227,35.6290161480767,19.8018165320208,6192.71218987962,1903.9014332368,26.644148965486,-4.54905738490788,-56.2321281703801,2739.02740112697,-57.1042189106401,-30.2748942155354,38.1105480779712,32.7901752014588,579.562098101437,-22.1962079858991,1593.14810754689,1651.73311489954,822.354565888505,-20.1739775740235,-6.15503940918052,-0.147195717024782,657.863207341372,-15.2065102429335,-5.82691843157599,10.1314511569524,3.10045578739169,309.758677438393,6.86242712051487,249.458413861308,5.92074075248527,0.27905588823181,500.937367732487,543.282413682058,417.929905554044,-9.65994326024022,-3.70223951520615,8.29210906239766,68.8333506656731,"Norway.Javrresduottar.A-Salix",443.066666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3020.87514416534,-927.059505325937,759.129306480458,144.580867266107,-631.945575696208,4951.09405610276,5112.9750959162,4285.07201556149,-5896.98630596482,2302.0438555838,2256.68172489558,641.312946958747,623.542803252476,915.756890163505,1001.95696125383,-2.01354932785034,0.00773909711278977,-0.0128396124579012,1.0823431968689,2.00345220565796,0,1792.02192612842,-28.836376774346,51.200626460812,-43.0525444466337,2389.95678257368,-24.8185989511873,68.284479502105,-41.7991004610664,31.7477857698269,30.9745490941115,2164.94912735196,-26.8149142268416,58.7571138980664,-34.6747125531504,4938.29116100792,2373.00528490862,-29.7537122077744,-53.1396921066892,35.9199247551091,1984.83506427194,-56.7095732649125,33.4182486250493,-45.9363324094165,52.1048372133436,909.408609629324,16.9461193343339,2294.61202731842,2329.69377915992,530.810803986219,-15.1660229710348,9.18061110431015,8.20286954236127,421.276689995579,-12.0364768570166,5.62741943818901,-10.8873631267363,8.18487569424205,537.459189709267,-15.2299588592675,473.791733390122,-13.8966817739537,12.0761067890242,837.458306790322,751.325980403382,533.402860586523,-15.2400817310435,11.8958160972252,-14.7052506085793,70.0398127990593,"Finland.Kevo.10",194.804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.227910594859,-792.167183523648,-1116.54816330476,-147.666010894439,-466.001557797301,1244.87577020981,295.392443087836,192.657169544358,-622.023713085123,1369.49715014324,1231.77223832542,989.632158254828,1115.13621976806,1335.02995950606,817.326458756163,-2.94889640808105,-0.023419601842761,0.0226182546466589,2.04955005645752,2.48614621162415,0,717.024798563427,8.97029172663674,-10.1219851267927,71.7024798563427,1262.21559718088,-0.0245347769940556,-9.25365506562286,126.221559718088,-136.285835868652,-746.850438118474,1064.20326417779,-8.58330594016704,-10.7615920909891,106.420326417779,600.788220830572,1052.21860066545,16.1026854311661,94.9483327121972,-86.4910294252906,948.936240693807,-9.79310982532086,-5.15115857465713,80.8337057519839,-105.43736007709,577.998433799843,-56.2029687462392,1499.17632838784,1552.49053850405,587.499064718761,6.73090014245148,-13.4148280891171,-40.2210015647104,346.914671598917,2.11749856591202,-7.90256568013418,34.6914671598917,-25.5697498500397,270.553138556799,17.5798478656072,285.85158494043,25.6339557363038,-21.8918474813086,1312.95204709829,1261.2746354934,265.235844134866,-0.580997694941259,-5.07220070077502,26.5235844134866,78.6783018301717,"nonveg_729",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105277881026268,2381.01827406624,1218.80898124047,1755.57301265596,1965.21259389592,53.3935513820077,6139.76419773755,6651.17001396358,3923.50743171631,-6009.53492181035,1753.06166735847,1455.39347803349,534.828368610514,411.663402477478,695.396863196282,408.313033121241,-0.336329641441504,-0.0412609373064091,0.0579114792247613,4.44291019439697,-1.07427384455999,1,1267.9186983255,29.3857651953088,9.92649127501869,-13.7547879416084,2122.76703286232,43.5070145037972,5.08198604076033,2.03674541647386,24.765017888084,942.965799291371,1495.67560066449,31.4455277557146,0.521831290931452,3.93641011917146,6144.62690678916,1593.24673353692,45.3003471112789,-12.8362348395619,-9.73028320857555,3386.88016867408,-49.4350388245859,-54.69572503901,18.1988391252677,60.7127045062276,233.924223641696,-3.79375908327163,1695.28009177326,1788.35433133978,841.626175418432,-5.88605555956347,-18.3647722838815,12.8185986576491,724.466293753726,-7.07884592456882,-14.4356065121318,-1.02705758415117,11.4022594258886,519.99252509468,1.02040951085442,413.742299614735,1.0361792974638,10.2608493893973,551.27708405211,470.977632804691,576.027139775286,-4.930862004989,-12.6739259277466,2.47869369232355,68.3176223323166,"Sweden.Abisko.NF-Wetland",83.8833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,546.815958834955,-2688.09130115089,-2270.19062328254,-1893.82587700592,-1949.80893982929,1188.10567019632,136.946197745327,932.824652565389,-1053.08266836971,2919.42298351717,3894.88491680997,1767.72895367406,2116.70934562948,2448.70856676261,269.488862148143,-2.99060273170471,-0.0360301733016968,0.00872219447046518,2.23169207572937,3.019038438797,0,875.972167769422,-20.793036684521,-7.70819583006548,125.138881109917,1118.30772038132,-29.0773050923935,-11.2499168455662,159.75824576876,-56.7817339676418,-2360.36048480175,1106.0598057342,-32.0992331009392,-12.9914325662176,158.008543676314,683.846750695098,1051.159472451,-24.9514748026887,150.165638921571,-55.0984527616316,1042.4466607634,-27.4366233280017,-10.6739679651528,148.920951537628,-52.7027742307648,664.637348262349,-28.5110804030728,4297.48384580971,4252.12155832433,641.465834503929,-17.2504775648031,-7.19494708495173,-34.123843643456,410.452550873328,-11.8481639823871,-5.74769913660098,50.7266353898967,-19.4822463097813,329.833641575721,35.1202943564426,360.649604841905,31.1890498242595,-7.57380570233928,2287.13999975781,2288.6461248031,331.999221133138,-9.72421322985561,-4.51426320193578,35.5588148228817,77.490218131762,"nonveg_876",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
