"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR1_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_northness","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NDMI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_blue_changePSLS","spectral_red_annualMedian","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999925822019577,1826.76501103497,426.832954349601,284.735521246315,-225.755908734378,4577.02923815771,4749.04336230647,4977.45695205139,2276.44410636859,811.926111178791,215.077789264271,-0.854077792829936,-0.0199971411687632,1329.26660347403,8.16225139434081,36.4187104346047,-47.42280695397,1865.09437333552,-10.410497186055,78.7519415554533,1177.47730479017,-23.3552392205507,-97.7705842230719,98.1231087325145,18.8891268658292,612.402465146254,-3.74524773520325,38.3042443690584,332.145496770567,-24.6125015884918,740.052144212194,-3.97738461611117,9.66202030899963,-19.8179424794552,22.8747309822597,"Russia.Tiksi.ShrubTundra",72.855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967148005962372,600.410337014128,-1651.97893765121,-1775.84917013631,-803.201423232942,-299.202427660909,274.4984318422,864.984006575182,2175.83421187526,3130.21361396063,49.4541729375973,-4.67877817153931,-0.2020473331213,971.53960808619,-80.9616340071825,80.1376982620077,-11.9977010731196,1554.35252883309,-76.7026610652683,6.47085109117406,1078.84955917186,-83.1195963478963,-15.6285171473612,9.76755593473159,79.9387459644388,1570.63789934637,-29.3868413457705,-20.7487875443452,1268.52913621312,-14.3047105282019,2542.5271181592,-2.60304915806967,48.9738746501193,-25.4730123043958,-15.2493289022789,"nonveg_1309",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974125057458878,820.864349297554,-1838.60042599708,-2019.57332251824,-1293.66832595676,1869.18160494623,2477.10827616396,2744.63466751437,2798.1568943992,1097.19103414222,377.541181141749,-0.833696551620961,-0.0450790990144014,1684.2418501216,24.6090405385065,24.2152706232109,-22.5965362511098,1121.83740655531,12.8205269501415,-7.61771632962984,1474.14077022514,-17.0108230912588,-32.7754878602809,31.0836231153147,14.5168512655827,986.601014892006,10.5871972945566,5.63546386565838,833.970202215618,-15.0385618872982,1429.07442174549,1.91521001047495,5.72270228080433,-18.3293145078692,8.85351679457183,"Canada.Ivujivik.TP12",329.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,1258.59776644406,-466.607642423176,-872.201810190876,579.519954694817,3946.59632063217,3705.3967740057,4287.59352665839,2341.92535807731,945.70635105856,634.202398612107,-1.89312613010407,0.0132766747847199,1038.55599663079,12.9686507463562,26.9786951992375,-36.0264205680611,2165.5915845093,-60.8902258816654,67.9695700836265,1829.09758593917,-55.9060102753485,-24.4759568153354,127.971682723776,16.6934293124809,1172.60560631758,0.753718629486391,76.9588710956002,721.248635987514,-8.77977462328142,974.993660655718,-6.74706275062481,3.95081609085788,-10.8334046836529,29.0659038921743,"Canada.BanksIsland.GreenCabin-C11",39.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.994365394115448,465.400353416792,-2868.63862969197,-3392.4672967327,-2146.40472655106,1704.31482344404,1285.06998694638,1509.02740211069,2293.73091754454,926.187566265896,385.109241325777,-2.27359247207642,0.166413396596909,502.130424086746,18.2548913924688,-13.6902985632117,-9.85545037541451,1235.49409740215,-15.8541793495481,-4.52595921602839,859.767829487305,0.171617558300242,-7.78802834074352,20.6611454746386,-13.0790403747374,600.256618974441,19.6972335289483,-8.87410509756239,485.381321216536,-2.0370831668765,934.519227842532,-6.6116914664381,-7.73993556870434,-3.32742678990171,3.57763852923841,"nonveg_874",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99996942281723,113.22851566582,-1414.92628593201,-1229.26236566927,-1210.7181980229,1183.99526172312,989.35140193422,539.562052050405,2548.13841403996,2264.39370408937,5.98395900031806,-2.70795130729675,-0.325648635625839,507.622914554674,18.8008486872102,-15.4051611098879,35.9278430320666,767.654154556198,10.5801455348779,-23.6690848198196,787.033955901247,11.016536143589,46.0620042079684,-18.9540279172381,-25.6391309600248,334.431491014982,8.27773119272335,6.15865922760886,192.815763299505,4.26637652766817,2264.39370408937,-4.02276745989661,-23.8776087973555,-2.90200599648101,-12.2692156769258,"nonveg_907",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,681.221987555738,-1542.90440374278,-1680.03982016596,-1258.72344198492,1978.57233258728,2178.05264185097,2091.49521328974,2984.22538717258,1380.47859735847,148.699322955624,-0.384170234700044,-0.0219746269906561,633.901741699576,12.6207491260008,-0.671431247394594,-49.3926724056031,1257.74857299582,-13.5522408303209,102.407397988487,1608.98470465132,-30.0627670977472,-48.3105095337764,132.550800946204,-5.59788281844399,483.078857099914,8.78831788711914,57.8403557846669,312.006146409958,-12.6696663930495,1680.72192111123,-6.73225668580086,-7.01705726355036,-15.4764820798591,28.1777523650433,"Canada.PrincePatrickIsland.MouldBay-C00",39.204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2829.32782944579,3322.84096649796,4218.42744009112,258.753315584283,8156.69132934098,8726.80851695538,8078.09436613764,1575.39644399332,211.26233597605,267.97967681634,-2.16452610492707,0.196749690175057,2163.16882803146,54.803621950156,12.795403925827,-17.8442793656437,3640.46669744135,92.1423098709289,-73.5903531647182,2369.39708853366,-19.5446095169264,-2.24178592423203,8.34662348669161,6.31713900748218,553.839708857816,-1.2359470548645,-3.47136908146253,480.154111960573,-2.38986388001378,414.349553259607,1.73499138125671,-11.1595753857461,-0.877349990347724,-2.18039349887502,"Finland.Kevo.9",1459.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.177414432168007,2439.85755258328,839.182283403322,1455.6266939957,425.535921592443,6356.26173316863,6519.84858452757,7215.92950899628,1950.62617932769,571.494854979481,-193.993942604692,-1.06486405928929,0.0863502422968547,2175.88569552925,55.8012521231657,10.1346780443873,-45.3920174368608,1531.00629986552,29.7586885264855,-5.56679607982269,2623.37495994179,-25.9688165681824,-33.5389640284488,38.1641014076674,4.39719484479265,557.625218259147,10.2862956751517,4.6733163435633,442.316625458987,-8.25173807017552,608.401031713687,-0.599544015544376,-7.56906972785438,-6.51208049943057,8.76272147654863,"Sweden.Abisko.NT-MesicHeath",560.298333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849501649538676,2016.45901440866,689.868105981914,1125.51508013231,140.771521518119,4043.62122052008,4682.83340645511,4724.01163966329,2475.35602110139,975.850128365644,598.37688888438,-0.607504179080328,0.00146384723484518,1473.38567253233,23.7742230011278,23.0120237342928,-37.5740767193965,2451.48185579051,33.8581801719054,15.6839397506341,2098.54706548358,-10.6797038010292,-57.2647052894471,80.6542317980941,8.66479860387558,1105.45469548658,9.24497605282885,49.6009975589243,671.163871253641,-10.3672193318199,1381.1691667379,-2.58509190766011,-3.87352623271882,-8.21662249981793,18.7958730728012,"Russia.Tazovsky.Unburned28",125.221666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
