"permafrost_index","spectral_NDVI_lateSummer","trees_presence","spectral_EVI2b_annualRange","spectral_NDMI_annualRange","spectral_NDVI_annualMedian","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR1_annualMedian","spectral_SWIR2_changeSSES","spectral_red_annualMean","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.232790768146515,6076.9968001281,0,828.65412712362,1389.63099706208,4825.38682385772,2858.50100315092,-41.3414499415468,0.553728093790617,-16.5484349963243,1856.96840793217,-10.4362280372493,471.09220593468,"Finland.Javrresduottar.EC-Betula",720.6125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999683976173401,1903.84128764205,0,1645.50577176572,1284.61831693072,1903.84128764205,3128.08661881744,-29.7260790695505,15.4259828777346,46.3205356744503,1387.41053911589,9.97197611349467,638.461085138849,"nonveg_671",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977506577968597,5145.22235985259,0,2084.42469377253,2381.07273421985,4874.5825341275,1425.47675200398,-5.49781710058573,15.3487995512829,0.915671445867107,2097.16916845585,0.732567969861611,780.693389990355,"USA.NorthSlope.14",143.533333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,208.154320443521,0,558.819068737202,2183.0879621922,350.441317934361,2067.92041693581,-45.5693224802299,-13.6845263023978,340.107030220909,1981.54153310962,1.29859874832198,1297.2807530055,"nonveg_761",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,5885.7321097295,0,1949.27583543854,3431.6370390213,5421.01062137249,2711.74554760411,8.98193577823603,20.2565855962565,15.3876290836112,1931.25419168519,-12.7277617095875,573.98147225883,"Finland.Javrresduottar.EC-Salix",855.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1251.62747082138,0,624.34705750424,748.119130025201,797.02425210992,446.430131363888,-2.84807058249803,5.10183437602204,-37.8784850824209,4181.49116775011,0.816037577488377,2800.27764740501,"nonveg_1261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.999990463256836,1463.37864327119,0,825.072765629205,1993.20288473848,1095.08279865143,1306.63769476426,14.7402089356687,8.81970839070359,-3.44724670874452,2841.68762032291,3.53135665597249,1188.26827895912,"nonveg_958",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157767906785011,7995.24231722492,1,3472.39000980293,5027.75185315594,7010.85605695184,625.263486068446,7.68011839957214,23.8778106499784,-29.7949336452318,1892.74350245042,-4.00185279400606,576.189669918778,"Finland.Kilpisjarvi.15",2504.798,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.579191188017527,5189.64831426928,0,2323.05405667102,3341.43706977313,4299.17717745305,3178.53166791085,-35.4906479160353,11.0027430063798,-25.1899146824253,3347.36811938149,-7.09180701124316,1073.1512468434,"Canada.KluaneLake.Quill-MixedTundra",123.141666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968232691287994,5724.75508438102,0,1994.33737694573,1777.9109957746,4999.12250454295,1103.74377932275,6.35002232728102,29.5190666982342,-24.1059849055753,2346.89255818611,-7.02679651077966,753.143301020627,"USA.NorthSlope.HappyValley-C20",73.072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968811368942261,5731.8542690522,0,1699.33738625179,1733.6539362576,5792.72865429954,1015.04836288145,-18.1490481711973,7.58149260825652,-4.56109006514362,2394.22302483143,3.14037749101092,799.458393978716,"USA.NorthSlope.HappyValley-C18",310.108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982371807098389,6198.78195559978,0,2215.23212078824,2355.28268205512,4846.34324923911,3406.40896471929,-14.2276528585191,24.5422413681828,-38.8780230841331,1993.43176808793,-12.1999758636879,532.808142702754,"Canada.DaringLake.MediumBirch",1352.43044444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99973452091217,839.104627683446,0,605.350962636567,1440.75761291539,1098.47495142596,1402.34716192236,6.7426185604757,1.59597791259367,9.63266316820474,4471.05101966053,9.93122801121084,2406.72518788587,"nonveg_861",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999995589256287,1229.26233218494,0,1006.38956246322,1386.40395744298,905.160427141601,1008.67993691176,2.70056987585661,3.05029558642899,22.8912958264473,4528.10820472921,-6.70308846824381,2199.75776230374,"nonveg_568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929984927177429,5237.34447449445,0,1435.15278381354,1695.78841331528,5347.59063818669,2072.89587485977,-31.935983767742,-7.28944789682182,-18.1251224724654,2547.37919315892,0.351239328858167,745.96577183333,"Canada.CoutureLake.TDO4",314.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
