"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NIR_endSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_green_annualRange","spectral_green_changeSSES","spectral_green_changePSLS","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.682739615440369,2791.23860525791,2554.63192744051,9.14129634382116,5312.51411213028,5682.17441650136,2519.20885036714,2613.47913708571,2568.90679703252,2703.92780549381,860.979471247221,-33.4196716570516,0.197384451826413,-0.00181084824725986,-0.0258089701334635,1.48435473442077,-0.280774523814519,0,3303.09755548837,1516.01079552713,14.5218476554642,24.0045399381244,-16.4138139353612,-40.3426530817682,2024.91388406716,7.69440953862382,32.1813273263892,-8.27657208564163,-67.0267781422398,1629.55185718571,1.34030413605527,23.5219463948828,-7.99924776916823,-52.6507931550864,5120.49994913617,1634.68645010052,15.6184136157657,29.1652189024654,-18.2319696911302,-42.9872310418938,1125.95820843642,-25.567714887662,-7.5487030075267,8.94505133431651,-1.79192059710325,2855.61195182852,950.312592946791,1.01044800856004,-7.66934732779742,-27.8114652749651,333.084588479157,-5.93760132082198,2.78500260085595,0.0179211646163647,-8.38378452890139,295.468267483642,0.337797809080839,0.0148944937452248,144.727103796438,-3.40897676085651,1.4258569669481,0.509776884577338,173.017126160583,-2.87887726421672,-0.134430292833258,214.779559292797,-4.9319947067799,0.731734439846277,-2.69844864205402,-150.618643333333,66.4500799988968,"USA.BrooksRange.6",99.4333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966529071331024,1103.16557761215,425.226684877349,-2559.70691388093,2197.39002693275,1946.41922792233,1460.60419245562,2479.8430869146,2250.99544474783,2890.20396393934,1085.93900000826,181.228554720514,0.889509916305542,-0.00174444180447608,-0.0151702342554927,1.09585821628571,-0.708629786968231,0,947.161089383398,1134.62348315588,16.7468074435205,18.1432013625219,-62.3865481934975,27.7818056191924,1602.70477475655,20.3973918321861,28.7875223068666,-101.282953251457,53.6029727277202,1368.94532073913,16.3037006571041,25.6735424155092,-86.7971092551391,49.1382478805098,2197.39002693275,1877.4604382862,29.9059259648534,27.893054770027,-83.6744004586651,30.3891352417555,916.150740137252,-2.70090180540006,16.6468570976907,-65.4393385812323,55.8279604165932,1382.97525791679,809.031491421608,11.7185185161061,-49.7083442480504,22.6337903403549,744.047751331116,14.2577563029021,8.72119847388628,-45.6577513708221,15.2565094777844,494.801414367809,6.02882531745873,-30.4485747564168,396.337262991309,4.90115718952089,7.25758281595879,-26.340627016235,358.054439435349,4.52133961298093,-24.6325890696271,351.414931301281,4.53227935531408,-24.9762763046654,12.9530557551476,-73.3260584130186,60.6146742793624,"nonveg_575",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990816354751587,131.176624687755,-181.860918387721,2725.78454147562,-121.622822891891,-108.453695131461,952.066712546552,1340.13508832744,979.526012016469,1183.90413790712,767.347289583153,-207.197095543698,-4.96362209320068,-0.38668555021286,0.349360018968582,32.0399475097656,22.2669868469238,0,17.0360021177599,355.453455904771,5.00318125391449,4.73889002064457,-11.0302303946596,8.35792323346196,2771.55104543088,-59.2608378468971,-17.2475914308808,21.9185958749835,82.1788082653151,3806.35748197934,-61.4289340874888,-23.6696032666759,38.5363384150427,153.708352604676,-121.622822891891,891.257819733722,17.2397012000144,7.31428585224874,-13.5504973038302,-1.6329570141542,1844.6607844093,-13.5353391050714,-2.95064186140889,15.350053464765,77.6504884289379,952.066712546552,351.060135525037,-1.65630419416591,-6.96102261579766,10.2822653598701,603.757559816034,13.5883041310415,-1.12573890058857,-10.7567434679289,18.0304538155483,568.266829857047,-0.789028079023671,-5.33533875153115,628.293982860984,-10.596432056368,-4.40754451919011,-4.40754113798426,597.361700931403,-8.50058718547922,-5.1960450091242,572.817787993069,-5.2791659528119,-7.59864738615777,-0.216894007628218,-141.598052586439,61.6588768728065,"nonveg_1145",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995860636234283,217.015861372465,-413.956000626683,4140.63408412322,-791.171393154062,68.4757646584719,1539.81218743482,665.388021838771,368.806892883026,330.942662908566,571.26848258794,-630.77589840446,-4.8102126121521,-0.304121911525726,0.375511169433594,30.2174415588379,17.7352561950684,0,15.9827884254319,630.971861999148,7.77149583725184,2.27921493577312,-1.0470445939842,4.98686090730094,5025.40851249984,-34.4865855660329,-55.6695597510076,86.2155586208353,182.817287227621,4250.06572980961,-28.7686426147726,-47.6391140356628,70.8880751689207,149.78467803526,-791.171393154062,1803.45549719553,10.7891836310507,21.608042812281,-19.4668466486224,-49.2952726285605,4793.27856162532,-1.38666121946682,21.0613682870475,180.779464189976,18.9374516911099,996.602448381985,917.071297539195,1.75467970504244,22.2949442036846,27.1453843090986,502.475938558567,3.16709448379263,-0.109993160361297,2.10356833191448,15.6095331029339,485.387086123616,-0.00827516655430165,2.83642181612026,924.647708342383,-12.149500419375,-2.85836824391736,28.6672357624871,802.940583816765,-7.10556030752864,25.1114879933501,877.419834218912,-5.05276327664992,24.50811879899,22.9617734651101,-143.721305288321,62.1472146822005,"nonveg_1344",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,1038.16903590035,568.62737484936,-1738.87172267802,1952.40807492167,2266.31694329475,2050.35536851471,2832.36907345896,3025.31789111524,2961.72059567287,1353.56503218476,132.866922436207,-0.479817479352156,0.0159447198112806,-0.0266503539557258,2.03471785386403,-2.14378530979157,0,1130.42788188913,1359.10645418182,19.0173472879192,12.4169693643141,77.9625252270174,-137.761417235222,1681.68980452999,-8.62967237301168,5.66332499268886,141.730080470424,-186.854422725554,1849.4911433559,-1.07953571383017,2.86809414808039,138.149966435156,-205.499015928433,1947.62254313496,2167.24540894303,35.9139864864827,21.9283039732506,101.868053049489,-193.095680928135,1381.36429771668,-30.6299802636238,-14.5344159563546,113.668235369533,-137.488294628566,2019.67374514562,735.856874196554,2.66118917171391,51.8091565947007,-81.7618749107282,953.312176285882,10.7432216728063,4.07868629074507,57.7889203001814,-105.923575142876,564.701313798723,1.47653242175064,28.56003127688,420.241799711606,-8.49103224428265,-5.13963587677663,25.8442421768139,317.705218123274,-5.09158153878741,22.119791595092,347.933533013787,-4.52583742433012,24.4880367322735,-38.6592814459764,-119.294014816,76.2256592566657,"Canada.PrincePatrickIsland.MouldBay-C00",19.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,287.328019755534,768.279288335869,-2279.66767977832,2373.98834188679,371.589366731443,3019.32977616726,4411.03320073286,4244.53997201961,4515.18635420534,2623.0784803004,1353.59293009054,-2.62353825569153,-0.0236498117446899,-0.103278592228889,6.09246301651001,1.79460465908051,0,571.71360107622,1636.78636519421,40.0091137568956,-68.1994318830921,2.21334268894225,44.9117533521128,2480.75441353408,27.960256221003,-103.364767230587,39.3374318896644,87.7253647109067,2040.08218788756,19.444972978672,-85.0034244953151,30.4816022383746,69.8204086853698,702.005641609065,2133.64999318277,53.5420083475477,-88.9020830492822,26.2502036054845,66.0832549755244,2124.39695386526,31.8195717957309,-88.5165397443858,24.6082408019918,63.873840684898,3019.32977616726,1179.16352796275,20.3529355420719,-22.0410475555078,46.2875839524539,994.575897928667,19.3435973972231,-30.1637298226227,-54.1292764371445,33.2986457426488,794.91426629134,-22.7725367368116,-49.6746769215722,499.876759349705,-1.46485810112846,-19.4243759593229,0.0734981556398452,544.675285004508,1.32817099249923,-5.25126164990152,588.717629418907,3.25413916297699,-14.3145025865773,32.7338697211685,-99.3053530751183,75.3300898889131,"nonveg_674",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995380103588104,758.527069565769,1420.8112566096,-2263.23821241855,358.94603173677,1428.92798448146,2711.44238750105,4219.44045918106,4656.2371743724,4750.07080251894,2270.76168714607,-400.952018007768,-0.0731005296111107,0.0122803905978799,0.0108256125822663,0.938573718070984,-0.0681708306074143,0,825.897078845906,1310.32134743895,-42.2684305625467,21.8433595844401,12.2612403965582,-15.0918151913896,1716.39152799869,-55.367468645119,24.7260531871571,25.1539938665751,-4.33292934155336,1513.49310939638,-48.8223583676253,21.7219992343889,18.5533704490411,-9.26674923193301,1170.38932781014,1443.65742926745,-46.5695944924982,25.3576030022929,14.363258703962,-17.2469437293782,1703.10766431133,-54.9389569132687,21.7950238392415,20.1866006137383,-9.01732333817425,2889.98764632223,915.249061530744,-29.5241632751853,5.00071572957545,-14.9198967751965,852.979247166897,-20.933176268557,10.2056112655076,-5.21297934147404,-24.2664841772967,675.857183079476,4.23119572046399,-9.30341463234605,411.380282835021,-13.2703317043555,2.98120948082925,2.63852560281545,355.642981319428,-11.4723542361106,1.12003352527443,358.099837544139,-10.9492534552824,0.22111634423719,-7.05310637289133,-84.0791643648355,63.635744785103,"nonveg_902",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998986721039,324.433340910049,296.280011938108,-3713.59212594502,1526.00175208366,1024.00059531263,935.032203496822,1986.7995021078,2112.32339165953,1947.90181287482,669.918558905228,55.7026378323025,-3.268235206604,-0.26887845993042,-0.429636150598526,30.4646530151367,2.53532361984253,0,282.869937968217,678.882879755845,10.0487545992858,-20.5722084774499,10.2975136677309,3.98859079964268,1737.4026132656,-18.7984304708472,-33.8501335675042,21.2202204003027,-2.47266437862646,1741.67249344856,-18.9424209615293,-33.8355333853968,18.479093120973,-1.82364954540881,1024.00059531263,921.264687471237,27.9171117415526,-22.8631935587099,9.71093194870735,0.401201126435404,2205.21368599362,-14.1715139812243,-52.6531431700976,27.43257893693,22.7919869844928,935.032203496822,594.371243190846,3.53152127380821,7.8710961587322,1.322285370088,497.940121276013,6.54317687792226,-15.0890945841216,6.3239068763351,-4.64903294636034,416.552567503311,-11.0860933416532,2.57489702570399,795.066026227531,-6.8629061679351,-17.2300037177477,8.51363923831176,674.299851345798,-4.57383118272824,6.95098463198639,602.663589354981,-3.48625889679762,5.34593004052451,-0.380863619895249,145.711331175915,65.1152335070933,"nonveg_794",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292.866125178161,-473.525993899544,-3054.88856207381,-452.551094404267,210.327959436378,1631.21855298406,2926.793246548,2707.21028214777,2554.40285898663,997.194106135433,95.1270504182965,0.596665740013123,0.0297692660242319,-0.00220725894905627,1.92415571212769,1.6559157371521,0,-171.005186524022,766.392119077705,0.400769043368373,10.1963468842427,29.4766993335926,42.1610465074687,1728.34805733887,-62.3621032595212,10.2345086803925,87.6454453884962,122.70960322994,1465.16695916589,-56.8103051389743,7.04037907513681,76.1601914284888,108.005163184007,-62.8306757250524,1231.67365400699,7.03025299940692,15.5888167471686,39.0226621659187,56.1483250258811,1196.23447883609,-47.8493791534438,2.20942245472945,57.2223717547736,82.8839624362958,1284.39817231765,750.447126247712,-17.7578225645106,35.1052460268923,49.5457686666292,532.214512312537,-2.77794947326567,6.39296499004671,21.8296318801628,31.3689949143185,318.872473848896,3.90869165988079,12.7742513380413,898.006292227261,-35.9202516890904,0.712006586535986,35.9018536991344,645.411596324651,-25.816463852986,28.6200684776687,559.259057643794,-22.3703623057518,25.9053887923528,36.634562855101,-78.208094427341,71.6684478395244,"nonveg_582",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100689567625523,2832.20513996838,2400.05966592548,234.47187845945,4280.027720537,4895.56277885592,2652.84011283847,2562.51616017977,2554.53808090481,2673.58578528178,959.045652600035,-327.473526796085,-1.71133824189504,-0.00471814597646398,-0.0074980962478245,0.849832236766815,1.29657771190007,0,2864.26851217999,1146.42704912642,16.2651007885217,9.01081551397702,-8.6440950080675,-17.0951940016122,1126.90417640487,11.578065131287,13.1715488151513,-6.98441894216241,-14.6207591213958,730.46815509251,7.43743783666416,8.60398809657875,-4.72309095621354,-11.038441751249,4648.7544783622,1548.87351378458,20.6648953680295,13.4555048309402,-8.05402607066295,-20.0797698152265,941.584425592313,-5.14524452639301,-15.4358352587962,5.49943993243817,7.70750992989301,2786.02054523594,439.180120714605,6.83667247092299,-6.24498956523478,-9.11449699613902,321.757493194264,4.1567858392937,-2.10343717802921,-2.81028747503386,-5.04521840358523,155.736267340497,-2.87225958016384,-0.583752836325565,101.465333008006,0.0407754789932445,-1.76884347113551,0.107362226198506,96.9122275923816,0.235342218587304,-0.205995991678187,152.70386519036,0.186579447760707,-0.138726203555848,0.798485344930817,-162.629530666667,61.2589703319247,"USA.YukonKuskokwimDelta.6",117.023333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
