"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR1_earlySummer","spectral_SWIR1_peakSummer","spectral_blue_startSnowfree","spectral_red_earlySummer","spectral_red_peakSummer","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_tpi","trees_cover","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_annualRange","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.00999999977648258,4554.60314576172,2739.46539732525,1979.1655724397,3392.13510847158,2718.39167861681,7183.73655105486,7971.12072331973,7607.77672564505,2097.61769244094,1769.02690251613,1459.21654735129,472.203490941408,437.433700589044,255.579045197504,589.763000563395,-367.021743529854,-1.57936053276062,103.112490844727,-0.132498785853386,-1.29828219413757,50.2,1,2597.51605893081,38.5328754687807,-1.4555099310386,81.2411311075878,2.17809017212815,4023.43045615512,48.979692084695,1.4279597565714,39.3923089417057,3774.6128339142,47.298766547942,3.4607633221423,93.3123066869265,6903.81554647008,7299.28818751408,3199.68529391962,38.24554871731,-4.417230829248,21.810327368189,2640.90596248413,-39.8701911575013,-37.8035136214438,106.623137264643,51.9229689081224,1163.80785187383,-4.23488918401907,1757.05762108206,689.278760586787,-3.88160983808046,-13.613838389839,452.630587888922,-9.576324078046,5.16816367831967,649.335400108084,-8.06884374264997,29.7370293136305,10.2084077111762,579.065187958921,-6.6146074174177,27.0594338880819,8.59495563233006,448.597397362713,589.700329221096,-4.0102478583576,-8.88512253352784,27.0287996220001,9.2493844275938,27.5792264,70.0586101990602,"Finland.Kevo.11",1506.164,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.644614100456238,-525.439450077876,-570.275759305263,2662.64701139196,3430.06397673458,3902.61196322469,501.967027522776,247.402228697489,2248.33845688006,0,0,444.632354348429,37.3032046750135,118.596435621824,366.529845535127,17.2720626063468,-245.796062570248,1.39288377761841,124.428565979004,9.97915922198445e-05,-0.0796061605215073,0,0,1271.46367367697,12.8565218058431,27.2784843029947,-49.4907186978282,-22.6638321521471,3619.11428869046,66.3252981934223,48.844688896699,-62.8741291194701,2529.38750015803,41.5942757524289,38.748904744773,-45.3143004008847,501.967027522776,681.22254043424,3001.62411511214,40.4920221211245,54.5741071674151,-53.781671682675,844.319285258842,-15.2703769353319,0.275709117787185,-22.3388407078085,20.7516951564168,732.039713287581,19.3862498484703,0,444.632354348429,0,13.8947610733884,260.878647633993,8.15245773856229,0,351.26148004085,7.76591793291743,-14.7622286820492,-5.90021132035371,309.795129031488,6.84659418283246,-12.9719680179271,-5.25127486627808,127.170312355155,350.253655603571,3.26852816178957,7.74791905979073,-14.6678127914238,-5.9353434205509,60.3341489650677,67.5157675409255,"nonveg_1889",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966529071331024,769.090472936481,-124.608867497037,-3442.5948028385,-3058.75739955723,-2149.29754455769,1747.38852660623,1965.12756391965,3058.58163217815,571.939110025045,2380.0289181264,2860.91019050786,301.468578974997,737.286319443489,1067.19752268516,507.066972413716,67.5607299056732,0.889509916305542,403.414367675781,-0.00174444180447608,-0.708629786968231,0,0,1639.1549728996,23.1818830404233,27.1919610789713,-115.627623943225,58.2220735159378,2686.11611044397,31.3458018519998,44.182762044865,105.392967892182,2328.62108580718,25.9165917616831,39.1908260085093,-166.330077557656,1747.38852660623,1640.77766588083,2537.62693203303,38.3260570769095,39.7331244112705,70.2194438243104,1868.16101668473,5.51812566586145,28.2041424116562,-133.440072620338,94.7069750153224,1287.03172658281,20.3287547147363,2263.82889619515,1121.17077325369,18.4186998387366,14.5721597691353,752.486868341043,9.98893520620173,23.9937282042507,704.914462380442,11.3383492472888,-50.3510330271744,28.828423612873,652.725991183369,10.20330527469,-46.6232850845264,25.7760242757184,702.619656820586,658.016148360592,7.1943545946804,9.99730918914155,-47.001153454328,25.5456480607617,-73.3260584130186,60.6146742793624,"nonveg_575",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.182473480701447,3383.64754523508,2422.73863409573,888.879027400579,1029.17754181297,1935.33024173487,5986.40468760205,5705.70958584538,7382.33076274037,2303.23185405577,2181.40570561017,2349.2738349558,685.62583377106,699.210135006621,665.771332924671,841.757271230216,59.9745896710535,-1.00529587268829,701.566660563151,-0.0490854562570651,0.53335599352916,8.33333333333333,1,2790.9054158364,51.4177747214239,32.1799661773356,-57.0975641595507,-6.120141898828,3058.76738095372,58.4365231655827,33.2459446026319,8.92463992165115,2438.03150009193,44.6279334141666,28.3914616889538,-53.6059706443016,6500.97476893814,6493.38849142228,3253.98494744203,63.7397322719255,33.8404053667202,-8.39073471647524,1532.16366678819,-0.640153523678678,-21.6454380523049,-38.7546853364215,51.4096129839573,1218.09062542619,14.7693058498433,1989.0510888366,387.815568552893,7.49718698624888,-2.31119285209249,377.137875748266,-4.22771711824113,11.0465700694223,299.318898366032,-2.19387077545812,-11.2363646000228,8.26232613333398,211.454466217411,-0.590073387771266,-9.56959855165941,7.83293832430549,523.458630511967,280.270146300429,4.54609690627989,-3.84036910740569,-7.48487983243175,12.6393545454013,18.845013,68.3003753323159,"Sweden.Abisko.NT-MesicHeath",482.311666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3284.89786135658,2783.89236273844,770.330880282022,1203.92572917265,1451.28988973656,5515.8452835972,5475.81865844205,6409.27343649694,2638.51584149715,2463.84428473355,2305.54046636885,528.03612536793,849.486245587489,679.278691256021,906.381548111597,233.198283237319,-1.40521848201752,19.5453433990479,-0.0126598076894879,0.140529528260231,0,0,1182.49885584011,-1.59691688928432,26.2777523520023,-11.608374831525,-22.6760862427995,1448.13903459891,-5.62226435324483,32.1808674355313,-19.621637846566,1246.46463538257,-10.3076752585285,27.441464480041,0.399956337266217,5488.40473837098,5733.89817727117,1533.23295026124,-1.05390503858912,34.0718433391387,-25.5761872929121,1203.05219582539,-20.4310551669372,-6.75746152178116,7.17228030790506,18.8180271351634,537.253643371243,11.9389698526943,2367.46454695101,355.243311936559,-8.0737116349218,1.87760129677481,308.75671720482,-0.245919191142305,3.24507241347795,239.57576067587,1.51479407135625,1.11477590021567,2.14374133704108,204.518177848066,1.68115826771773,0.777911968340159,1.14909884626668,843.772159851423,298.629200032197,-6.41283934978231,-0.365872636483904,1.81591578412456,3.60652536783004,-163.20647,61.2497399985907,"USA.YukonKuskokwimDelta.72B4",362.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,3776.71036305401,1755.85831715929,2632.85149061307,3184.32416777269,3157.18383329226,6396.22367876938,6469.01670363256,7241.32453661188,1628.13676366021,1581.27278962985,1286.05308537469,331.50676138265,624.424210128787,397.851044420302,609.436400427127,120.719291097473,3.29598371187846,518.229024251302,0.0019998866385625,-0.206310580174128,0,0,3132.6572146056,62.8863263925537,32.0705503626414,9.23079322540669,-60.5044726424425,3757.89480135564,77.31812193318,2.85599006452983,-44.9577724522079,3263.02344407532,67.8660858252241,-5.20146647277711,77.9777476836609,6186.71312777475,5898.92370666812,3825.27496179421,87.6203879440805,15.0607523872496,-60.6245536900662,2419.00479343478,-12.3476325301832,-63.6321307812221,81.2423610906978,36.5903375028724,1750.51317424039,13.0397043005063,1427.08538143682,755.883273646001,18.4541856455842,-19.6442154560657,477.962609772677,-14.0813770486147,0.866345385181697,307.789045098253,-9.00702147813707,17.59514612898,0.510091817976017,272.729378372325,-7.55809947314375,15.8161022356565,0.226802374480251,494.660097762567,406.65812389576,2.63176597900618,-10.8157605249544,19.058142764796,4.86292334671929,23.838006,68.833195665673,"Norway.Javrresduottar.A-Salix",516.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.764934718608856,2471.1119069405,1879.96684241329,-566.930455165608,-325.571783691323,-25.8358785918253,5063.81807395391,4540.86948237775,5787.37271725909,1999.74606813381,2510.60142167381,2429.97804615298,624.816051654872,764.880652602492,681.987302127559,842.422797129923,-99.5599947070431,3.79389224052429,62.6307418823242,-0.00193949053063989,0.347963869571686,0,0,1063.86088275672,18.3885148282989,8.7165087500624,-8.5859144764259,13.5461348005288,1250.38218859643,-3.93286287940156,13.5234086567047,41.7835284943841,1061.09222738584,-7.29965380111112,8.44534279581793,7.28331626273652,4868.71521243581,4684.16172779918,1870.18005520128,37.4387780951178,7.3981436754008,26.8507719309747,2185.52371055016,-33.4226544837962,-26.5488688954998,9.25371585691363,76.2387570857147,394.199081331883,3.21728218982926,2377.34470905003,284.402028149515,7.90005633748654,-5.17457423404793,215.728778350804,-4.83384678737781,10.7791945562646,229.176508517454,-3.70155517896945,0.813883005362467,12.8055771224097,197.786666931456,-3.13379436912478,0.35138962289075,12.0102770603252,757.263161400223,251.842531743817,-1.79466442440711,-4.57625590439641,1.15903466401562,14.581123569973,68.0380066666667,67.6949966656218,"Russia.Yamal.Laborovaya-2",97.644,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419941455125809,-407.300328400996,10000,4186.80002505446,785.693799754864,789.437480893497,750.786776740122,-51.7499208924543,355.943471768945,3430.90041710825,1294.70833913958,1291.96583943387,5730.01829280394,3164.55983347294,1819.14805107849,4334.58089061017,850.473891548095,-2.66053056716919,1392.16320800781,0.331250786781311,-9.97649002075195,0,0,10407.300328401,-375.850273723913,-28.6031717026791,4.66214138367015,-22.1754000269934,5038.18109124004,-54.1841133777386,-133.016752054799,-3.3355244880108,5132.10034714591,-62.7629471317518,-130.667790160037,-11.8331517636539,355.943471768945,267.43782681877,1054.33011295349,42.1732045181394,-15.1862809604299,-42.5001375722037,1502.25131481844,-4.82972498195882,-53.1349303949794,16.7729542682423,1.69760367272678,2311.49095710866,-44.0019284115673,1093.4535510403,692.674715399015,25.2579117820664,-0.105480757911647,630.145910693251,4.96943125213345,-24.3218843930451,4422.5663283254,-60.3513301576123,5.91852242013148,6.53807882719176,3044.03464606785,-51.6296439349598,-13.9781649730381,-0.438257035839767,2471.52784380732,2854.36700720361,-46.8008422854894,-51.746607015171,-18.5722493292881,-5.26151180412633,-138.603677396678,60.3008628104615,"nonveg_1241",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982200491428376,2100.58059469834,2046.58904704156,86.7083187386025,-459.14305049647,1206.79362376054,5280.71544728047,4421.63340686603,6845.33171142492,2041.31650605961,2350.54695010064,2606.44018298025,653.214141572483,810.778511514411,826.193828391945,804.318799702271,272.096121943774,0.229941825568676,424.548541259766,9.22130071558058e-05,-0.298297891020775,0,0,2004.18734304688,-2.82766258272464,62.630854470215,-49.2382489617756,-33.0979187036132,2967.39504920265,-23.7630980401144,92.7310952875828,-33.9518740911179,2369.8474672472,-24.0225069471812,74.057733351475,-57.8339630708265,4231.10236684561,4820.73692025849,3014.85071149204,6.53932875410571,87.6747559800205,-39.8909710977842,1951.31113694802,-60.9784730296256,24.9839454275025,-28.6677640681727,5.82541070998661,982.66460376169,30.7082688675528,2162.23719823376,624.798887362832,-7.96231449141944,19.5249652300885,415.14885140808,12.9734016065025,-2.40692877367205,270.335822739735,4.79527953054796,-6.3220836861772,0.301506105439482,202.414700334977,5.50298188782236,-6.80734899058989,-1.62659685670081,694.744094382765,223.13603700903,-6.97300115653218,5.69446791195133,-6.69287411673971,1.27946616840418,-111.5641,64.8686599988168,"Canada.DaringLake.LowBirch",274.042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.779269814491272,2141.43989583251,1693.38511993344,-830.810823528461,-532.099337809039,-553.279896864384,3947.36585419091,4062.2482588427,4492.32362462644,2150.50926962235,2655.47209754272,2545.8989167078,1013.81132625018,1022.35267259228,907.430849079636,1164.51600507485,230.358217646331,1.29920441243384,129.416180928549,-0.035424556169245,-2.56855005025863,1.66666666666667,0,336.439016997328,6.39894694164793,1.57402896390965,-6.96411991490618,0.985365813971157,384.450631122601,-0.714026956493973,-1.95097013444651,16.7152448314174,256.751005149993,-0.904505164914164,-0.855795608925783,-7.91141639303435,4269.96387925915,4170.66608927581,898.410254946798,16.3726367170098,4.90138401935785,1.25972323891366,2404.87118484083,-29.7183575285068,-26.9000039219429,8.48361446884424,47.2514676600376,299.476774776653,-4.14518748613775,2632.38958596815,628.858043905375,-3.43407296312638,-9.95728408722002,574.964411142776,-8.28737220150925,13.8182068345805,661.694103887902,-8.97188084710922,0.782080674859957,16.6321921457927,537.575606443693,-7.53167367416629,-0.381217300034855,13.0193312961878,1019.32863679817,528.299128946528,-4.9580855657735,-7.44324500428003,0.127546601689707,12.8021811109955,-76.1743573,57.7516062982712,"Canada.BonifaceRiver.LSA4",756.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
