"permafrost_index","spectral_NDMI_earlySummer","spectral_NDVI_earlySummer","spectral_SWIR1_endSnowfree","texture_NDVI_peakSummer","spectral_EVI2b_annualRange","spectral_NDMI_changeLSES","spectral_NDWI_annualRange","spectral_SWIR1_annualRange","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_blue_annualRange","spectral_blue_changePSLS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.178088971972466,90.9216029777368,5396.66327192374,2235.95963815942,130.977591420086,2072.68743349432,-29.908468231347,1270.83209371888,262.504938773938,-5.99830285379261,11.6332656605716,196.959001975709,10.3662632618794,"Sweden.Abisko.NT-SparseVeg",41.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.972447454929352,1006.58778590498,5761.05067157959,2177.60193478651,106.974504138659,2262.78792211833,-79.6862442712634,3253.36662347808,682.423403687764,-20.6794970814474,20.4204492124324,638.879316639148,13.4988000878138,"USA.InteriorAlaska.DEW",172.933555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991178512573,-3775.14420871033,1622.3948751221,2925.22926682305,134.558293150074,1077.12777083529,83.9330823555822,1203.35927501379,629.97041202876,-8.93331855844499,-5.02223198828624,356.292244146713,0.33511060330139,"nonveg_684",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,-3748.51619655456,1230.43839057825,2389.53672646452,933.404921197122,1266.65041785957,-32.4559393039427,1343.47198922929,921.867121346949,-24.6788925840859,131.695303049564,499.107229710244,46.1898277213199,"nonveg_719",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999826639890671,1473.80495974054,5128.00707164453,2365.32332799192,346.593004572578,1571.63850263005,-64.6020641848551,799.67753422386,307.890864089069,-2.88724155555586,-2.40717493509641,97.1308961137601,-0.903082715489284,"Russia.Kytalyk.T3",207.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100710459053516,1400.33927072902,5939.31965593779,2232.73839050687,27.9165416808881,1484.66607519836,-29.5396991392535,2526.00288082612,494.721036680244,-4.17190292706654,-4.35500979173882,604.361340732598,-0.631751875223396,"USA.YukonKuskokwimDelta.72B3",134.1575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999838352203369,-1483.22382032911,2532.53453991943,1913.44740947059,1957.86830413353,1187.37708458809,-7.5644020182643,1154.96096531961,405.274135389529,-1.15882688728982,-3.09546596442799,329.925567267275,-1.01802098059512,"nonveg_666",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982234060764313,64.2341278890137,5221.26767635045,2525.83575802246,129.435152960572,1792.89898554854,-8.45502851927829,1249.38451914512,293.060603060546,8.83701065577601,-12.2108584608561,257.520876982606,-10.7300365409419,"Canada.DaringLake.Tower1-DwarfShrub",347.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.992705643177032,740.645076771818,5624.26626985956,2271.82188250086,-10.4108016700647,2521.7948715459,-117.22691701905,1112.26093480167,780.032806176907,-6.49091806473022,1.08197165214834,239.858129164271,3.20487457026314,"USA.InteriorAlaska.CALF",143.120666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999977231025696,-1188.29413918729,126.249515515763,2437.67327732212,-316.87332046118,1620.34136018838,-11.9612431173332,2304.47834207869,2651.55866559925,76.706297023529,-30.8092545812529,595.601149372088,-13.8142012125401,"nonveg_1834",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
