"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR2_peakSummer","spectral_blue_peakSummer","spectral_red_lateSummer","topo_cti","topo_dem","topo_eastness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualRange","spectral_NBR_changeLSES","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualRange","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NIR_annualRange","spectral_SWIR1_annualRange","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_red_changePSLS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999998986721039,-386.880155906381,-3615.04235606618,1165.23601510296,1152.13624613731,585.196265958193,1116.48876157701,1882.23182342921,582.519702546452,657.166747395499,-3.268235206604,1379.72534179688,-0.26887845993042,0,791.961196570158,23.2344632497208,677.716444536931,16.3829240039537,-2.8297660791462,-15.8685434668482,1554.16508094857,1300.33180899052,9.45068580551556,432.524240354845,508.726953508686,-7.62235645806855,4.87967186112493,366.655503645969,-4.26118835644113,377.564233735738,0.590696557800019,-3.20194175499331,10.8666136243586,-5.07881259986403,65.1152335070933,"nonveg_794",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.710888504981995,2028.28186958886,348.885215857794,6280.10065471779,5570.75833559421,7087.77253154746,7860.46334592651,944.707887833731,313.215645439852,394.252088434136,-1.56564490000407,305.029022216797,0.000472939599098429,1,3074.27694773644,40.7736719881746,3520.27878526181,-71.4517394881737,20.9921840148639,43.1437655674484,4673.85438702304,2819.22404743881,-42.2189116418177,1405.33504032311,692.481533728126,-12.7430031433693,-9.62488805542106,405.19108274003,-3.30736389903913,303.505685403726,-2.7111858956291,-2.42797092005371,-1.1780140243784,-2.20352456703483,56.351673998102,"Canada.ClearwaterLake.AB2",1109.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989183664321899,1133.07060756833,-4672.57779843639,779.866688755628,299.327026673823,1714.27283871058,946.948252926876,2836.75890701832,632.661524553136,870.043633756277,-2.68859386444092,404.0712890625,0.242570012807846,0,1075.07850252878,-8.94984442062896,1902.52372196095,-100.132827471629,-23.8774826474379,-4.26817211373831,1414.94581203676,1151.81776735843,-19.4162071988147,689.363070879179,1021.67301418833,17.0152075399181,-53.7722639046492,595.347683699176,-2.01768965079377,288.324127407581,-3.96488249970079,7.00930067376706,-9.63926127711503,8.45495756798202,66.2574409276675,"nonveg_700",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0724496077746155,1197.53341850378,837.249073118745,3855.45879153218,5301.40467344967,7086.37031356051,6296.39270323285,967.362493885807,226.439582827345,673.316346340682,-1.87792714436849,614.65727742513,0.0456936292660733,0,3323.12120259028,76.7293152197859,747.128758161269,-22.7295245679577,-37.4419103986602,-14.240742759349,6395.52133070068,6672.00696301765,-147.848650355077,503.081072861998,504.719509252089,8.78173284426495,-0.597911874654431,455.721899861507,-13.8097545412578,2989.23286260751,-62.912791151951,27.150411858534,4.79901337804239,25.8033464263831,68.4114843323209,"Sweden.Abisko.KJ-MesicHeath",747.491666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998033046722,698.336264717443,-2358.37922570963,152.271646382387,764.997334443301,1333.47135836194,906.816632007176,1722.84427299944,829.748024997812,1165.90921057142,-2.03243017196655,96.1729354858399,0.0818539261817932,0,877.419558776864,-35.0967823510746,1777.43755078527,-33.7202650082887,-64.0278409552299,6.92622091838353,1181.19971197955,2212.35631745039,-88.4942526980156,882.128113915071,818.123340866876,15.0763378514721,-40.6495607838464,642.461141265689,-2.8346021700266,893.010790851606,-28.9983961332515,10.1987409642246,-14.2553560795575,6.71633588764582,74.2479289785015,"nonveg_941",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,335.433923302687,-3276.79236744996,1543.59592724241,1165.20384907236,1371.21159235714,1784.84292920979,3083.69625757043,1162.39784982032,1260.19303493358,-2.76925373077393,415.817810058594,-0.0352011658251286,0,587.072081021276,20.7701386597449,2618.72800639393,-11.1249699750298,-79.4296446548968,-13.7326445932718,1207.47798390615,1690.91451949913,-31.907772255425,713.172144435231,560.651146988894,-61.7493040885852,-16.0507522960996,425.63134563943,0.585116938743909,1157.06388522467,-30.2844112494544,-27.6809057408266,-4.57062264002091,-26.1562587840243,76.5317555761096,"nonveg_954",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.913195550441742,-288.12919417701,-4236.41106159288,246.879333247867,683.675792744684,803.269827865755,1234.71923878823,2370.18373583234,547.602914471911,676.330493520679,-1.60847091674805,1216.16259765625,-0.0613148063421249,0,754.630339074766,1.77065608476748,1782.69769264039,20.0009289386495,-44.7564196342162,-4.17247143158843,1470.03760561806,892.317926861412,-23.1109507835921,363.028562047603,448.780454269441,-9.32628700766386,1.70233891914725,272.048215870734,3.8778801642045,566.092990878572,-13.5452921391202,-2.87061292322414,7.75572050449205,-3.57689270287106,66.4382794764546,"nonveg_1340",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999701976776,133.580620964871,-1913.19325302069,869.379605159243,1293.62363533014,1073.11276135944,975.245550441078,2965.06385120519,1243.59954176233,1759.47741696926,3.56789493560791,157.112442016602,0.141554981470108,0,705.337539599117,16.9124703932626,780.419703294312,57.8165375855125,-12.311596455086,-16.6383019551282,1239.18022452639,604.278182213539,1.699231246056,234.007929053824,537.982400884165,5.16461941907221,23.4838319107939,345.527646280091,-1.93875223838343,553.15143887965,-9.48735612212893,8.89987108587607,27.8655867367663,2.4618158574859,75.536228297399,"nonveg_936",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.768024921417236,1326.89196392315,-139.988538437663,3077.41355479483,2790.94804904242,2770.71604789223,3023.7126565348,1230.88492063477,502.625966729466,664.062326319191,-2.60571980476379,1360.73352050781,0.25287663936615,0,346.938862137131,12.6360670089222,1013.89342802284,15.93272847139,6.88028867524005,-11.4668423688623,306.697506902605,1775.58702733392,5.85569577044666,326.254131832952,408.435726413795,-8.3331570609225,-2.62156780959219,261.62572255687,-5.50033452239625,177.715434550601,-7.60832998364862,0.563250339800628,5.65590256632947,-1.85366918698759,63.1486984907538,"nonveg_1132",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0400628608961901,2278.94311760414,377.48096900901,4586.09876436017,4510.79638892306,5270.60601435546,5435.55506768607,1268.78693268767,547.264369516401,901.28950540024,-0.620159750183421,14.9599199295044,-0.00301491430339714,0,847.317828535521,11.524360578263,625.815347286179,-21.5798395615924,-3.02858835035724,-6.39280003296012,1066.97143018871,2030.66973627405,-12.4519420419309,546.310683628702,579.188140496457,2.19574383024695,-8.46542796257994,377.84980240907,-6.77838201903543,357.331955012751,-1.3662592918696,5.4787898478419,-2.74027379172566,5.48784442707048,61.2622433319249,"USA.YukonKuskokwimDelta.U",291.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
