"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_annualMean","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.401205226778984,2400.21029692875,2499.35048908996,3040.38163308275,2921.43139005791,1378.44605581946,3386.69490362339,-20.3608608756331,420.805592168697,4433.05613482046,5539.6133219034,5352.8236733013,2578.20632563404,2778.48635076911,846.803596978244,932.568194951139,706.068708474086,345.803199962305,-2.81711161136627,0.0354281198233366,4.73044526576996,0,2037.78698625274,15.5365584358304,22.6452814546774,18.876074384844,-50.2126533981911,3715.17197941047,-59.6818287483098,42.8585935378837,-112.62999842854,-1296.46287273528,2724.74977414379,-47.9341181527917,31.43730360318,-80.993621716746,3301.32646017184,3390.42952057851,3745.33476205261,37.0609202827305,34.2626485275607,4490.04909532516,-98.4694340485502,-8.43649679252492,63.1105709951599,-33.6096500826303,814.092458621769,-12.7894814463876,10.750376378736,455.442259764219,-4.18306802772742,1.56388035191611,10.7199149519943,322.602355949673,-6.94464314156481,-0.417140347748722,9.68922890612175,1306.37420579142,-30.69323383109,-0.410913925848653,-8.93138529612681,-22.6874176317969,-0.222567822695041,-9.47108262039594,917.967157404983,1125.80222672078,-23.3396109182607,-2.11440085415258,12.0096280864869,-164.825335,65.1640874988324,"USA.Kougaork.LowShrub",205.7725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.984104573726654,3095.12711159964,2455.38712775069,3631.69815745378,4026.54643075557,2030.62993700856,4559.17215410089,273.845223852869,1210.62468718842,5286.20089209302,5847.81888143497,6473.45169455718,2203.85640404589,2205.2384945745,779.578361409002,701.915918604407,608.335975103206,-8.62352170523922,-0.828763937618997,0.00100945115441896,1.1915598432223,0,2677.02682503355,39.8944611610234,17.2728040976775,55.7405575627499,-107.203312991166,3597.32678008434,49.4257553246354,25.9352442315457,-113.529943269415,305.20606007635,2719.30959595643,33.5690831025901,22.819408973045,-89.4488531391207,5160.06056539157,5163.47258720072,3321.96328153647,58.0902856515577,24.1730897877378,2072.61142005967,-27.4974564064351,-44.9200910579135,94.9737820367478,-1.47645470396358,1338.9100283065,12.9163219867074,-0.259148288895427,751.483528686569,-5.00833743079365,-14.2607399664912,39.5517646677142,581.26150145758,-6.00174277613477,-13.6834273357505,30.5927106030305,470.102444320368,-2.16881055266014,-7.58525432894232,-10.5942130312915,-1.27861561441691,-5.83935306598188,-10.8017212309208,881.139811624022,805.034848367021,-7.26280924641364,-11.2302338207931,28.1276862729036,-155.863767,69.7324829990459,"USA.NorthSlope.Oumalik2",61.9095555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.990371882915497,237.020870592761,113.954552870835,241.898995877622,307.873414018386,220.321436882394,-3055.97924164536,-3863.04733089633,-3882.87930946678,893.155653188444,976.560143888653,1097.25395748445,2099.39875269599,2278.84376943663,987.077118587274,794.984848170795,745.759379230365,315.602608168817,-2.90983581542969,0.0253587532788515,5.28651666641235,0,193.91886114755,0.439458781851763,1.86454061646382,-9.42491687725201,-15.9930553758483,2714.37368364012,-68.302354360245,-3.12853205133698,5.76131175021516,-3863.04733089633,2579.56953990257,-63.2907794925601,-4.59262945224429,2.47899732130628,893.155653188444,828.614507994337,733.547775818881,13.9328808295492,5.37100800778975,1902.42003665711,-40.1767085785469,-5.73481516890781,-8.50166429307969,-12.2838105252844,816.330482639448,-16.715854934549,-4.76652618754174,275.782831059866,1.14797868422474,-1.15098046651668,-7.51436522737004,267.607263357842,3.80541695332845,-1.91957800381529,-5.77050886985418,998.726984509124,-20.4238617934473,-5.8584272725823,5.63196681267988,-20.0583763863648,-5.70387321091948,4.35328235405356,831.749727685671,1020.13609770896,-19.8429551653531,-6.35046682518181,7.03220984863286,-73.6182957898967,61.7651119698199,"nonveg_779",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,568.754846246337,1015.48419439739,585.035424688208,919.573589167643,54.6134888157071,-2085.08123735738,-2496.46298424792,-3118.47503132452,755.38579885259,799.967047280062,1278.76600606445,5286.06480773609,5056.47218812096,2393.02225227943,2171.73341473829,2354.09995306252,345.367572404744,-2.15032410621643,-0.0229134205728769,3.4450888633728,0,960.870705581688,23.3700617013923,15.2529888226654,-55.7563607465724,71.7414616181977,687.257582775087,-6.06249987137714,3.92344239971693,114.542930462515,-2753.03464839402,622.012047076593,-4.52888386137864,3.64712076592668,103.668674512766,799.967047280062,855.914122021035,1424.42349856892,33.8578031446825,22.7556611831246,842.943869284563,11.1401457118789,12.1114609992558,-95.7748134853561,140.49064488076,304.105785521969,6.77831912306998,3.96688077333234,817.656519300795,25.5777872846478,11.084573871241,-44.9556835206414,638.137308083834,19.9442524136456,8.66798934711438,-31.6930090466251,385.731489954963,-8.39923385773816,-1.54756964985439,50.1575975830755,-4.27980521871254,-1.43527950018292,42.509505009456,2393.02225227943,2353.59450388266,-2.84265857240009,-1.69227387899608,-30.3944230540387,-94.9951380464323,76.6211299839956,"nonveg_825",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99155604839325,2895.76759380086,2802.36744966794,3010.81043097117,3230.0837184474,1881.43243278788,4554.05634101819,1707.05408433424,1305.5748875963,4840.81276882201,5220.55669665641,5558.19107858877,1677.27335300504,1956.64886733471,931.067496713295,760.538563537366,865.770877625743,5.80085552006203,4.15592575073242,-0.00105383248301223,0.132657673954964,0,1623.38971901073,50.9671426023551,21.8309818156049,-39.8431072328812,-30.541357838044,1770.04205989933,27.9240005384237,50.2484368719132,16.3507512346089,1252.41264170381,1297.71276587474,13.0543830670465,43.8773226168184,26.8531490780713,4838.15741619854,4711.16647802444,3007.72283318721,90.6721264214929,44.0406979093204,1003.09682101504,-7.55914427024821,-9.73526577244965,-68.0982815892487,3.53178185279406,678.853546484297,21.9412155248431,8.5281219538152,948.604593855943,40.7295469224659,0.56369697020858,-65.7453401720823,652.947662059528,24.8452638182906,3.16405986073609,-48.4050999338322,390.533103228939,10.2875807182559,3.26812587105673,-8.36124309382488,11.8961304977548,4.42286638488282,-8.40570346715347,733.790624441737,798.98620588113,9.0071570651914,2.72380482256293,-32.5717415440507,70.07803,73.3286999992026,"Russia.Yamal.OstrovBelyy-1",313.34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999994456768036,-188.980918421068,220.964099243172,158.242401589096,140.161710296468,10000,156.557718950119,-125.13912839862,-308.086210993334,-183.524254566566,165.725097169259,142.488366403788,2549.15536739254,2346.99379172934,1586.64634410512,1704.13090488539,1615.5688360623,-458.127742158074,-3.45084881782532,-0.0588624775409699,9.70232677459717,0,10188.9809184211,-424.540871600878,13.714276196564,9.04034564631395,31.360848827038,1585.20422810445,-65.5211076340345,-0.529068536984487,111.506644588084,-308.086210993334,1662.30219941375,-64.6753364279517,-4.58725521428769,91.473541297357,142.488366403788,-202.604924874626,1629.00243573134,49.9930783328712,13.5838592070981,175.049914269023,0.328705636232755,0.360374642889565,25.0261316990215,54.2298620860223,580.196719208027,7.82641432077009,2.31856365034721,1215.69168975192,38.2390483904128,-3.54782923372234,90.470427164079,1016.0865776697,34.6824552160018,-5.78241596582853,76.1270839758727,403.136368719592,-16.7973486966497,0.826938587749301,75.0860464436912,-14.5048468739742,1.15499312081764,88.4104786395284,1704.13090488539,1734.13361584791,-11.0241759556991,1.20510383154925,44.2810344115437,-77.067002703639,71.3418112735275,"nonveg_1477",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999984502792358,602.678402144385,447.057069762331,160.877861800486,1173.63738632675,117.344668708643,-2092.45703073572,-2623.72162500058,-3280.11324356781,1210.82684455773,595.282946342086,2212.24713057487,1692.78687718195,1615.43805799626,986.560640196894,729.158965022359,1191.28410266203,476.424635503129,-1.87335765361786,-0.215740889310837,13.1733207702637,0,1056.29271761811,22.0606242470792,25.9526810991984,-48.2266440250602,13.0081458164475,1806.3032309595,29.1970329488651,52.9076593674759,37.4499839841915,-2964.71920111873,1710.09829877681,28.3490810196126,49.3826598338787,29.8359826621468,892.390025018138,1080.58584695571,1720.06484228914,32.665661648727,45.5191039098702,1910.63668421589,30.2181356605581,56.628986349255,-72.9214971269107,55.3109627768097,734.344924869174,15.4919178728574,14.0981826934326,955.265993791339,15.375895183667,15.304920832972,-45.4888568472066,653.35996476578,8.03570139591889,7.13046559998099,-30.399117944011,527.186090026752,9.66085331983984,13.3661085614986,7.90432867799813,8.97621501477019,10.6606329750118,7.28752097041494,865.80038408609,914.319905302803,8.53478207501144,9.30561193023332,-22.0059589352223,147.418672097884,64.3279184107636,"nonveg_757",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963958859443665,2515.9702488802,2397.64331318612,3760.73306596407,3260.89468803912,1619.87022638641,4155.85919974918,501.004965943444,1037.64605060967,5061.84821888719,6494.37201092659,6763.44477132237,2142.22721564716,2266.40443537089,828.254372738706,661.982400756352,566.18887539996,87.7674041045809,-1.89656692081027,-0.0439165052440431,6.04737514919705,0,2582.72273450146,22.2737719559999,28.6375668256168,31.922172988382,-79.5440995333228,2783.5136540668,7.54355283744766,60.744789862295,-46.3458672279646,447.251960492286,2049.91907769781,-1.23761406017839,45.4735980804366,-40.387642336427,5250.92792749725,5088.11806600742,4887.46325640669,68.4794285935325,61.9401157485786,3472.77140137714,-62.4838947756458,-30.549139333638,38.055786975805,20.4383180113399,718.782603008189,-0.586175986495213,8.40739606082817,251.672585596271,-1.70550086365038,0.053020125380128,8.67672741681757,185.859908838798,-3.07928247966622,-1.89280150239863,1.37191986780781,502.723695781557,-10.3918883783316,-3.11115331008654,3.80484303408489,-8.81737611279108,-2.49766050212949,3.48907284280021,749.199261330137,812.620119051075,-11.3888650946371,-4.24982746831998,5.67626964943977,-74.286845,62.0867529986503,"Canada.DeceptionBay.BEGL1",978.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.984190464019775,2463.79163974749,1946.21436316595,3025.57314421411,3370.57923345193,1569.6127051113,3431.87357976447,-798.613240627558,227.273637567104,4648.79196552889,5443.72712889165,5973.04660746519,2325.5751916575,2469.51375425269,761.787295322723,729.124039556629,674.637493771858,9.16906833099088,-1.38171668913629,-0.00998370491175187,2.0455913901329,0,3761.94338475322,95.7933532936296,37.2320514666067,-39.1405923422121,-95.6891541486816,4635.48250275932,119.230675708364,44.7249511353494,-130.167972401206,1214.47830400397,3947.10899115992,112.305269096277,27.6745329815233,-107.277804172744,6299.44313976107,5293.90552933581,6094.886139281,166.895995559646,49.0275263314109,1269.612817998,7.06319733310469,-39.9017044270846,5.72545344578478,-11.062350254123,1589.53495805778,47.0736601850915,9.3611197543178,1399.6016058335,49.9857716369106,-6.19726326815685,-12.865970801138,704.332730258324,25.1547403663687,-8.33775263291829,-4.74720005918241,477.168516887334,11.0068106273793,-8.04512874436898,-10.3683016085397,15.1265540426845,-6.23065992304015,-11.0752978346854,828.771805842972,869.926181727056,12.0225999847715,-10.1493645231215,-0.929826002188472,-155.869567,69.735266999046,"USA.NorthSlope.Oumalik1",39.4436666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.999138236045837,1148.50738743839,1106.84119841924,1101.97786810515,275.520923085679,1342.24537814658,-1641.04863666848,-2875.04117457474,-2972.40960305085,2554.15810865834,2657.31444107765,1504.92211541607,2548.11903650153,2573.77218226974,975.288769022814,852.51766992327,537.375007425647,47.0330318663112,-1.41002929210663,-0.00106641324236989,0.593476355075836,0,1066.7244550609,-5.87084820327857,-25.6760724809621,48.61511441291,0.286078253770096,2250.44546796578,-18.5653450275851,-48.1702671192786,7.25743982062074,-2875.04117457474,1965.82807781419,-17.3263463138038,-41.0017249840784,5.72755461624162,2554.15810865834,2358.20873384328,1152.39232566158,2.49362311184298,-30.8598821541846,2582.62043946704,-37.334187248026,-39.7233017730054,58.9583340393031,7.82649893834658,886.15398459513,-7.15761547377594,-19.116255116486,597.46285288778,-3.88506324785535,-13.8016401678986,19.0927388614208,473.588749777972,-3.071861518557,-10.9475682254586,15.099770273353,727.953116343213,-8.41896293975648,-13.2390393920956,4.91783336325944,-6.11275391579945,-11.453174445584,2.06326305833181,885.985503403937,887.457083111288,-6.38877868963508,-12.8798165175637,18.5378036763307,-89.2654983474993,64.3226276694773,"nonveg_600",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
