"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NBR_peakSummer","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_green_peakSummer","spectral_red_earlySummer","spectral_red_endSnowfree","spectral_red_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_green_annualRange","spectral_green_changeSSES","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.0580532187595963,3436.76341755905,3900.65219084553,3967.89070887108,2319.0063578512,4864.61403656435,4131.59408500442,1403.09242844839,780.465770594102,6106.18608162887,6140.74028689817,6747.80821205247,6684.74675243601,2261.5532654167,2137.33249160692,323.433355337142,706.013335591086,797.973861625897,581.832588382283,-26.0779508694681,0.699474051594735,-0.0227789403870702,0.0257457799743861,-0.532954797148704,0,3464.35021402371,1516.28077986719,29.4158633552031,14.7468978797225,-20.4567030684478,3360.19095201836,40.6213292321339,14.8085748679771,30.8805363297847,966.656524730718,2724.91100014223,32.0514027665879,39.5277857753799,6514.01768828312,2274.82362283914,45.2584370664321,17.0313034024045,-13.5563949791399,1736.28971889139,-26.0894427050872,-20.1925513501093,42.4734396297852,48.9102297855513,651.209135664371,10.8751894048656,4.69331724626349,6.0565546769656,0.111160706177471,2256.93854730819,1.09382318167056,-3.80277761599848,8.60171395270414,8.54336505641061,404.882612723315,-5.07226968320472,11.7543264710097,-0.714960203663171,18.8313224120392,502.823724455489,1.24072145453659,12.8644911315125,13.5999154187763,-5.43657387758369,15.001319841721,18.8230825,68.3188579989834,"Sweden.Abisko.NF-SeasonallyFlooded",268.5825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.644614100456238,120.174774370672,-53.7767523934996,640.713400108523,1.14212541928549,5201.06317142842,6909.71915797248,4051.05366132455,3844.44402312068,1350.97947600594,943.801391512183,1254.86278012257,2183.10693082365,140.679227721001,0,350.947712082929,360.357399290549,214.579681241924,143.708305281605,259.876627414757,1.39288377761841,9.97915922198445e-05,-0.00100444920826703,-0.0796061605215073,0,120.174774370672,694.490152502022,19.8139506796583,0.79183761311964,10.2324427508336,2911.41538239384,74.1173919304625,19.180507267172,-26.031372651174,3419.72427504859,2128.20591152306,48.2863395241,-37.0054214252684,1254.86278012257,2320.02615617638,47.9967323018926,26.0039829630535,-18.2977287417872,1274.56912250686,-9.09886410826116,-23.2189873796297,-14.6762787648596,49.9319837671519,542.082775193004,13.5253174419505,-0.969775309507547,-30.0617626640449,10.4311135664033,215.504850761599,10.8129495711746,-0.775296517962033,-23.9691663851733,8.27524868947064,242.382116713199,-0.433616788821499,4.66407622894939,5.39626140783157,4.30228274028866,191.724820906434,4.77560798939159,-10.626078099242,3.68225746741303,-0.387580922714708,4.16890446825409,60.3341489650677,67.5157675409255,"nonveg_1889",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849919676780701,2702.95995351294,3106.3200688785,3801.26719894272,1594.23674427461,3080.35417049374,4290.06088530028,333.336014739294,1393.5091101414,6082.93385711325,5617.10615542191,6242.42656602774,7348.9624493924,1960.50255857025,1886.55861312382,641.879967277836,658.150057773614,591.240105672101,480.479102159499,106.481340148567,1.94081090556251,-0.0289467883606751,-0.00117200375017193,-0.399568249781927,1,2295.50472404405,1502.30469319098,26.9152358805362,11.605397278207,-9.08841018741396,2058.84131782502,29.7384983599365,23.0523046612179,-7.13402042071207,-735.559873212004,1619.66531399981,21.2748900234153,-69.5623765624064,5006.3617210722,2612.86552822153,44.3207454013336,22.6758066043467,-16.7059574308048,2826.261173625,-25.0967814108696,-19.0395274233964,-50.2247785949372,32.1921553378074,575.821918651337,9.18692554625033,3.56769029853109,-24.7435504249383,-1.43017315012247,2053.07237437905,7.43264568255731,-4.54411809233013,-28.7459974973662,6.06816133218917,546.011009157663,-3.89999717705113,3.8587657530645,0.0117467148852571,4.55221780610784,323.466964691466,0.698192260234578,-11.7581717375878,2.71630036440361,-2.93944659252372,5.48753729329841,-75.47942145,58.5155472183525,"Canada.LeRoyLake.TDA3",1329.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,1373.31420122148,2390.24595233512,2170.98200188565,1120.00987575159,1215.3012596985,1895.42661355542,-1340.37562909398,-674.033742305832,3946.59632063217,2793.71793035903,4473.25495877272,4124.87271679884,1790.01884965971,2786.68433665757,742.104682731651,1015.71044191267,768.415944202725,1050.15258568514,-20.88457210291,-1.89312613010407,0.0491603352129459,0.0132766747847199,-1.11268866062164,0,1699.80746710788,1793.18166719139,37.8691302779257,12.3855601854455,-109.616944306694,2677.67288673017,7.11823921208293,-16.4290239471287,-205.974837440782,-550.537924840883,2410.67712322093,-6.96694765385276,117.44678134242,3412.21750378015,2798.42278179895,59.6816174906125,17.8288812012963,-178.497254106658,1173.49062301096,-20.7126647278819,-27.6739347253408,90.2685094623815,-86.5528437237173,1150.62793642192,22.4975815383376,5.58071658098186,36.6729831967889,-77.5974800470009,1982.45487777052,34.00840921877,7.63788974085327,70.1929871657191,-125.748391878366,1083.82710933156,2.3182241915805,-78.7996586920624,3.03616992077117,-28.3278249959942,371.264359361291,3.06479834204962,19.1171879901457,-28.5587968739454,-2.20634083200095,-34.974746041517,-119.55666667,73.224166669198,"Canada.BanksIsland.GreenCabin-C11",128.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999819159507751,448.734668354721,994.064790643137,965.918664803014,975.243996813053,-2279.71899706123,-1693.71617644135,-3471.56084175567,-3012.87301222891,1886.8895120648,1588.33492767658,2369.79671132246,2368.40928425737,2095.69033006419,2585.59962339543,754.620968538208,901.636530083846,700.575970364731,896.043572026739,-206.972499505006,-1.05628025531769,0.0102703319862485,-0.000231861806241795,-0.0212449766695499,0,965.918664803014,545.330122288416,-7.53817396387236,6.97605709807531,-41.9484709452628,1225.77981187502,-26.4853138977152,4.27657039262028,-54.5633398915476,-3012.87301222891,1132.52777373718,-25.8789190497928,10.5156839303457,1886.8895120648,781.461783645882,0.653319172801267,16.0506590730857,-60.1124448958371,2293.37597703492,-53.6228738558251,-13.6089613200253,12.7859275526625,-37.190378942091,656.573061485602,-11.8958264803252,2.45251100775503,3.21318597238943,-32.5944350351919,2510.42624811361,-11.8278113935967,2.70094574603865,1.85853802027395,-37.6853302562492,513.738019984266,0.929806752916284,-24.2749879604976,-16.2910980043282,-14.8242122499303,581.09398168662,-11.9787024362266,1.91100320012515,-14.758772454632,-0.932080827983627,-15.035969358616,-105.760428162585,68.860083922306,"nonveg_957",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,882.028661603145,91.4874621029322,407.766384161018,-79.6307765844962,1923.34031099699,-2564.23331735146,1531.47229702929,-2399.6294015071,2959.02005091833,1357.17159627153,2168.15265398488,2578.50537919246,286.478523859133,672.500840896305,585.066866509071,904.715086422875,598.393595491473,520.703496711694,88.7886921082081,-3.51582336425781,0.139873892068863,0.458838909864426,-13.4085483551025,0,407.766384161018,961.659438187642,52.7708099210795,-25.6931898796621,35.9336908863733,5857.66965590068,38.1651288531785,-23.2499539276933,266.257711631849,-2115.80757186466,4902.19508331822,25.8135382635893,-46.2425421324681,2168.15265398488,1601.84845464681,80.2003464123048,-21.1397039847708,-36.8627753506069,9846.76671209478,41.9054113628444,-71.0477889488654,129.236045437781,324.218625359154,962.488178984162,33.915335431708,-28.5746083638646,-9.76360675967801,-11.0504312036983,746.496950780645,36.4703584293407,-24.9596284657181,-8.15750307017707,-17.5464689562351,630.962253334369,-17.5996920042085,-8.8965768225841,19.3735562452307,-2.8842855889088,389.747777770612,17.3381440192103,-3.73335375219948,1.01122424790982,-17.8272929485436,3.5313681263536,128.205069359599,67.46882946735,"nonveg_991",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,2515.32470953723,2808.03922955169,2854.65025382988,1211.87355099845,3573.30411729837,3582.45991785136,458.80035144778,371.508782107987,5368.39018351381,5503.01292947124,6100.70966514285,6309.94967358511,1984.46900121301,1924.00558608501,510.804431657712,602.988502107731,637.0337755119,537.63052241923,224.691586068208,-1.38418936729431,0.055337592959404,-0.0148591944016516,0.149978458881378,0,2986.22466918318,1425.54466165389,18.1700351898957,16.5318918975359,-19.7524904735547,3629.32738448999,43.9317523098897,44.6265101060627,-17.8986243228218,847.721434015475,2656.50895407413,26.0161413140084,49.4774360267386,5982.41427449868,2566.52001385415,43.0826331546704,27.9561339774201,-38.3626389474698,2656.36215905364,-51.1161301572819,-29.3796928443435,45.1581771187649,34.6748648813953,501.719766294544,3.2442436508319,4.47534562897115,16.4648880040696,-2.69059850706151,2048.53731445346,-14.8692785878529,-10.1184212037636,21.60493741391,7.40948198025768,729.181477022448,-9.33204502234494,7.46251832189117,-5.18275410331019,4.13271040722886,184.55371366251,-3.5349277135177,7.79849192769496,2.90229609431756,-4.2295755201643,7.359980295556,23.91254925,68.8322809990063,"Finland.Javrresduottar.EC-Hummock",683.375,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998387336730957,2176.51005602005,3423.55625155799,4340.14417485545,1844.22341311681,2293.62023349569,5332.86722492672,-598.520996632992,1791.76814228467,4955.87879551732,3838.26880918853,5596.04955453914,6972.66974704944,2245.3963000995,2206.41954964873,833.454873480979,919.118054181968,820.14395000067,671.410334622044,-55.2985223065648,-1.44109570980072,-0.0229689665138721,0.00555705139413476,-0.263751119375229,0,3141.87447619802,2285.90631206489,42.3041782857529,29.1303939662749,-60.8527048244567,3308.42019753386,71.4961509667699,31.8919802061633,-90.8035873792961,429.544504743896,2372.88538103525,47.194570826551,-17.6424064729623,5216.32554192497,3469.00285339957,69.8879400877332,38.5183990810033,-87.650907982688,2141.48067427883,-25.754902689559,-41.1663683816545,17.3832795045109,7.30069433531856,824.470159014739,15.1506845669899,5.1500959434423,-8.88562679690751,-28.5902895219443,2415.12151721214,2.41169473402128,-17.0309715637716,1.84601006204757,-3.94633196574399,600.905462446803,-18.7782957014626,-2.41181237516842,0.726316094451469,-4.63487894092649,364.967361305591,2.52124348792326,0.399350393669196,-5.48209394391092,-13.85357919259,3.25510063039759,161.514,69.347612999029,"Russia.Kolyma.WT1",397.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.385226137936115,2943.62172660564,3745.8415723486,4228.16986643515,2150.05941021882,4225.1793383077,4354.01742414551,814.521150566679,1081.52972617384,5353.28992522518,5273.29608468652,6136.70313534676,6670.22232888061,2375.64136498182,2227.5054420901,605.848369309115,706.28576669822,830.95790435457,603.276325948202,-18.6126626237939,-1.63087892532349,0.0416490132920444,-0.0405743387527764,0.185453967191278,0,2833.92919130695,1956.17846065014,28.3219568583163,17.3041210780715,-33.132427214904,2716.40357113921,12.7255216084524,4.71257589559956,5.9704358576388,-326.560868773823,1634.27769627208,2.63778537605265,47.5335334832894,5014.4141181223,2798.75429572043,38.050028663328,17.5337818955524,-34.5532751790141,3554.75504690926,-53.9704818421026,-37.1770834632631,66.3782635280146,42.4947421794774,395.834262582504,-0.528611631869901,6.83927695848149,5.37926921673858,-8.99527248107475,2357.76292659086,-6.03537668593392,-8.68137032108859,13.8848238223788,6.36912029582538,555.460208986276,-8.87019888289019,8.0681849563902,-5.02006447946057,3.99848280865334,249.947097099369,-2.93440618617154,5.96109810696608,2.45102783405416,-6.94816402353161,9.09240352417917,-164.81523,65.1630324988324,"USA.Kougaork.GraminoidShrub",889.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.933068633079529,2288.03607997237,2732.0150007291,2827.95824716976,1746.03191186152,2324.67061210408,3095.39552594867,-655.364223074786,28.0092741647682,4230.26281159641,4193.90454462236,4985.19704358378,5142.95520761914,2128.65570440189,2428.52271836194,795.02620728466,868.554252282603,614.698814641335,862.152181549384,176.703493141317,3.04941177368164,0.00949405422434211,-0.0127410544082523,-0.310223805904389,0,2356.30587219239,1072.38133731586,5.90125770385818,25.6393698642553,-17.916876326143,2003.509730813,-54.995998213648,58.9267567886178,-20.6960613141467,-254.328297247414,2060.52596879204,-60.6037049644716,-46.2063313976633,4240.94849801705,2258.59122386912,18.9210982997855,47.508055343424,-26.2109150271757,3009.80207879643,-78.2202576267544,16.2769586588686,-50.1601461907029,-13.4325244812313,446.491215099861,-13.1320945617606,12.8906814413974,-17.028970711673,-3.87547311567911,2308.42053718851,-12.4032527498092,10.8173822438643,-31.2870404141003,-6.98382809490966,507.565608798099,9.09510691661256,-5.85441900622185,-30.315802093324,-7.53429706331215,820.493022990695,-22.7219726429045,-19.6798587967667,-6.31424134358127,7.20989002374233,-3.40163713062361,68.8423266666667,70.3013066657374,"Russia.Yamal.VaskinyDachi-3",190.38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
