"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_startSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_peakSummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_slope","topo_tpi","trees_cover","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_red_annualMedian","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.989047706127167,2470.36037046981,2088.28073188045,-544.386351150717,685.747362715114,5287.9373160374,4781.9393343168,5908.96843082443,6687.54707799126,3847.31836175397,2275.71837650175,2130.13539655167,2397.82783343099,2433.56601248628,510.895095441113,700.614696952465,696.63600612401,-9.10393659296989,-1.25946480698056,731.668701171875,3.15137857860989,-1.17449923356374,0,0,3342.5684412065,2369.83913972941,44.1814917548246,34.8131462361559,-37.1166702106634,3483.96530480144,61.919451846469,54.2127249802457,-45.5657682682311,-53.4733337568603,354.43299359573,2797.53846180084,50.0574246184821,43.193857441546,-47.5357922660994,5649.5829210138,3256.14390710582,62.7824889670116,-40.0351829724329,-40.2718413086506,519.423572131481,3.31153430039491,-7.51312409392482,-12.7839064919016,17.2203941263789,1162.15542176483,14.6505932488676,2341.1290903466,332.898070452919,9.19237629593078,1.90422605249986,4.55411220851325,159.394685024767,4.76866836529822,-2.12671575411963,6.15121717559858,3.93349647859593,1.10214384823108,-4.99988430098901,0.130046433854922,718.068603166769,717.101255487152,133.599014593887,3.44718324311407,-2.05234449431096,-3.13168172889386,-149.573210833333,68.6422449989978,"USA.Toolik.S1",304.972777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,-105.763902050794,634.337396276231,-1252.95804439597,-1092.25432601916,529.578484313661,-203.556481312923,365.681093636711,1026.3550684915,1048.24758188893,1555.54236688375,2255.23386703574,2161.54844327188,2569.1788916554,1346.14438491099,1642.96739240719,1850.23035213162,-392.846397595815,-1.26573991775513,494.653259277344,1.25127553939819,-0.561375916004181,0,0,319.404983782381,740.101298327025,-14.9967815473262,12.0875031960792,-28.8631382767529,1675.57938108204,-65.6664819751868,10.4010761173675,-35.5085536244072,-12.2557131197017,-712.987223005325,1646.31829485622,-62.834666913414,10.8750688350535,-14.6094289433463,529.578484313661,1251.80406320185,-24.698528455965,-60.061270441344,-51.7488704499667,2380.69456232069,-71.8829527670571,11.3801383255225,-63.8244728549577,-38.1314905426773,699.691500151996,8.04504037571519,2261.12564541496,786.868896637177,-7.79044427293786,11.5765049071178,-34.4762225685139,562.709846885036,-1.88077538514773,8.12318868312547,-25.3108481830221,-23.1328139916486,3.1452643485239,-16.8889092798102,-8.63163494356788,1748.44117042726,1755.95169290549,556.047023437035,-14.2210531462834,4.62678098656178,-18.8420872476755,-79.2391801189211,73.0542120896528,"nonveg_806",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,1308.61788193575,1070.8481117782,-1589.70586511191,-1392.46858249043,2011.68629496522,2324.24511169372,2855.59472141525,2617.87063265757,1781.52218815194,1964.38559778115,2082.18004615654,2882.36340877627,2717.23612802988,791.12283368911,1207.2914617158,1112.29964097062,222.710275366203,-2.96798720359802,27.0518898010254,4.35992975234985,-2.32191696166992,0,0,1327.15958737159,644.546139130593,11.1858970954321,15.6701920350092,-0.0110368186113647,602.585035096982,-23.9228827865752,7.72523239338448,-23.7601584067115,27.4371002804473,-1590.39322735342,670.863637875221,-25.2932780707793,6.47383439704795,26.3014052556723,2372.79237675815,1265.36345994517,25.7098464696746,-37.1171448179395,-7.3381888550507,2043.90277393246,-59.714851462961,-20.3890867974399,-13.489806186982,53.6296062233859,131.208650668522,3.7987826716516,2817.35097870481,179.328264682435,-1.84753808830402,7.47201102843479,9.10639994654452,94.4266577404426,-1.6894927844067,3.93444407251844,5.69540869215366,-16.0997844648748,-6.94466857107097,-4.85274463701462,14.6236981572023,1264.1235728463,1293.84975219406,377.15050938483,-10.1851847927374,-3.18109942644919,-6.26218756937247,-119.298905558,76.2283333353325,"Canada.PrincePatrickIsland.MouldBay-C03",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968232691287994,2664.5479916924,2171.41582589395,104.750208780158,903.715303932837,5536.57405118723,4905.70882091906,5929.74897495804,6891.13388195768,4058.9764703324,2389.93026056908,2145.32017888349,2346.99392629336,2465.60159239971,527.861412114111,715.586695235939,742.231030041598,55.4166427803479,-0.741720146313307,303.596948242188,3.07536249160767,-2.01421461105346,0,0,2687.58212431233,3506.39814306336,55.8962060187956,62.8469389506098,-20.1769384204727,4549.02481776423,70.1484755546564,83.8239675559732,-140.3896785279,-21.0077441135909,370.496223989752,3469.10713445942,49.8170895236537,67.4803846091154,-19.4575670300908,4776.25510918964,4945.94710332672,82.1608793986964,-170.090324257997,-19.5445836123017,2691.38699283497,10.7871730626594,27.2146385732991,-122.33577240159,39.6310287800426,1647.20364836682,30.0695145850479,2390.82934330729,1018.90095880732,11.2544202007807,14.6778976440778,9.23044576395441,722.276418746955,6.52030223932235,7.33905452008609,10.009047602109,7.00377064291989,9.44556006709712,-29.4551076772929,5.98138979177495,680.396880169738,752.415755287514,657.385255601394,6.05895629118682,8.24276400004304,-29.8811479818815,-148.846972224,69.1469666650202,"USA.NorthSlope.HappyValley-C20",44.408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999938666820526,890.107997127793,769.268323366081,-1998.84999296853,-1062.72934654467,1532.47003907508,1529.36117146814,2699.25960330765,1886.47578386532,1277.42622201018,2143.7105782223,2140.35205298136,3935.28425202915,3678.12485147957,1310.08955035728,2032.06121661656,1776.76648071069,329.567214496089,-1.5748507976532,75.597526550293,0.411850243806839,0.204385504126549,0,0,957.562701671069,942.798521876977,7.53177513219951,8.26565928046854,-74.7235316468423,1066.89829598041,-1.09618397415217,10.3522840746088,79.7738910040582,-89.1768916384074,-1780.99216437058,989.55623100255,1.33266736139022,9.49391854740131,-85.1018769476241,1532.47003907508,1421.83338129747,10.2017526825962,81.2783819442326,-106.354402894501,1443.11445741446,-0.233385120228377,14.3681632223788,106.954221363261,-120.755648415258,669.576638930178,4.14005941854897,3534.24401280261,717.926900433305,14.8144414060154,3.47717172051289,-62.0499118060811,525.323031350788,12.5641519956605,2.15523932385636,-45.3687662481155,1.87842084386413,4.15862161301167,31.5045828952632,-41.0130558813186,1704.07018858022,1748.05721659709,432.55676278954,3.0474578131699,2.79601123578745,25.5294735905866,-82.25897300458,69.0433802655831,"nonveg_863",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,349.59916564154,299.535901088219,-1432.87393067298,-1822.84464858755,789.979428443036,561.616006608141,648.461452994878,-155.710370445193,419.09315678548,2129.19718713186,2260.22351705617,2891.6379933241,2594.15145242101,780.134014398546,1757.78202802422,1495.80977915376,-119.932776607576,0.994901418685913,157.39665222168,2.51329660415649,-1.15779280662537,0,0,349.59916564154,549.160826829417,10.0849520710608,-27.4580413414709,-5.37410071443227,2268.80020664384,-52.6896411061431,-60.7503692260488,129.220996854146,52.8163492745292,-1731.75828843391,2116.72279154112,-42.2156441032224,-63.6204954738334,38.9970717914566,561.616006608141,945.689798888229,18.5443135828778,89.3524248266745,-8.68454463867365,1756.58767843339,-16.3873975346775,-71.4419863869919,120.581433829504,13.8122688081813,503.086537179133,-25.1543268589567,2786.0369306417,579.487600260868,26.3226848757365,-28.9743800130434,-26.8067193709747,512.06500744806,23.8064979666246,-18.0267160396779,-25.9634520933971,-6.36188701021298,-21.1005454132728,36.9783567522109,5.90713969998021,1762.09042879867,1775.31679215361,463.427276231278,-2.87861929893502,-20.2927445126289,29.1080276522736,-105.325161402212,73.5402994021211,"nonveg_866",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.99519670009613,582.708237688908,437.832128927288,-2245.92445565855,-2480.84662938744,784.087444792487,978.734630053199,912.140883492927,442.034143103923,667.600964073505,2192.15884328061,2289.52019352646,3523.43684920896,3352.81674838658,772.64632378939,1758.58686714924,1625.57765029189,563.862712945344,0.0171347204595804,174.517974853516,1.70387876033783,0.820266723632813,0,0,473.808517569706,341.361735094616,1.16052866588446,-7.26443796798172,2.04427551373351,896.209465716443,-7.41862848729147,-16.3489019614319,35.2148442384494,14.5745705235752,-2521.06408067166,797.589568970318,-5.89185989797192,-16.7085171677683,13.0512318738273,784.087444792487,536.700486949276,3.75762841028971,26.1170411327225,3.69965258668173,1462.02947639781,-21.7488016374933,-24.6192695511099,42.6635211681035,23.4802141761206,276.758022846109,-8.57011675635759,3539.62987153583,345.044736585267,2.0510285691278,-10.7826480182896,-1.8712318570037,294.546340305542,3.09190667458361,-8.06241837464202,-5.10866114749893,-5.87183785658419,-8.41720564141238,9.72738800816132,4.33734159656761,1803.12552253772,1807.89117241598,363.924941424066,-4.09159230099621,-7.40892437791199,7.38940093651901,-121.363775182206,69.6427545195129,"nonveg_849",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999916970729828,551.074422917311,497.890336129299,-3861.10362578194,-3864.69036792855,1393.73858467697,1468.10611734757,1731.18578115479,1830.18065133097,1105.2394087543,1115.32182078955,1181.33819195512,2528.28716255893,2552.20522150276,666.869350721266,794.012272694873,790.74645174969,-768.315071665527,-1.52842426300049,213.419128417969,1.84379136562347,-0.103558249771595,0,0,551.074422917311,175.034266447177,0.113901178739209,6.36884943041548,-5.85806162398752,347.272584713445,-12.8619475819795,6.827459370425,2.5403311442832,0.80852633684414,-3866.38492981718,354.716579085946,-13.1376510772573,5.79788238281033,0.239116143106852,1468.10611734757,724.941242576666,10.6851546638025,-7.07106215544158,-17.5386442538147,926.196567941657,-34.3035765904317,0.343364907044967,7.38014671724914,12.7219533038456,119.143924653755,3.3621075198232,2530.25354300399,110.805610712122,-4.10391150785637,2.61576530050905,-2.09843727272109,94.8551473549021,-2.96539660292275,1.09549024420496,-1.55367577572871,-8.27694229351407,0.362959692901557,0.788421562279942,1.97810861534845,794.012272694873,816.311523266287,161.953792526321,-5.99828861208598,0.955459367138722,0.233272924655929,-85.9283304411491,66.7557906366135,"nonveg_769",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,-73.303540401427,28.235326267857,-581.175433019745,-330.533036929759,1536.2313411909,607.767047288883,1537.94887520051,2180.55819354564,290.203580035889,887.649567141611,1104.78407314317,1089.00189229304,1198.97727597118,510.049884444474,744.953558959443,768.003335496889,967.534760273375,-0.358220964670181,4.29247665405273,1.45060038566589,-0.841850280761719,0,0,380.143721746416,871.825121485992,21.0453901614095,3.6837237441567,-22.6723631073922,834.276702484663,22.8328304268426,3.95184247664195,-22.1755494812008,-11.7862386811571,-306.458791825158,556.246389386495,13.8417368940586,1.82350804001118,-12.5321198044993,1536.2313411909,1890.35461350975,40.1944439082263,-33.8215430707966,-46.5090913955812,2729.41441866093,-32.3157748924177,-53.9882936561245,7.68208136490586,50.8676720646187,478.705255931008,-3.87353387848381,1245.12434658124,356.697673440991,2.13070290838197,-7.71007155508928,1.1646665520354,264.627454347422,0.666005652363772,-6.26708289543079,2.11536098231073,-1.1044981279869,-6.95537991673514,-1.44164721262023,4.45413421334084,836.103391243273,872.190802750576,280.325991510655,-1.24727009312644,-6.83158881519655,-1.21314613354977,45.2468318984994,67.6728985623639,"nonveg_532",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97014582157135,938.056012536822,1084.75750057721,-2709.33909878002,-2628.89680639879,1974.86909249675,1363.26114260696,1475.27297031127,936.535429180339,1497.05064601571,2737.94612719824,3058.64776521521,4783.97964274674,4592.37211899009,1366.66505880764,2081.64463967168,1910.65589244926,-409.465916785747,-0.119851022958756,39.2055587768555,0.621461749076843,-0.193382754921913,0,0,1015.11191719186,808.240741931345,10.3278355579166,-25.2575231853545,-5.50399318964583,1413.64883629219,13.7133862309019,-44.1765261341309,53.190281990313,-5.48479143016626,-2594.82528756398,1294.41029385738,11.8660576300827,-40.4503216830432,-5.74587802723077,1475.27297031127,1038.33366331642,14.9318264525326,38.4812529379233,-8.00084483602156,1236.56676120031,4.45390490705336,-38.6427112875097,43.3258284785943,-0.24904075174423,763.372313377013,-23.8553847930317,4893.04252687272,727.821878810555,5.76751839172198,-22.7444337128298,-10.7818697990104,534.984282455317,3.93321912941335,-16.1071511425566,-8.9784644547988,1.26487248829285,-15.615607947341,15.6110963578211,-0.926558241907271,2081.64463967168,2147.11748265726,467.489949341707,1.65967139727151,-14.6090609169284,12.2134819444583,-80.0880451934814,61.8930632703321,"nonveg_508",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
