"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_SWIR1_endSnowfree","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_tpi","trees_cover","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_changeESPS","spectral_NDMI_annualMedian","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_changeSSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_green_changeLSES","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999998033046722,-272.435134624206,-2164.92181258735,957.511135116946,1631.5151077712,2001.94607818296,861.047001307157,1310.10683422728,489.388487791897,0.0818539261817932,-4.51276350021362,0,0,1187.64549310068,29.9361618340827,10.9785673865449,-2051.69133510623,77.3771090590049,743.943782539997,43.9183399962078,1593.56286061247,7.1360453577733,2.92673368471011,-159.356286061247,102.033327549441,891.449544169079,-89.1449544169079,917.758022000651,710.570363293733,-4.03097727880259,18.4029491025214,23.8480257356368,1.48569819391739,-6.51453375932702,-44.9059832920122,"nonveg_941",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49.4794579733538,-3650.42512324062,1799.92120160381,943.901584579412,2564.29552018303,1540.98688779359,1167.79826583954,-435.241482642194,-0.0352011658251286,5.82091283798218,0,0,1199.8558811605,40.8259343626038,-65.7254543094034,-2385.48285848154,-158.117783094886,1189.44406652487,66.5708407211862,1796.08570026434,-1.41232496296042,-73.4245792147202,222.649005102332,-184.16787350509,864.201763467538,99.4219804225893,948.291538077613,687.010774487588,-18.826242209554,-78.3878227591383,-53.459477010773,-18.3730545884759,-22.3598177594367,53.3126602791494,"nonveg_954",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89901198943456,1811.63231592541,-807.884861446136,4624.50170712141,5543.44256484995,2401.00441874603,836.880467617383,834.134559819926,44.9775671211164,-0.0846959680525793,12.5517947938707,0,0,2360.08710124844,60.2167046540209,9.8834161450813,1306.51428071445,-35.9567337657156,5240.34589233702,90.0976130080405,1366.33322237366,-4.17755699498323,-30.5459385268059,-7.48784757165349,5.02811614983937,1100.69628205461,-17.3556110781682,686.31353553057,490.611619991527,-8.96042520366741,2.26760744469786,-1.53962618838199,2.17497710078862,-6.66101182368321,-1.81279549597886,"USA.InteriorAlaska.BROWNSCREEK",325.054222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951022803783417,95.9274567911246,-4238.75189202024,171.625069813367,1285.22709526165,1051.2390511969,439.100103572272,788.181081789691,244.148363600146,0.520856082439423,-4.72931909561157,0,0,1314.14676457864,-11.1863784944505,-63.9650734115853,-2969.31170409983,-43.5333358182097,784.558593079921,1.84008599702171,1438.13350048665,-45.0520423082915,-10.2607846335028,33.3373496978279,-12.6771354085539,1425.00177172251,-3.58772820955864,1122.12826519946,791.296543531808,16.3120940968047,-31.104367158481,-18.1286289289363,-12.5145715381262,-16.2265955674621,-15.8673171917008,"nonveg_1469",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999953091144562,1019.29048457106,-2491.21806708555,1226.68801318074,1111.21003055818,4241.74437283476,1869.38947071612,1710.76401491392,-242.0874754159,0.00231041084043682,-0.163195863366127,0,0,368.420393605546,-7.73359724925568,-4.64736211457595,-2492.75888304748,0.385203990484229,1401.41381699548,-7.85592716936518,742.538212811671,-16.1303258948456,-6.37083206914443,125.353139546473,3.08441067642519,502.266318832822,67.5061144400049,485.28845443297,429.053673969391,-10.2709598393123,-9.4987964399071,-1.87117815245045,-5.29161896868628,-6.13326607790207,39.6563639505496,"nonveg_543",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999899983406067,757.675938989127,-1356.7812886707,1464.46073548432,1610.61725571859,3682.81578203658,1637.61500151531,1689.32709931439,-10.5736290780442,-0.00441957311704755,0.263908177614212,0,0,544.348005972384,6.06964695102207,-0.570986921911972,-1974.90539307345,56.8529459207527,1551.42801149665,11.6653247494768,793.624104355294,-20.2679523268816,-8.73443702847466,-1.73987565189831,61.0480080273303,346.685252165406,-6.94209251577488,271.478407983379,135.197775356682,-2.12749528469997,10.3998288735909,15.2197756626049,-3.48444106892402,-3.57498136689768,-3.97785367685209,"nonveg_540",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.549120128154755,1354.77136073384,4154.77275689707,4805.07078880145,7664.55333307123,0,327.234490936528,395.514479796392,361.521329741793,0.00434169638901949,-0.408882945775986,0,0,1559.51782912057,-22.1725081815102,67.1462252530673,4209.25252048443,-88.2876761599725,6055.74138040019,-13.6945710986829,5961.60286620827,-148.948876742677,-16.2011703641052,16.8495537640297,-3.66984681373646,954.294734500521,-10.8431750764524,611.968670679817,339.198911297085,6.4801479237266,-8.86234795015402,-8.5978534187185,-10.03193565239,7.46471648723276,-3.79333271443687,"nonveg_1607",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999701976776,-335.103343585996,-440.489611594221,366.0785469201,927.609091294603,4262.81161172436,2687.57262169215,2207.60495319791,-528.036215302118,-0.235232427716255,1.0544182062149,0,0,2515.05270567258,18.3065014453048,34.3402743291226,-1831.31238920497,-210.202700574429,1147.72181330651,22.6773315902249,2601.24169881816,11.288577809027,19.7117697564079,448.808165529213,-151.268949727553,1199.56447729036,256.804097523645,551.11377500398,492.229046277357,0.287262747501035,-33.4886135117435,-31.0000404585951,-15.2580376237595,0.633315103170879,119.991917123559,"nonveg_602",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999903798103333,1386.36477663818,123.553526327462,4486.16411473717,6886.28160283356,1879.5407737335,687.394775921978,808.302294742022,-254.649601288024,0.00776807979370157,-0.0281981670608124,0,0,3269.54422990233,33.1531930965463,111.957308037793,-432.198871963474,-377.367742777848,5129.67477205055,46.8203329312616,3579.89370091705,-43.4867649084893,36.0159213398631,-38.2162139469348,-332.986753466511,1369.66758988412,-25.536020283957,1426.85432422229,992.09022704508,4.67538581559558,-73.819156211587,-86.0608907450501,-11.5428901453748,6.17216286702272,-11.3568965151603,"Russia.Tiksi.WetFen",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.516230821609497,295.726003925924,-651.783020989003,3800.72362397484,5039.99837243659,171.953119412988,0,326.478387979852,-67.1382102239996,0.0151116121560335,-1.10871994495392,0,0,1111.09189410638,7.16286631679247,44.9562632160433,1227.19368379429,-59.1291136501438,3266.14268101985,68.847505068547,3528.75793130235,1.30066415776795,-18.5010414912637,-3.11949028944054,153.424257882711,716.474942275862,-31.1510844467766,532.377201514628,343.347388743945,3.91732125885158,5.47141575521065,6.90485305204232,1.51892875930621,3.19036162095045,-14.1947125208631,"nonveg_1880",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
