"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","texture_NDVI_peakSummer","topo_cti","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDMI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_red_annualMean","spectral_red_annualRange","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","ecoregion_Canadian.Middle.Arctic.Tundra","ecoregion_Eastern.Canadian.Shield.taiga","ecoregion_Canadian.High.Arctic.tundra","ecoregion_Canadian.Low.Arctic.tundra","ecoregion_Watson.Highlands.taiga","ecoregion_Alaska.St..Elias.Range.tundra","ecoregion_Brooks.British.Range.tundra","ecoregion_Interior.Yukon.Alaska.alpine.tundra","ecoregion_Scandinavian.and.Russian.taiga","ecoregion_Scandinavian.Montane.Birch.forest.and.grasslands","ecoregion_Kalaallit.Nunaat.Arctic.steppe","ecoregion_Northeast.Siberian.coastal.tundra","ecoregion_Yamal.Gydan.tundra","ecoregion_Taimyr.Central.Siberian.tundra","ecoregion_West.Siberian.taiga","ecoregion_Arctic.foothills.tundra","ecoregion_Interior.Alaska.Yukon.lowland.taiga","ecoregion_Copper.Plateau.taiga","ecoregion_Beringia.upland.tundra","ecoregion_Arctic.coastal.tundra","ecoregion_Beringia.lowland.tundra","ecoregion_Kalaallit.Nunaat.High.Arctic.tundra","ecoregion_Pacific.Coastal.Mountain.icefields.and.tundra","ecoregion_Ogilvie.MacKenzie.alpine.tundra","ecoregion_Davis.Highlands.tundra","ecoregion_Northwest.Russian.Novaya.Zemlya.tundra","ecoregion_Ahklun.and.Kilbuck.Upland.Tundra","ecoregion_Chukchi.Peninsula.tundra","ecoregion_Torngat.Mountain.tundra","ecoregion_Russian.Arctic.desert","ecoregion_Cherskii.Kolyma.mountain.tundra","ecoregion_Russian.Bering.tundra","ecoregion_other"
0.916773855686188,2305.54541333463,-324.190703490226,-331.405871078513,4953.99486676006,5511.1920762833,-276.624700382728,-3.90087357627021,0,3111.95397658915,610.257358349184,-9.36806532083266,1705.55367382587,-18.830594140387,15.5564191676669,-28.628794701697,2355.76413315517,-74.8639295621827,-15.7423832514775,34.0246422984469,971.966357296087,-32.2755662596338,12.7260989627328,-16.9069619523615,1918.200326379,-63.5860760094145,1692.23088148977,-56.8213832292456,-8.26441990497649,25.3327780847668,23.4417367486809,-12.3325526397164,1026.38666963564,1341.72454549881,64.7338459988096,"Canada.Yukon.UPPERPALDO",209.671111111111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2057.22890532001,176.194041153721,-331.715755176415,4430.26898347082,5684.52619237279,81.3459720581998,-2.02335982322693,0,3022.06926265718,1820.93747723852,23.2486844515807,1589.63505265688,33.0303026517096,-9.97609763326227,101.563143632576,2692.25734646748,3.52536915782297,-33.4871790193457,-109.211118748642,1083.04843483953,10.4259554520923,-58.9450039190428,51.8097554729977,774.215854262871,2.0427207564023,557.138604459547,0.563340492443073,-6.73894246797364,-23.1583685135806,-35.2065889745023,36.8290930107518,912.755082095096,741.674969742379,70.0396905990593,"Finland.Kevo.10",214.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.212081953883171,1746.37237960133,2441.70409889649,3089.65045221133,6990.9222866417,7307.71714574675,243.001323329131,-0.822888612747192,1,1913.7290104304,878.047396713303,12.8031089625111,1326.45670304524,27.9526592859374,24.6637928952425,-10.4540853702939,1615.39014673158,-34.5141427096234,0.230325832795036,-10.3081958716767,377.2269635079,4.24172918105156,-12.7055456926893,-1.22061535018888,313.311328728535,-1.56292154578734,234.217514609384,-3.5098935763704,2.17280183939932,-6.74336803213006,-4.10123435586587,4.00584769695397,234.656396052871,168.715910652443,64.8693533321502,"USA.InteriorAlaska.1",6185.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.928718043698205,1730.56565680474,-1728.74132559126,-940.600103988559,3922.6058291387,4796.42002226198,276.370046278185,-3.92326553662618,0,2309.01088037721,2234.12279251027,45.9982632553203,1434.03290831678,70.013431260293,71.8427154512364,-18.3975550613446,1425.85006458353,-39.8155285717514,18.5770215439739,7.3495246532894,878.01961254862,14.9229776869544,-14.6070664271237,-4.67928341805227,384.705727475784,6.62708804430496,220.59748220965,3.59541677180187,6.59516954553686,-4.29562267146503,-2.65092928965031,2.2261827425773,954.789764710968,171.372465446722,65.5609679988528,"Canada.Yukon.WHEATEAR",68.6475555555556,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999970734119415,50.3204085827588,-2956.6500937444,-2428.04426273446,1022.59185796742,703.882278368703,482.513711870392,-3.77394843101501,0,139.813451855158,429.252888543921,4.97183573735551,760.71015562368,8.97626831623477,4.91955475654126,-26.1728667785158,746.820254160447,-1.32872623884247,5.42487095204669,29.5078444101639,528.693219818082,6.24185667121772,5.27939468029141,-24.031509991731,764.799344797852,6.67043382266982,618.846444677101,2.0536569444562,-2.4518893352413,-1.92655068041342,3.1283344716634,-10.5224484618975,1326.62222630343,383.517715701974,61.5558776393484,"nonveg_682",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.100770205259323,1933.63780880924,105.955972017598,873.903875466911,6058.67991335444,6188.55365443234,397.177098126711,-1.59687542915344,0,3473.81734003479,2178.79163242646,30.2752412857119,1629.25715300212,44.3029824721118,19.0912657168539,-42.3568129464442,2245.36979806065,-17.0605500889395,-31.7518368254225,8.28488047213802,730.157385061421,11.8649284577276,-2.0728379469365,-23.1411892500203,530.37097115048,7.13911709470493,425.073173700464,1.65878875298562,-9.24072116740139,3.24177910224973,1.59667880618665,-4.08131279019745,779.941461868282,444.266180657941,61.2938199985939,"USA.YukonKuskokwimDelta.15B6",99.9166666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1604.6168104602,955.707378188979,1405.83356955813,6427.20225531199,6830.79102187224,117.649947461241,-1.2693528175354,0,1902.88578524728,1332.64091177427,34.7672273466553,3126.57854501677,70.4517578748901,12.2534060677043,-58.7991435373499,2088.10160913518,5.02615170518363,-41.3940656407432,-25.6737918751339,667.455246600709,19.0701499028774,-6.61280281484244,-12.6038814502664,719.264751704389,12.4028312581572,495.33819589366,5.47243032233004,-9.32936867951858,-6.65796703466165,-5.83854159048642,-8.20592122511633,417.002478140264,296.459152753051,68.8337591990064,"Norway.Javrresduottar.EC-Salix",812.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,912.660143791285,-1057.65564310222,-349.918817752334,4237.39449671649,4504.12554851853,57.3452096422752,-1.08882616957029,0,2278.63237222757,2118.39381481836,67.6893295368591,1690.20263983189,108.10386029803,31.1303259568443,-124.775904713699,830.84781978191,21.4340166435912,-16.0963678595934,5.59882490343122,1368.58384867778,45.2057458667972,-8.94610347950745,-52.4042391057728,2217.86644610526,73.8334052960284,1272.36912637278,43.6392933333456,9.37608693218678,-5.65555318084088,-1.5099603587142,-17.0250202028043,999.664989229497,422.174478080913,73.2245370358647,"Canada.BanksIsland.GreenCabin-C11",13.16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,-66.6197969799486,299.480840967136,607.754943767901,322.300015260317,-23.9709576251507,297.926500282661,-3.46327185630798,0,-80.8132087434104,346.815526564242,-0.591392156810909,1364.37815035168,9.78179126197441,2.25688083170571,-31.8686109930581,621.712923656051,-15.2211687977074,-9.2836260221746,25.9047051523355,443.01757614784,-10.7965539414352,10.8041410904216,-16.3833409806529,352.851950636529,-5.66756072406413,225.322010762662,-4.74369736727473,0.341194015645899,7.58014099797449,8.40720550738397,-12.486864319639,674.991196265248,464.690829183719,66.4492053198683,"nonveg_536",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.98212057352066,1153.11811528626,900.366895512195,744.904670916803,4900.78036400018,5323.2052856961,-42.3858470407895,0.177532403833336,0,2013.28263828816,2175.27610455766,50.2698254179481,1493.13972382436,95.6418981005341,-1.37338984238244,-59.0453707201432,2958.62831878427,-46.3314581067549,-46.1256768552536,70.12644425938,1283.34279934914,27.7370035123262,24.4448030053888,-29.2285706338063,1480.65659605709,28.9772268088566,765.30342825476,15.3079189931505,-1.01018930309231,13.3815686162129,11.8674551617032,-2.31587934908989,604.74263319864,300.75571103481,64.8648269988166,"Canada.DaringLake.Tower2-SedgeFen",28.37125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.710888504981995,2168.5625078492,521.081410582021,1363.00571468221,7173.56441562276,7825.33623442277,-16.7091456187742,-1.58765935897827,1,2958.72056380768,2241.08689048309,16.9151701106398,2435.88751887098,32.5855103670486,43.6638208481687,-53.552469780573,2913.46881998108,-59.145549269843,-7.06965118427252,39.7847559754763,899.120850136593,-1.3552453789222,6.73107139996817,-15.3234987365733,526.42713285643,-4.03865113688139,297.100849404652,-3.20662443150658,1.68926376769046,7.8012327684787,8.3322694684203,0.235905931454494,511.149278092001,442.931536735201,56.351673998102,"Canada.ClearwaterLake.AB2",1001.44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981866538524628,1886.43757110961,677.15869336487,402.401978342436,5309.22573412786,5607.81453905669,-115.26137761385,0.266608423656889,0,2542.51144451723,1125.97543619185,34.8827785639642,1115.47690724405,51.0126037924455,12.3246357893061,-0.584724126618695,2999.19205767617,-43.7467178065622,-33.6298043437033,-39.7512060693934,586.346058426531,12.7416721662924,-25.2960233277973,4.26380521052967,1254.49752914827,24.371813527114,880.157068088146,11.1455517058805,-9.55278102950827,-31.7434956964424,-20.3605671866379,20.687291015918,887.654898369561,751.670858831542,61.2992538185942,"Canada.ChukotkaRiver.TPO3",26.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80.0970405862136,-2947.23632762061,-3688.100774188,153.857279226597,304.464854069596,-449.004412545251,-1.66025447845459,0,94.578881979421,815.24122378296,26.4457582829921,1217.36378350237,38.2837464528346,-30.6672693389325,113.654001738995,1342.1567050173,18.955886373168,-43.5714750519606,-24.4310807124805,764.879907757164,9.04082842998048,-16.3816627940108,69.5089870311245,758.95270623553,18.1916468511031,549.412342962145,12.8290083153463,-17.084414147376,-14.2097493671235,-7.32161733143887,54.2705142089836,1562.76907509071,558.590996754398,75.6525418287001,"nonveg_976",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.933068633079529,1686.53962156143,-304.123401959709,-432.005754842342,4580.63917902752,5687.3032596408,237.97653077079,3.58174633979797,0,2637.06774604724,1866.12317971987,60.7479683858205,2237.89408567265,104.158763344836,6.04537370198438,3.51746343380648,1360.80244804535,48.6000874301912,-25.5417263791357,-39.0521146850645,889.987045090917,29.6992150839028,-18.3645078900555,1.58918041524757,581.960862469016,20.7843165167506,372.524160334341,13.304434297655,-3.67957418400407,-11.2742963164858,-10.4946572890494,7.53268595079826,874.333931283995,400.32779525366,70.300803332404,"Russia.Yamal.VaskinyDachi-3",72.174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999947786331177,1655.28404910462,-1739.26907497455,-2057.37898838237,1439.16821907433,987.030457831434,-467.642134401279,-0.134576395153999,0,788.443055230268,1254.39776119586,-49.1874222884126,1672.75330709843,-53.305976074196,-16.4726463834,29.5821944530019,1688.69219522205,-65.1968775548937,-22.4975760839535,57.3075409381618,970.067570867729,-37.6513532370115,35.4460916722886,19.8088048324104,733.472200076904,-28.4440888176389,534.226915434571,-20.4196465496277,-7.3126815495822,17.8791627688138,15.4479523391959,8.63215427512682,1527.01897774325,403.073781971521,74.0078153899356,"nonveg_561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0400628608961901,2189.13123668449,599.62214661707,935.003064710152,5376.94561875458,5673.63252565686,-282.1891108743,-0.620159750183421,0,2779.24911306282,1405.70021998597,9.47594806054735,1171.4333257122,16.1958196454281,27.6340120967344,-31.3703143699278,1906.90287973603,-26.7507018701746,-8.71085406016287,0.304639648209182,678.81953797214,-1.11050092998862,-7.14188753164538,-15.7234933184808,276.252690024719,-0.390449845474331,195.824699048718,-1.82714436092803,-0.131007867316515,-0.877518873445046,-0.254258461731414,-5.75862151914171,1007.02225625684,501.201493439646,61.2622433319249,"USA.YukonKuskokwimDelta.U",174.273333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
