"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","texture_NDVI_peakSummer","topo_cti","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDMI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_red_annualMean","spectral_red_annualRange","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","ecoregion_Canadian.Middle.Arctic.Tundra","ecoregion_Eastern.Canadian.Shield.taiga","ecoregion_Canadian.High.Arctic.tundra","ecoregion_Canadian.Low.Arctic.tundra","ecoregion_Watson.Highlands.taiga","ecoregion_Alaska.St..Elias.Range.tundra","ecoregion_Brooks.British.Range.tundra","ecoregion_Interior.Yukon.Alaska.alpine.tundra","ecoregion_Scandinavian.and.Russian.taiga","ecoregion_Scandinavian.Montane.Birch.forest.and.grasslands","ecoregion_Kalaallit.Nunaat.Arctic.steppe","ecoregion_Northeast.Siberian.coastal.tundra","ecoregion_Yamal.Gydan.tundra","ecoregion_Taimyr.Central.Siberian.tundra","ecoregion_West.Siberian.taiga","ecoregion_Arctic.foothills.tundra","ecoregion_Interior.Alaska.Yukon.lowland.taiga","ecoregion_Copper.Plateau.taiga","ecoregion_Beringia.upland.tundra","ecoregion_Arctic.coastal.tundra","ecoregion_Beringia.lowland.tundra","ecoregion_Kalaallit.Nunaat.High.Arctic.tundra","ecoregion_Pacific.Coastal.Mountain.icefields.and.tundra","ecoregion_Ogilvie.MacKenzie.alpine.tundra","ecoregion_Davis.Highlands.tundra","ecoregion_Northwest.Russian.Novaya.Zemlya.tundra","ecoregion_Ahklun.and.Kilbuck.Upland.Tundra","ecoregion_Chukchi.Peninsula.tundra","ecoregion_Torngat.Mountain.tundra","ecoregion_Russian.Arctic.desert","ecoregion_Cherskii.Kolyma.mountain.tundra","ecoregion_Russian.Bering.tundra","ecoregion_other"
0.999909364041828,1841.69049531293,508.11805176405,1000.69279807596,5590.11873016061,5797.50073399457,126.853020234196,-0.51328587106296,0,2739.31984805071,2115.71323230844,32.8571672178911,2146.28703814091,47.4335645082029,29.826966688421,130.386137002728,3528.7681366671,-49.3034268222962,-52.1656524038129,-9.85243037242378,626.898601875245,10.3348689371328,-14.5093241421352,62.9820890106454,1048.46317148455,-0.168974902166731,914.141574744717,-4.26940887604799,-20.4790303182271,-9.08683026742031,-4.90756652012686,50.6437194690922,795.955227217142,826.946309816435,71.5931607134125,"Russia.Tiksi.DryFen",30.8309523809524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.726705133914948,2720.4187604125,1680.26939512854,2540.99932057539,7699.41693511243,7957.47826064767,370.319189261645,-2.49133745829265,1,4377.9121956085,1827.03731098147,26.5018341185693,2343.78491914187,45.6556605604928,0.795618049703968,-49.1911353927772,6129.43556036706,-78.3838455740603,-63.4389619995864,-5.9612980094449,733.844610582534,0.0973954855871961,-7.37571038480128,-17.3316336474432,1757.89518110418,-11.7121304719896,1196.64562124655,-9.68351972568863,-15.1718082556579,-4.2990797029267,-1.53279881582953,-0.166555202128061,702.783295176369,1579.52359514316,56.3680329981042,"Canada.ClearwaterLake.AB1",1690.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998158931732178,382.229160050449,-3770.55155273804,-3713.92333523349,1730.14510108503,2518.14954464098,-1772.15798381801,-4.18484735488892,0,571.886639071525,1220.80565230756,38.1501766346114,1507.65288988469,68.7322501270606,-17.4514578461665,-5.84606396667312,1180.80863151281,4.39191984281334,-33.501637292116,-2.89440772588392,778.442769109409,21.7515353360838,-10.339447068219,0.321237361267195,938.058411204993,17.8928462112933,820.400698266599,13.8546615744385,-9.24198342502394,-12.1734830138355,-4.57523247581546,0.620317765767233,883.862205913092,506.410090922622,67.9065843473295,"nonveg_627",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998152256012,287.044845691686,-2566.65906044787,-1658.39554454713,1550.8022610131,1270.17986018789,-423.745469670795,-3.92900395393372,0,446.79054432346,661.325153783369,5.32485662105911,908.263515900735,9.66052866808892,13.4813358298208,-48.1386605296953,885.967915606447,1.1466791098386,8.66024475040262,24.1627349100293,591.714412292235,4.66859641326588,0.0503226143765005,-28.1768767758207,817.22779155736,7.20521728125971,685.52149968655,6.17320185846121,-0.939565904655351,-5.31829819782242,2.94790277604949,-17.1187523961973,1414.92682115359,374.095659560544,61.4629573074318,"nonveg_814",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.913195550441742,-165.767478683399,-3922.81014737499,-4560.2086206306,816.440208465694,1192.93482185969,289.843072242136,-1.60847091674805,0,325.379621665243,709.966087303971,14.8832454651104,1931.01441328428,29.123011956298,9.75832381733494,11.1297834724809,1049.01204919732,-11.4322240907601,-19.3430871522954,7.33910195090245,366.03542847808,-0.966546039290603,-8.93259373205066,20.3353015821155,436.587120792029,12.1209531369205,304.384833042816,9.22378281947927,-2.73795623992966,-5.33529618593125,-1.90296907737944,13.0760863383153,903.77266885417,570.093110919237,66.4382794764546,"nonveg_1340",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1520.24570120418,-754.127892777874,-517.462083195742,5560.54857524381,5686.77953291633,205.950220216551,-1.41063868999481,0,2235.32550199581,1370.49509556382,42.8279717363694,2745.99875640616,74.7804057565222,-10.5511844440974,-63.7903751018543,2270.69610487968,7.04915864270643,-68.8089728751418,24.4313375979619,738.83589895546,23.0886218423581,7.16539376048728,-15.887645645915,1559.71975159364,29.8669819108795,1037.703383603,14.7905459827302,-27.8172106590492,6.98480864067333,5.17012412414823,-5.53526999930747,532.20435183188,443.846991824608,68.8326949990063,"Finland.Javrresduottar.EC-Hummock",99.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,1958.73010774771,89.5713642518953,579.705797196598,5286.52137952542,5643.74939590863,-0.975401337745925,5.51293798729225,0,2793.38869346602,1446.08052719152,14.662325360858,721.709398180183,18.7921494111328,19.3763437324155,-29.061418477951,1227.23167404635,-10.8128562530751,-15.298455960677,9.69241144964319,633.002860665747,5.97563803908125,-5.32658279949174,-17.280662224285,298.054607373086,4.6854766801816,171.321400848047,0.39803839050569,-3.64513618825632,1.43496791473693,1.12299165039778,-0.675162805192745,987.077410968506,239.196508102063,61.2378109985898,"USA.YukonKuskokwimDelta.UB3",142.541851851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.568836390972138,2515.50217444296,2904.80986177615,3020.45919267021,7036.70847557055,7097.25134403337,-263.41359056375,0.120133523643017,1,3268.78247561332,848.474433140086,16.679478189316,1740.431133897,35.2066116585645,-4.12518989286622,-24.3499272648648,2197.7819859157,-19.5994078801938,-41.4500917285756,54.0979642127489,239.77182488984,4.93437825491059,5.20285415280744,-6.46824037636729,365.446314854145,0.680591378218821,348.506914006053,-2.1122445662712,-7.56850304500805,5.79063125954444,8.17448434506896,3.84937150151527,580.423725023999,312.086280897687,65.3134766655068,"Russia.Yamal.Nadym-1",5879.424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999997496604919,-257.938779796568,-1002.93530431237,-2255.44547877303,-5.7784492141318,180.711121372412,-264.231591242232,-2.39874792098999,0,-6.49074970925011,801.147849076846,28.1977732301965,1758.63095232821,46.4763380320421,-22.2474697838973,83.1634773837258,1425.2940819518,21.7343778024237,-39.2034977901903,-7.62301950405047,522.879929766324,10.9045031455985,-8.18299639090413,39.3621736705107,739.025266677094,29.4378029515528,527.300646560074,21.6023146824285,-7.34812019578962,-7.82883170057233,-4.5858979257892,34.253397929451,1402.41851571166,437.498929444935,73.7467262825366,"nonveg_775",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966529071331024,645.629292801944,-3397.3735430081,-3708.46678509555,1585.81477005164,1805.78151517599,-270.021967180248,0.889509916305542,0,557.095045148344,305.557357646227,2.21171914405904,587.143777436037,10.8871363074821,-2.16358767909986,5.51412506991396,1099.32793334674,-21.2654529488216,-12.6919223934681,0.899957761428855,286.360228992686,0.191560042000717,-8.51745801355079,7.5574782059162,371.370483654505,4.85931477852657,240.839375514594,2.88416488128873,-4.02412289921231,-7.71737998861339,-2.9168586970381,6.52726317191828,719.199262134242,203.436813202213,60.6146742793624,"nonveg_575",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999777436256409,-204.792125770122,6747.14536990334,7621.89634562565,-2133.25641607668,-2332.18885421649,508.437723505469,-3.19408512115479,0,-302.697667767673,666.682639933044,7.14297629585909,3127.36737403799,-10.0560882242538,-32.3504498182334,-43.9639985070599,868.050752121529,-5.36259284563515,25.7858649984868,40.3905182148766,725.687788370772,13.0160790000108,47.245318333802,-65.9716171246156,246.346409205283,5.86475075901146,181.934050313208,3.42163363056814,-6.38700192274198,11.5340758116132,122.56947058943,-34.4078544527224,735.95867388125,729.182152592882,66.3402637476572,"nonveg_1367",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.779269814491272,1566.7545251008,-1147.69007701352,-928.007851766867,4205.4906419226,4617.32017429636,203.031743495534,1.82059236367543,0,2412.25844087759,1002.35837249688,2.14203401969907,1369.1031176945,3.1519310124142,23.7736396605286,-44.881964194636,1457.20401698502,-29.2775838292164,-3.10472765933967,45.7208800511402,573.439246343633,-3.10545208670314,15.6705037937775,-13.5139460111856,693.773808023546,-8.5172943755816,573.134910490621,-8.28858398433048,3.68936795505124,20.3556676256658,21.4672838264864,-14.3165717912201,1001.75265117762,421.424875963055,57.7516062982712,"Canada.BonifaceRiver.LSA4",756.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999996185302734,794.24331525495,-1531.77264230202,-1584.85159748421,658.569534447811,724.867205945948,437.796436420095,-2.91451239585876,0,415.13231544126,897.589436635644,-35.9035774654258,2390.75332999846,-59.0773835328314,38.3213556892805,-13.6948923631551,2387.51955624041,-95.5007822496162,27.9430426781359,-1.91518355831427,1237.42099811231,-41.9268789723969,-12.3363509638845,-5.32282646516431,952.366015900416,-23.670096309376,760.37039294426,-15.2052377501864,2.61610800585928,-19.3782652556093,-4.44343299957298,6.80147102259804,1650.2818831755,1291.98044276311,73.2872485832092,"nonveg_560",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989387691020966,1595.85054261495,-1124.19454118543,-621.820493978885,2233.90437273918,1681.17931436863,145.19388892518,2.17042922973633,0,1226.858461605,1039.6799410625,-8.03400792270923,3677.94784977765,-7.00419624143632,-21.5161801621147,-68.727012271182,2045.88345957333,-41.6652960714315,-35.651324508004,47.0255647090324,841.543228299265,-0.689661651869913,15.4133187745455,-44.0710331399675,1037.09475490603,24.1111024916033,878.23749145377,20.5448162930536,-9.16599898447797,-9.08701234158703,10.4969692418166,-18.2705433461094,1411.38873483339,547.786390822032,66.2023521957054,"nonveg_680",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
