"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_SWIR1_lateSummer","spectral_red_peakSummer","topo_cti","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeESPS","spectral_NBR_annualRange","spectral_NBR_changeESPS","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_changeESPS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_annualMedian","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR2_changeESPS","spectral_blue_changeESPS","spectral_green_changeESPS","spectral_red_annualRange","spectral_red_changeESPS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.568415880203247,1646.41287720496,451.267136510724,4933.70624682517,4954.77962641746,5888.21449207658,3554.57298029895,1930.62951371442,579.015828174175,0.590667128562927,1,1488.68127600751,11.5601056700594,2707.23517295327,-2.16067192839906,2017.38653836216,-4.49085054027361,24.4137610200028,-28.8421411684187,7.96249206274585,1711.17200098243,8.8392861052703,-47.5325555828453,2151.67512129059,-1.61154001234714,660.310503150885,18.3419584208579,-16.5944998206312,-18.8795066650252,-16.1386304689412,-14.2095498376563,508.237179984698,-14.1176994440194,1.6982758622273,65.3143833321735,"Russia.Yamal.Nadym-2-H",379.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.817855536937714,-39.3611818900838,-853.773737156623,1547.58069146499,2080.25370335262,2974.80757764957,70.747086933498,2028.71825277112,613.535833288614,-4.19219732284546,0,1224.89575498283,11.3897665706022,4446.64901909723,-31.3100105206439,4721.02042373782,-31.5362573397659,40.666777120263,-33.6828596299669,38.5736996266102,2876.41377520007,-51.7783988092852,-27.3619302179947,1342.84625383919,-12.4051623764182,570.107921744027,9.2232227173325,-1.94102703544303,-2.43934536133346,-15.3802515811456,-16.3811328692103,1694.48725925914,-17.168409237409,-3.84597785139434,60.1773021215957,"nonveg_804",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991431415081024,1329.31670301321,-1841.75164619445,3593.15890853372,4031.91685026458,4157.76380404501,2484.48286311906,2519.06320668151,807.696668186528,-0.990706396102907,0,802.406245246251,-6.4875981394978,2350.51465302415,-106.841575137461,2354.4887638792,-107.022216539964,94.3778821187583,68.1250467642807,-26.1546018871425,2698.00729205814,-34.3617500390787,-89.8368427835223,1717.87967710184,-31.8595470190617,564.081144429524,26.8610068775964,-18.285769574299,-17.3761079981019,-46.0204732967183,-44.7910296287098,937.825359396946,-42.6284254271339,29.9561431181577,73.3093399992017,"Russia.Yamal.OstrovBelyy-2",234.14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,2057.60833451339,104.093840433118,5253.28223430256,5675.79794755364,6437.4461934174,4306.11702003147,1845.79157772807,608.691561254174,-1.95953333377838,0,917.134614220766,24.7787343007775,1689.25833999595,43.0936334472754,1426.83416459872,35.3377020064954,13.2649639453465,-15.5712127133197,34.3094132143139,2453.10831945028,-58.9041529674014,-20.2283734664786,2175.45842263176,10.8348006596594,599.194782995023,-16.667093767902,-1.99386384878762,-2.75233630217369,0.00222801934699551,0.329283671919359,336.359043564658,-1.41595075969981,3.75284004522129,68.8335055990063,"Norway.Javrresduottar.EC-Betula",667.956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10037541637818,2243.92803977127,253.730325258792,4362.45992722661,4444.37694952726,5256.67372004064,3503.04513271139,2607.33798481633,849.96605875461,-0.006234437227249,0,1342.28517526166,23.1129867763384,1290.94111036714,27.4668321354712,1117.28634660876,23.7720499278459,-21.7741101311668,-15.5207813265496,30.7983444070463,1904.67117288042,-30.4079481263805,-6.39304543543535,2969.83360828894,10.0447871110904,256.081370302029,-1.96958168222744,1.79160431637946,0.615380115105701,0.490221817594312,0.0610756403377473,500.468534312668,-0.973858991117455,-1.88516041083009,61.2871866652601,"USA.YukonKuskokwimDelta.U",219.653333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981217741966248,1945.96177121719,-548.069915331902,4870.17485774672,4548.51396843407,5681.46053314809,3556.61763787174,2007.41714572957,741.829970978643,-1.26124186648263,0,980.869915776045,4.22303489270809,1742.39968982543,-13.9496068351037,1566.22960098078,-14.3937786739187,78.3114800490388,-10.4706883465366,-2.25252495710811,1675.03205410575,-24.43242162351,-37.6058026026287,2029.69448886516,-2.23672728730804,815.300342331381,14.4930955142002,-2.45030148728413,-3.15987383626363,-5.45911852365124,-5.29200950491296,316.718066044146,-5.71728384136193,-1.67560146804486,61.3034973885946,"Canada.ChukotkaRiver.TH4",273.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108592107892036,948.991324693544,1072.42048224283,4413.81763274445,4384.48000129474,4657.53469354824,2647.97314750588,915.160788513391,288.364193495874,-0.637374997138977,1,471.91107305202,-0.276693595441057,1646.06751246749,-11.4540657026344,1048.68917790028,-10.1461943663169,9.0986551317762,0.418076080013957,-5.1603679764787,1435.40835793802,-14.6690490931104,-29.2726905138934,1282.77690610401,-7.18958885817105,479.514416127848,5.83141570725903,-14.5307398826621,-12.7759011262885,-9.23827081826471,-7.86508587711626,311.63515278467,-9.44348947832333,5.89230982193739,68.3182419989833,"Sweden.Abisko.NF-Wetland",175.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999923278888067,1606.75864869994,-274.149859602995,4049.67748716067,4444.34164746293,4779.94965674741,2987.79680425098,2260.7952414896,889.226172514896,-0.717445691426594,0,856.152328628919,5.95061016059224,895.038462358025,-2.57138542679293,627.821356652793,-5.54273955672915,44.630188567912,-31.2680908732729,7.02235790614832,981.336006503101,-5.1383072516853,-27.6215205694456,2568.27014565159,-3.435416140737,379.288382696083,7.74000291801305,-11.9627617822625,-12.5645715636163,-10.6528292068401,-8.75293161255718,274.265646265627,-9.14218820885422,-14.5328453200228,71.5947039991268,"Russia.Tiksi.ShrubTundra",329.257777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99794465303421,2068.58482876476,767.471878801719,6355.78844867945,4509.29736806073,6257.41695171523,4009.76226393955,1984.35210882693,388.48439986199,-2.00043272972107,1,1258.60080914882,5.86256661927313,1877.60315328977,12.5773742017927,1288.35923166488,6.70130034965949,-4.3418594315344,13.475006763588,13.3440433924677,1773.44512642166,-32.0504945157495,-29.102785705687,2442.33433073477,-1.68804068366442,370.114735003631,-2.09074037197575,-9.56149130815231,-8.4461282449748,-4.75740176526689,-3.84139214566236,410.175661448269,-7.6111680087259,13.5225239141582,69.2668899990255,"Russia.Kolyma.T1",1757.64666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.782828068733216,1645.09589835989,835.429578686529,5340.24597830699,3706.4366909732,6239.11033900561,2738.63359466891,2502.6486594256,776.794056829011,-2.7085063457489,0,2800.11849194409,34.2020278264461,4273.83335183371,28.3257392192429,3194.70825506803,15.6849008972896,8.38732315521228,-81.6817521458655,27.001010172881,2045.2947049806,36.9774013759685,-51.8792556945421,2738.73762003399,13.0419030456753,839.141279966671,26.7206842570014,-14.2682929499586,-15.6981880129308,-9.2943209877784,-7.72051507772796,568.509333154694,-12.6719885804577,-5.64710423084125,60.9690648768224,"Canada.KluaneLake.Outpost-MixedTundra",83.232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
