"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NIR_lateSummer","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_earlySummer","spectral_blue_lateSummer","spectral_blue_startSnowfree","spectral_red_earlySummer","spectral_red_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualMedian","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_changePSLS","spectral_green_annualRange","spectral_green_changeSSES","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_annualRange","spectral_red_changeESPS","spectral_red_changePSLS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.403321944177151,4051.15805384469,5114.92020866323,1737.72800292277,2234.86863762578,2196.06983633903,2531.73781778078,7061.26635795699,7303.54774195557,7971.28762062634,3009.322871075,2003.11946902572,2172.845877574,520.998168233194,360.853139579606,588.644360216356,711.724343509342,775.122757488472,469.282323918648,89.9915468818147,-2.62970757484436,80.7133884429932,-0.045700359158218,0.0338066071271895,8.42828547954558,2.22195445746184,0,2828.35163008743,73.3231922670243,-20.0104216313626,3870.93656370994,99.0790962501927,17.6860702192231,-32.1426252414238,0.353160643550713,3489.02801033514,86.4991540943329,-24.8861946604691,1.35292329141205,7627.83719945606,7200.62870700119,3246.19248041918,83.3905729196859,-35.4460741755303,1957.74013962117,-17.0168914667606,-40.5651759985603,-0.807939869857884,3251.25671766025,1170.08559216535,31.8446607331389,3.50622905799314,-18.7763449816441,521.627560924186,0.826800972245633,-3.790048496888,4.56493289342151,393.996805040766,0.478303524841281,-10.9259457122405,-1.07212622974224,8.8244667844325,-0.232870852829903,157.504941292754,3.52497972311511,-0.623468657278208,5.09400732770323,690.719686478157,280.129461173032,-8.23910179920681,0.982976285391687,65.1621674988323,"USA.Kougaork.TallShrub",3068.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,411.506292409184,-28.5429849610629,-1337.86118089781,-2395.56087368159,-2042.94406569881,-3313.0010081547,1527.07030478004,1357.84586639638,415.144212257848,1399.3392440641,1722.72960901208,1104.75587626737,1040.15314241549,816.269462330962,801.562933303668,1257.01204953355,918.252332542181,699.356282983498,242.764070849618,-2.88393211364746,1456.93029785156,0.338920295238495,-0.138816073536873,21.7044715881348,2.74307799339294,0,1135.46767736291,37.8489225787636,-19.9153871161617,2432.30719736815,42.3067477677561,-78.4615224957467,94.0577498085714,-23.3702625478673,1975.13982725689,25.5064429388154,74.70923190917,-19.5898226657097,811.376641078759,817.048854600327,1553.26305629143,51.7754352097143,55.453038478737,1425.88845337705,35.6463604835669,-45.9964017218402,64.7357049365984,1143.46883741528,1010.48932927719,26.0129875630004,-32.5964299766835,39.5364307914004,843.237494265335,28.1079164755112,36.3513960438065,-14.5728778817243,551.989800933276,18.3996600311092,-17.3538475110947,24.187074917626,-9.28318726533727,17.8755466310502,516.053424315342,7.48933463051071,16.4272817851389,-3.47878635030659,991.762033009721,557.655766550052,-17.988895695163,17.2003382368367,68.4669570259731,"nonveg_709",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13994987308979,2971.1738693791,3651.11721490142,-1076.31235887002,269.736057959788,513.251129462645,517.628048258371,5257.37469943073,6367.61408138775,6710.3515216537,2515.11326808119,2275.48246334138,2386.30851311714,501.092932698372,423.869577263808,658.418477526493,696.744256165125,649.187579715406,565.631277717293,303.997420458584,-2.77492337226868,548.676733398437,-0.0498670257627964,-0.0360236197710037,3.5525680065155,0.274495458602904,1,1502.54350069111,-6.37084606740548,-9.56322169902081,2755.08848595872,-27.4143625963982,74.4618509718573,-24.0636000971125,10.7843102331399,2216.7643141965,-31.2276138274362,-15.4633214886446,12.9933813428548,5632.3706402997,5397.33336995102,2308.88119998875,1.68802805494925,-44.6810208054372,3041.5362919125,-84.4871192197916,6.38156553486826,-13.9689054630533,2429.24250960169,674.241999973003,-16.2022699162237,18.2227567560271,-15.1002230234266,913.769781432332,-19.8266319370174,-17.9630340074875,11.5217190660403,810.925380571975,-17.3313315896655,-0.774885892883903,-10.5551110204875,11.2154568030074,-5.90720576957023,533.742189635473,-14.8261719343187,-5.28688861196558,9.72978355244959,561.46857019318,614.910425237039,1.45530785260739,-3.9759743957423,69.1043725990183,"Finland.Kilpisjarvi.20",420.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51980197429657,951.20147763448,3699.38891560767,-478.172890803896,-2034.8290009182,23.485014090842,1172.50614852079,4730.50068559059,5134.83856948178,6567.24657593944,2078.33296123414,1953.71228577983,1997.23475034613,642.657265045016,401.042713934962,843.501111543114,816.2601032573,661.325899138732,501.550242990079,156.810184976109,-0.925647770365081,1263.62976074219,0.0530700354526439,0.0700989725689093,5.20338249206543,-1.23416829109192,1,3547.85778900366,47.983489994264,-62.416301743578,4077.25642619141,-18.3227021417446,73.0945119529926,-43.0172156782978,-99.0611857654853,3422.1901258683,-34.9840757173541,-33.0414477311928,-86.1044685998242,4389.30814836609,4284.94510332291,5033.75972830981,77.2564570008333,-49.4938765877454,5143.15473163297,-100.559193783046,-49.2612040859832,44.9352205077909,2399.51313070408,1425.68608821412,4.26288996255754,17.9969897599862,-19.4843682252731,334.139097479763,1.20997799330437,0.244689099402081,11.2857862998795,555.987636856422,-4.23289563937878,-11.7734052890727,5.1464712860572,12.899988792332,4.19188040594452,944.097853699483,-20.2826673213386,3.16874511320431,-1.52153837263573,842.287709942071,1386.65745785587,-11.397958586276,8.2607051723166,61.4257892652094,"Canada.KluaneLake.Quill-ShrubTundra",695.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,548.115742636527,271.523990721311,-2008.07793394932,-1890.40671329046,-2104.11288757508,-2316.32232349761,744.158628979792,708.03369037777,499.844088791548,1872.13089353457,2873.64076261297,2735.95277639347,1151.76767988169,1133.41311039713,1293.99583423713,1655.32736864571,1674.19698369669,1542.97548429617,-262.998305199359,-1.67499029636383,282.849517822266,-0.0421525798738003,-0.0218124575912952,2.72493457794189,0.225599035620689,0,276.775286249713,-5.62438436043366,69.283786905836,563.004644377836,-10.6795833491095,-13.7988794499268,108.264488527339,108.588080713908,563.579384250806,-11.101521508805,106.104717961263,106.85308714231,744.158628979792,748.607932358707,416.732182643435,-5.66384144476747,104.094800793111,590.464885908345,-12.7547855387247,-12.9176008051163,132.047935313346,1921.61290273281,354.801083474027,-8.41679914838662,-7.00933491570149,55.8663469314503,380.76039366351,-9.56606727500149,68.8439931097507,69.4264176163513,284.928606980714,-8.93465391858176,-3.45354638492753,44.0072568202129,44.6133947500002,38.1287687177071,269.250734886593,-6.6326245148485,33.9545425781685,34.3361145432756,1655.32736864571,285.258957861974,-4.88486453693647,32.5550990814727,76.3199804355449,"nonveg_768",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,625.52757809897,257.670847073225,-3013.0533678256,-1472.16674886911,-2772.7790904171,-2804.02937490706,664.207974607442,279.886518947935,843.718007495725,790.485509057215,1422.34961364124,1651.12622068898,651.66406043625,560.485033959377,555.237702328129,862.860709832448,807.709691639614,797.158775182564,-287.810451741809,-3.79779672622681,1724.23913574219,-0.259179145097733,0.289525598287582,23.4878768920898,7.53076791763306,0,814.025743038236,23.1126263047786,25.955499980105,2282.83721452927,27.5837984291036,13.4883846902698,-0.26487363673822,61.45626003888,1926.14927666497,21.4034809838042,1.30209518708187,52.0244936619195,664.207974607442,534.389363389759,895.436831419325,37.2144017982365,-23.4929786894913,2366.97092329593,17.7228512924471,6.19843537544987,3.10972304520214,963.329763775411,363.317067606117,14.9040418945369,-3.87669473618313,-7.20184394659148,403.764632045412,10.5700478249835,-9.53235862698926,3.9335435680757,360.464391659678,5.26058429411437,-7.48436017195797,-6.94521545567465,-2.06305509825139,-2.36527564238822,113.107441113035,5.47569826351901,-2.61529075167764,3.7492435322857,797.158775182564,146.170876082171,-3.45799656052022,-3.35287255967862,62.2643892543399,"nonveg_931",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.338191568851471,2353.02900676278,2884.33243360454,-1155.84931619761,-889.093278104997,-741.214733343487,-606.714635528476,4881.89591304224,5266.34361560506,5752.95656929216,2045.06638294695,2377.92933856425,2596.55656840358,546.351923905358,432.431482804512,991.670579442716,768.256388045581,678.734584796348,691.245539492693,-98.3729508634993,-3.02899117469788,745.255676269531,0.121869002282619,-0.0271250635385513,7.41902809143067,2.12442197799683,0,1103.36007621206,33.2917866757497,5.99226586913703,1252.60816942194,30.3192542978731,8.82475099656251,-25.263036337152,7.79919180831195,874.784947279629,20.8812597553678,-17.0320874624215,10.2480999786735,5440.18628046892,5117.92642857206,2182.67787065584,63.3086144146666,-31.8713310795207,1493.60686889117,-28.119192484106,-15.3515014306016,-7.88805104773327,2175.93211746815,327.633630608856,10.2385509565267,-4.40786164611532,-12.2147097495074,449.72236261663,8.72661625317065,-14.3018287942294,12.3124712074909,291.644724678153,3.68533519976288,-5.79550986422547,-8.1683391556106,8.75665579655364,-2.57730026052768,258.690562238529,-3.27849451903781,-2.51021488541337,9.02993145901667,713.360132843093,292.443477722238,-5.51926271484473,-3.2893537981277,69.0550305990162,"Finland.Kilpisjarvi.18",300.084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3755.65513797452,4236.36539516798,721.118480473985,2187.76658962387,2773.3585447416,1456.58224797081,6310.88221937131,7542.09478130123,7082.2613074415,2803.57142877454,2053.04337349047,2118.99052942746,467.550973141815,402.100408140192,618.588287839982,634.467642787026,778.54448903995,456.741051151168,-477.072514588782,-1.91499871015549,482.241175333659,0.0430965639340381,0.0450455192476511,3.6864728530248,-0.20375943183899,1,2045.90248713915,24.5442510519131,-50.988790661976,3883.42430474077,-24.1079921047075,114.21836190414,-27.3240351043117,-163.239597532552,3498.36262549703,-33.8444475207505,-23.9525120205337,-150.062364987406,5702.18021131549,6391.03399506529,3225.27914526409,15.8789609080228,-42.2023012678732,3367.69372014719,-89.2337450392753,22.2316429514426,-11.3363071662796,2728.92739606542,601.769312598251,-4.60953707773949,17.6990974293603,-6.29440398828238,1206.73508751921,-22.3938925010946,-11.5431631435802,-27.8348154418726,976.474775582439,-19.5367619707354,2.01292201874421,-7.62664497481998,-19.5636562548043,-7.27755381596945,643.366413315183,-17.0343581993134,-5.1354769573168,-22.5792977864468,757.989079625036,797.77353603377,6.9832737546217,-3.4218686456814,68.4382031656554,"Sweden.Abisko.VJ-MesicHeath",511.328333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974346518516541,2296.83968566367,3328.04373261864,71.3336355177697,77.7945099666797,703.551821284068,802.587994869757,5067.09736523237,5555.19865650674,5986.72027762345,2422.90847481783,2137.40794300404,2184.86172299453,502.321786048937,442.184197544137,516.132259332361,791.80607885908,742.482157240016,659.306901047776,-135.193756909548,-2.33214478492737,290.965411376953,0.0356062643229962,0.0262913396582007,2.70037975311279,1.31427893638611,0,902.447244297404,29.2787175032792,-19.5542484785695,1541.22179311469,34.5891797392468,11.3623187956996,8.9008540159178,-24.0666215290906,1064.11071388149,26.1722133570947,8.69956706293237,-15.808039343694,5262.88292797712,4946.86321394576,1617.44336605122,46.1593741905949,-7.41368324881242,1412.04277841667,-8.05583292048007,-37.7537997032991,25.9845244334455,2450.44845928695,432.479697379703,14.4159899126568,-8.0027693466343,10.4213156105009,458.280296675046,1.19053609411591,11.1773182341626,7.50476119022859,416.825485492327,-1.11492905017579,-12.367019806034,7.77158352290897,7.64248521865095,5.07347963474279,158.533450759221,4.15403057352695,5.16077120946272,3.93335223324191,849.643776331027,285.327461995709,-8.98239564002485,7.58355785872622,69.4257111090324,"USA.NorthSlope.Sagwon-C18",519.984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999929010868073,2318.50238656575,2534.47115972079,-278.708429498855,-146.623276865599,-133.418467130514,-319.789275197355,4255.6058191634,4579.08713136882,4484.51662949298,2251.29855312163,2335.57881310693,2205.59255510142,694.40080716903,532.590326667474,716.1986380362,958.081802533472,923.453327022013,739.638836374756,203.832840260517,0.0953058004379276,15.2486404418945,0.0045324862934649,-0.0182244697585702,1.14516546726227,-0.0458700018003583,0,1079.01246668604,16.7311744591124,-19.9371519208753,1261.36600878301,4.47157788348233,23.2886483766457,41.9455940380436,-37.0932275681806,866.919208757397,0.76677712554462,36.1570137953187,-27.5048412883212,4449.46140948623,4042.84463917089,1934.65117079703,30.5350174790629,22.3047541438947,1728.37450363876,-39.8184451145696,-15.4375845339721,44.8242882456465,2212.06915993593,344.187993690031,-2.32158962750624,3.40942687550132,26.1207037415543,460.669673963727,-11.5655629632507,49.3456396386711,-21.1159778470821,400.845478887283,-12.5787872299699,-0.340721086194293,43.8718198212748,-17.6225639263802,28.090934252866,343.572165988683,-10.039379666884,26.339036778646,-9.28476274158028,917.26435194474,442.057728391454,-2.40289054593305,25.3957408765071,71.5953295991268,"Russia.Tiksi.LichenTundra",132.754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
